frame,timestamp,processing_mode,detector_profile,speech_detector_implementation,comparison_speech_detector_implementation,is_speech,speech_probability,speech_gate_open,comparison_speech_evaluated,comparison_speech_is_speech,comparison_speech_aggressiveness,is_whisper,whisper_processed,trigger,raw_score,whisper_probability,stage1_silero_threshold,stage1_silero_low_pass,stage1_enter_count,stage1_exit_count,stage1_candidate,zcr_threshold,zcr_pass,centroid_threshold,centroid_pass,group_a_pass,entropy_threshold,group_b_pass,total_band_energy,low_proportion,mid_proportion,high_proportion,low_proportion_threshold,group_c_pass,silero_rolling_median,high_silero_threshold,high_silero_raw,high_silero_count,high_silero_normal_evidence,silero_penalty,group_count,effective_group_score,grouped_v1_raw_is_whisper,stage2_is_whisper,stage2_consecutive_count,legacy_is_whisper,grouped_v1_is_whisper,whisper_classifier_implementation,final_trigger,rms,zcr,entropy,voicing,hnr,spectral_centroid,band_energy_low,band_energy_mid,band_energy_high,temporal_score,formant_score,low_proportion_std,mid_proportion_std,high_proportion_std,zcr_std,entropy_std,spectral_centroid_std,spectral_flux,cepstral_peak_prominence,spectral_slope,spectral_rolloff,spectral_flatness,temporal_v1_window_full,temporal_v1_silero_median,temporal_v1_low_proportion_std,temporal_v1_silero_min_pass,temporal_v1_silero_max_pass,temporal_v1_low_proportion_std_pass,temporal_v1_low_proportion_max,temporal_v1_low_proportion_max_pass,temporal_v1_raw_is_whisper,temporal_v1_is_whisper,temporal_v1_qualifying_run,temporal_v2_window_full,temporal_v2_silero_median,temporal_v2_silero_min_pass,temporal_v2_silero_max_pass,temporal_v2_low_proportion_std_pass,temporal_v2_low_proportion_max_pass,temporal_v2_zcr_std_pass,temporal_v2_raw_is_whisper,temporal_v2_qualifying_run,temporal_v2_context_enabled,temporal_v2_context_high_silero_count,temporal_v2_context_active,temporal_v2_context_window_frames,temporal_v2_context_silero_threshold,temporal_v2_context_min_frames,temporal_v2_acoustic_activity,temporal_v2_acoustic_activity_ok,temporal_v2_acoustic_activity_window_frames,temporal_v2_acoustic_activity_rms_min,webrtc_mode_0_evaluated,webrtc_mode_0_is_speech,webrtc_assist_open,webrtc_assist_enter_count,webrtc_assist_exit_count,temporal_candidate,temporal_qualifying_run,assisted_confirmation_requirement,fallback_confirmation_requirement,context_confirmation_requirement,confirmation_requirement,threshold_crossing_route,trigger_route,trigger_suppression_reason,actuation_enabled,actuation_requested,actuation_started,actuation_suppression_reason
10,2026-08-25T15:19:09.274291,shadow,temporal_v2_context,silero,webrtc,False,0.005279337987303734,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.06259696320353897,0.7318650186879179,0.2143989535923478,0.05373602770375904,,,,,,,,,,,,,,,,temporal_v2,False,0.0007654118829914982,0.18997912317327767,0.0,0.0,0.0,0.0,0.045812527644764955,0.013420723408897455,0.0033637121488765557,0.0,0.0,0.0025436267246143414,,,0.0456190909558104,,,,,,,,,,,,,,,,,,,True,0.005325967213138938,True,True,False,True,True,False,0,True,0,False,50,0.1,5,0.0007705157260591578,True,5,5.5e-05,True,False,False,0,0,False,0,15,24,30,24,,,,False,False,False,
11,2026-08-25T15:19:09.293877,shadow,temporal_v2_context,silero,webrtc,False,0.0051849097944796085,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.05633031582003615,0.733791382378743,0.21425585055742646,0.05195276704607822,,,,,,,,,,,,,,,,temporal_v2,False,0.0007262821661808782,0.2150313152400835,0.0,0.0,0.0,0.0,0.0413347003154155,0.012069099728190301,0.002926515775430353,0.0,0.0,0.0024198657360953234,,,0.04597454566513838,,,,,,,,,,,,,,,,,,,True,0.005232123890891671,True,True,False,True,True,False,0,True,0,False,50,0.1,5,0.0007559292307687839,True,5,5.5e-05,True,False,False,0,0,False,0,15,24,30,24,,,,False,False,False,
12,2026-08-25T15:19:09.303891,shadow,temporal_v2_context,silero,webrtc,False,0.005122508853673935,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.05497269726061759,0.7392470519520847,0.2081895661278846,0.052563381901839956,,,,,,,,,,,,,,,,temporal_v2,False,0.0007175144881848236,0.23173277661795408,0.0,0.0,0.0,0.0,0.040638404387765996,0.011444741991567527,0.0028895508802840738,0.0,0.0,0.0027901312920551873,,,0.0405510527835219,,,,,,,,,,,,,,,,,,,True,0.005153709324076772,True,True,False,True,True,False,0,True,0,False,50,0.1,5,0.0007450658394878215,True,5,5.5e-05,True,False,False,0,0,False,0,15,24,30,24,,,,False,False,False,
13,2026-08-25T15:19:09.314792,shadow,temporal_v2_context,silero,webrtc,False,0.004640141036361456,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.05407182809589231,0.7375362323612651,0.20882609345805067,0.053637674162190355,,,,,,,,,,,,,,,,temporal_v2,False,0.0007119881174789519,0.21294363256784968,0.0,0.0,0.0,0.0,0.03987993237073041,0.011291608627400458,0.0029002870967614414,0.0,0.0,0.002686686231492556,,,0.041148537932463244,,,,,,,,,,,,,,,,,,,True,0.0050268170889467,True,True,False,True,True,False,0,True,0,False,50,0.1,5,0.0007367007365109946,True,5,5.5e-05,True,False,False,0,0,False,0,15,24,30,24,,,,False,False,False,
14,2026-08-25T15:19:09.333467,shadow,temporal_v2_context,silero,webrtc,False,0.00442770728841424,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.05304025202334561,0.7332807898711455,0.21343197052041277,0.0532872395895881,,,,,,,,,,,,,,,,temporal_v2,False,0.0007052010909169979,0.21294363256784968,0.0,0.0,0.0,0.0,0.038893397898643496,0.011320485506241965,0.0028263686174601526,0.0,0.0,0.0027730012248006566,,,0.041186651182344595,,,,,,,,,,,,,,,,,,,True,0.0050268170889467,True,True,False,True,True,False,0,True,0,False,50,0.1,5,0.0007245892581378097,True,5,5.5e-05,True,False,False,0,0,False,0,15,24,30,24,,,,False,False,False,
15,2026-08-25T15:19:09.343611,shadow,temporal_v2_context,silero,webrtc,False,0.004238816909492016,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.048006603271059094,0.7336778545510961,0.21404113108601472,0.05228101434205865,,,,,,,,,,,,,,,,temporal_v2,False,0.0006706072415188826,0.2150313152400835,0.0,0.0,0.0,0.0,0.03522138169219627,0.010275387663735062,0.0025098339141277604,0.0,0.0,0.002820003691802189,,,0.037205293377779475,,,,,,,,,,,,,,,,,,,True,0.0050268170889467,True,True,False,True,True,False,0,True,0,False,50,0.1,5,0.0007056098326847558,True,5,5.5e-05,True,False,False,0,0,False,0,15,24,30,24,,,,False,False,False,
16,2026-08-25T15:19:09.346628,shadow,temporal_v2_context,silero,webrtc,False,0.004238816909492016,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.044379501218602166,0.7349463719838403,0.21277641480933296,0.052277213184294034,,,,,,,,,,,,,,,,temporal_v2,False,0.0006446791511416679,0.20041753653444677,0.0,0.0,0.0,0.0,0.03261655341106408,0.009442911160320592,0.0023200366462175024,0.0,0.0,0.00281709764418555,,,0.011653683287643308,,,,,,,,,,,,,,,,,,,True,0.0050268170889467,True,True,False,True,False,False,0,True,0,False,50,0.1,5,0.0006892717731898443,True,5,5.5e-05,True,False,False,0,0,False,0,15,24,30,24,,,,False,False,False,
17,2026-08-25T15:19:09.367483,shadow,temporal_v2_context,silero,webrtc,False,0.0037845547776669264,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.03803198072370118,0.7385062941919224,0.2094723714398636,0.05202133434192047,,,,,,,,,,,,,,,,temporal_v2,False,0.0005963095833018408,0.20041753653444677,0.0,0.0,0.0,0.0,0.028086857145039185,0.007966649192748866,0.0019784743849131335,0.0,0.0,0.0024151285301709205,,,0.011772753386114138,,,,,,,,,,,,,,,,,,,True,0.004881324945017695,True,True,False,True,False,False,0,True,0,False,50,0.1,5,0.0006650024137695553,True,5,5.5e-05,True,False,False,0,0,False,0,15,24,30,24,,,,False,False,False,
18,2026-08-25T15:19:09.377507,shadow,temporal_v2_context,silero,webrtc,False,0.0036237959284335375,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.035894924065273955,0.7303613484259769,0.21415210726593334,0.055486544280230816,,,,,,,,,,,,,,,,temporal_v2,False,0.0005794332704487283,0.17536534446764093,0.0,0.0,0.0,0.0,0.026216265141961532,0.00768697362872908,0.001991685293583346,0.0,0.0,0.0027198468706181537,,,0.015182778985867812,,,,,,,,,,,,,,,,,,,True,0.004533924162387848,True,True,False,True,False,False,0,True,0,False,50,0.1,5,0.0006384592543539378,True,5,5.5e-05,True,False,False,0,0,False,0,15,24,30,24,,,,False,False,False,
19,2026-08-25T15:19:09.397968,shadow,temporal_v2_context,silero,webrtc,False,0.0032956176437437534,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.032837083470018354,0.734083645389139,0.21237720373136448,0.05353915084904339,,,,,,,,,,,,,,,,temporal_v2,False,0.0005542073211820004,0.15031315240083507,0.0,0.0,0.0,0.0,0.02410516593761851,0.006973847966055909,0.001758069565343942,0.0,0.0,0.0027273639895206356,,,0.022290351256850336,,,,,,,,,,,,,,,,,,,True,0.004333262098953128,True,True,False,True,True,False,0,True,0,False,50,0.1,5,0.0006082217902915797,True,5,5.5e-05,True,False,False,0,0,False,0,15,24,30,24,,,,False,False,False,
