frame,timestamp,processing_mode,detector_profile,speech_detector_implementation,comparison_speech_detector_implementation,is_speech,speech_probability,speech_gate_open,comparison_speech_evaluated,comparison_speech_is_speech,comparison_speech_aggressiveness,is_whisper,whisper_processed,trigger,raw_score,whisper_probability,stage1_silero_threshold,stage1_silero_low_pass,stage1_enter_count,stage1_exit_count,stage1_candidate,zcr_threshold,zcr_pass,centroid_threshold,centroid_pass,group_a_pass,entropy_threshold,group_b_pass,total_band_energy,low_proportion,mid_proportion,high_proportion,low_proportion_threshold,group_c_pass,silero_rolling_median,high_silero_threshold,high_silero_raw,high_silero_count,high_silero_normal_evidence,silero_penalty,group_count,effective_group_score,grouped_v1_raw_is_whisper,stage2_is_whisper,stage2_consecutive_count,legacy_is_whisper,grouped_v1_is_whisper,whisper_classifier_implementation,final_trigger,rms,zcr,entropy,voicing,hnr,spectral_centroid,band_energy_low,band_energy_mid,band_energy_high,temporal_score,formant_score,low_proportion_std,mid_proportion_std,high_proportion_std,zcr_std,entropy_std,spectral_centroid_std,spectral_flux,cepstral_peak_prominence,spectral_slope,spectral_rolloff,spectral_flatness,temporal_v1_window_full,temporal_v1_silero_median,temporal_v1_low_proportion_std,temporal_v1_silero_min_pass,temporal_v1_silero_max_pass,temporal_v1_low_proportion_std_pass,temporal_v1_low_proportion_max,temporal_v1_low_proportion_max_pass,temporal_v1_raw_is_whisper,temporal_v1_is_whisper,temporal_v1_qualifying_run,temporal_v2_window_full,temporal_v2_silero_median,temporal_v2_silero_min_pass,temporal_v2_silero_max_pass,temporal_v2_low_proportion_std_pass,temporal_v2_low_proportion_max_pass,temporal_v2_zcr_std_pass,temporal_v2_raw_is_whisper,temporal_v2_qualifying_run,temporal_v2_context_enabled,temporal_v2_context_high_silero_count,temporal_v2_context_active,temporal_v2_context_window_frames,temporal_v2_context_silero_threshold,temporal_v2_context_min_frames,temporal_v2_acoustic_activity,temporal_v2_acoustic_activity_ok,temporal_v2_acoustic_activity_window_frames,temporal_v2_acoustic_activity_rms_min,webrtc_mode_0_evaluated,webrtc_mode_0_is_speech,webrtc_assist_open,webrtc_assist_enter_count,webrtc_assist_exit_count,temporal_candidate,temporal_qualifying_run,assisted_confirmation_requirement,fallback_confirmation_requirement,context_confirmation_requirement,confirmation_requirement,threshold_crossing_route,trigger_route,trigger_suppression_reason,actuation_enabled,actuation_requested,actuation_started,actuation_suppression_reason
231,2026-08-25T15:19:14.137753,shadow,temporal_v2_context,silero,webrtc,False,0.00032235626713372767,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.00031133987880222006,0.41109465138101176,0.333463991319961,0.2554413540871033,,,,,,,,,,,,,,,,temporal_v2,False,6.329021327087528e-05,0.3068893528183716,0.0,0.0,0.0,0.0,0.0001279901589372051,0.00010382063864246123,7.952908022255371e-05,0.0,0.0,0.133895386213438,,,0.0354069996453509,,,,,,,,,,,,,,,,,,,True,0.00026615239039529115,False,True,True,True,True,False,0,True,0,False,50,0.1,5,5.991030977829558e-05,True,5,5.5e-05,True,False,False,0,0,False,0,15,24,30,24,,,,False,False,False,
232,2026-08-25T15:19:14.220583,shadow,temporal_v2_context,silero,webrtc,False,0.0002338970807613805,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.000553579040539495,0.6474876422705376,0.2572692744054113,0.09524308151762452,,,,,,,,,,,,,,,,temporal_v2,False,7.873900815951764e-05,0.21294363256784968,0.0,0.0,0.0,0.0,0.000358435587769304,0.00014241887808563966,5.2724573684551495e-05,0.0,0.0,0.13055735641548374,,,0.03733159573654632,,,,,,,,,,,,,,,,,,,True,0.0002603107859613374,False,True,True,True,True,False,0,True,0,False,50,0.1,5,6.304835117949702e-05,True,5,5.5e-05,True,False,False,0,0,False,0,15,24,30,24,,,,False,False,False,
233,2026-08-25T15:19:14.231019,shadow,temporal_v2_context,silero,webrtc,False,0.00024552439572289586,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.001037406074602606,0.6704551049798444,0.24847874711591308,0.08106614694030001,,,,,,,,,,,,,,,,temporal_v2,False,0.00010317410810980088,0.24008350730688935,0.0,0.0,0.0,0.0,0.0006955341986544185,0.000257773361667693,8.409851328049469e-05,0.0,0.0,0.13492614246177217,,,0.03703151273259578,,,,,,,,,,,,,,,,,,,True,0.0002603107859613374,False,True,True,True,True,False,0,True,0,False,50,0.1,5,7.055376400331832e-05,True,5,5.5e-05,True,False,False,0,0,False,0,15,24,30,24,,,,False,False,False,
234,2026-08-25T15:19:14.236163,shadow,temporal_v2_context,silero,webrtc,False,0.00026818938204087317,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.0023870149888776814,0.7229400382649362,0.2094911408206572,0.06756882049547326,,,,,,,,,,,,,,,,temporal_v2,False,0.00015342065623432716,0.21085594989561587,0.0,0.0,0.0,0.0,0.0017256687073982074,0.0005000584931759938,0.00016128778730348014,0.0,0.0,0.14456332553772508,,,0.03762523163893675,,,,,,,,,,,,,,,,,,,True,0.0002645453641889617,False,True,True,True,True,False,0,True,0,False,50,0.1,5,8.876229644182833e-05,True,5,5.5e-05,True,False,False,0,0,False,0,15,24,30,24,,,,False,False,False,
235,2026-08-25T15:19:14.241406,shadow,temporal_v2_context,silero,webrtc,False,0.0002727458195295185,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.0030646997815134565,0.7170024660863199,0.22319463972061065,0.05980289386677333,,,,,,,,,,,,,,,,temporal_v2,False,0.00017255029160350013,0.21085594989561587,0.0,0.0,0.0,0.0,0.002197397301159354,0.0006840245635867301,0.00018327791576737266,0.0,0.0,0.15349418684282154,,,0.03933772546332076,,,,,,,,,,,,,,,,,,,True,0.00027046760078519583,False,True,True,True,True,False,0,True,0,False,50,0.1,5,0.00010897924388803424,True,5,5.5e-05,True,False,False,0,0,False,0,15,24,30,24,,,,False,False,False,
236,2026-08-25T15:19:14.340283,shadow,temporal_v2_context,silero,webrtc,False,0.0002763069642242044,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.0029599611406931586,0.7100650612981515,0.22990756970596715,0.06002736865803897,,,,,,,,,,,,,,,,temporal_v2,False,0.0001707261494541403,0.2359081419624217,0.0,0.0,0.0,0.0,0.002101764988806434,0.0006805174722808664,0.00017767867860585777,0.0,0.0,0.16050268853125982,,,0.03905752441169652,,,,,,,,,,,,,,,,,,,True,0.00027046760078519583,False,True,True,True,True,False,0,True,0,False,50,0.1,5,0.00013156886472616593,True,5,5.5e-05,True,False,False,0,0,False,0,15,24,30,24,,,,False,False,False,
237,2026-08-25T15:19:14.347171,shadow,temporal_v2_context,silero,webrtc,False,0.0002675419964361936,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.003855705607150622,0.7287089827778064,0.21139238622345938,0.059898630739378296,,,,,,,,,,,,,,,,temporal_v2,False,0.00019189942578980892,0.21920668058455114,0.0,0.0,0.0,0.0,0.002809687310877414,0.0008150668088707422,0.0002309514864024655,0.0,0.0,0.16408455497870966,,,0.039699469428112456,,,,,,,,,,,,,,,,,,,True,0.0002678656892385334,False,True,True,True,True,False,0,True,0,False,50,0.1,5,0.0001550020857329219,True,5,5.5e-05,True,False,False,0,0,False,0,15,24,30,24,,,,False,False,False,
238,2026-08-25T15:19:14.356621,shadow,temporal_v2_context,silero,webrtc,False,0.00025377090787515044,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.0033233799404421387,0.714684233776982,0.2289002750535089,0.05641549086861055,,,,,,,,,,,,,,,,temporal_v2,False,0.00017920457650080432,0.18997912317327767,0.0,0.0,0.0,0.0,0.002375167246284682,0.0007607225824745196,0.00018749011068293695,0.0,0.0,0.16463899037052052,,,0.0391377865552434,,,,,,,,,,,,,,,,,,,True,0.0002678656892385334,False,True,True,True,True,False,0,True,0,False,50,0.1,5,0.00017063887968433186,True,5,5.5e-05,True,False,False,0,0,False,0,15,24,30,24,,,,False,False,False,
239,2026-08-25T15:19:14.367099,shadow,temporal_v2_context,silero,webrtc,False,0.0002395511546637863,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.0034203948693596518,0.7258010141618935,0.21727809042281349,0.05692089512292903,,,,,,,,,,,,,,,,temporal_v2,False,0.00018216681233652803,0.22129436325678498,0.0,0.0,0.0,0.0,0.0024825260650153725,0.0007431768657064537,0.00019469193763782528,0.0,0.0,0.1541489004172521,,,0.03513266633480188,,,,,,,,,,,,,,,,,,,True,0.0002678656892385334,False,True,True,True,True,False,0,True,0,False,50,0.1,5,0.00017649384114779677,True,5,5.5e-05,True,False,False,0,0,False,0,15,24,30,24,,,,False,False,False,
240,2026-08-25T15:19:14.464351,shadow,temporal_v2_context,silero,webrtc,False,0.0002395511546637863,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.00463341785669687,0.7259809650820401,0.21147680951324638,0.06254222518889001,,,,,,,,,,,,,,,,temporal_v2,False,0.00021140052247310722,0.20876826722338204,0.0,0.0,0.0,0.0,0.0033637731672331514,0.0009798604254759582,0.00028978426298775973,0.0,0.0,0.09235597725374636,,,0.030216637531815978,,,,,,,,,,,,,,,,,,,True,0.000260656452155672,False,True,True,True,True,False,0,True,0,False,50,0.1,5,0.00018437266626523317,True,5,5.5e-05,True,False,False,0,0,False,0,15,24,30,24,,,,False,False,False,
241,2026-08-25T15:19:14.470054,shadow,temporal_v2_context,silero,webrtc,False,0.0002917759120464325,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.00981579926939459,0.7231404423106251,0.2254686569359581,0.0513909006515402,,,,,,,,,,,,,,,,temporal_v2,False,0.00030481057697777467,0.19206680584551147,0.0,0.0,0.0,0.0,0.007098201425302314,0.002213155078023357,0.0005044427650689183,0.0,0.0,0.025920874089655894,,,0.015318527204880285,,,,,,,,,,,,,,,,,,,True,0.000260656452155672,False,True,False,True,False,False,0,True,0,False,50,0.1,5,0.00021145143692181766,True,5,5.5e-05,True,False,False,0,0,False,0,15,24,30,24,,,,False,False,False,
242,2026-08-25T15:19:14.475811,shadow,temporal_v2_context,silero,webrtc,False,0.00033712165895849466,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.010557311600175106,0.7300191499070207,0.21556633782789922,0.05441451217035913,,,,,,,,,,,,,,,,temporal_v2,False,0.0003152388507911369,0.19206680584551147,0.0,0.0,0.0,0.0,0.0077070396396633585,0.002275800998957746,0.0005744709605540019,0.0,0.0,0.01660554729113194,,,0.016706679769304848,,,,,,,,,,,,,,,,,,,True,0.0002678656892385334,False,True,False,True,False,False,0,True,0,False,50,0.1,5,0.00023632599291413216,True,5,5.5e-05,True,False,False,0,0,False,0,15,24,30,24,,,,False,False,False,
243,2026-08-25T15:19:14.486798,shadow,temporal_v2_context,silero,webrtc,False,0.00034596191835589707,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.014055035965706673,0.7309777000571112,0.21356944857355034,0.055452851298189554,,,,,,,,,,,,,,,,temporal_v2,False,0.00036394500001266696,0.22755741127348644,0.0,0.0,0.0,0.0,0.010273917864432242,0.003001726280877392,0.0007793918193970381,0.0,0.0,0.006592788393629341,,,0.014938241185802356,,,,,,,,,,,,,,,,,,,True,0.00027046760078519583,False,True,False,True,False,False,0,True,0,False,50,0.1,5,0.00027356122472949447,True,5,5.5e-05,True,False,False,0,0,False,0,15,24,30,24,,,,False,False,False,
244,2026-08-25T15:19:14.599638,shadow,temporal_v2_context,silero,webrtc,False,0.000339560181600973,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.011801229802872562,0.7302790491263863,0.21202181719518237,0.05769913359369441,,,,,,,,,,,,,,,,temporal_v2,False,0.0003332893994824151,0.19624217118997914,0.0,0.0,0.0,0.0,0.008618190878963745,0.0025021181879429843,0.0006809207349658319,0.0,0.0,0.006951557144888837,,,0.01556829076200598,,,,,,,,,,,,,,,,,,,True,0.00027452639187686145,False,True,False,True,False,False,0,True,0,False,50,0.1,5,0.00030403817075010467,True,5,5.5e-05,True,False,False,0,0,False,0,15,24,30,24,,,,False,False,False,
245,2026-08-25T15:19:14.607093,shadow,temporal_v2_context,silero,webrtc,False,0.0003049017977900803,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.01589600147755194,0.7298995627788402,0.21883348666619307,0.05126695049205791,,,,,,,,,,,,,,,,temporal_v2,False,0.0003873496628979226,0.2359081419624217,0.0,0.0,0.0,0.0,0.011602484528396958,0.0034785774273836476,0.0008149395207713346,0.0,0.0,0.006790176659006429,,,0.017497969325929237,,,,,,,,,,,,,,,,,,,True,0.00028404143813531846,False,True,False,True,False,False,0,True,0,False,50,0.1,5,0.0003394451145091025,True,5,5.5e-05,True,False,False,0,0,False,0,15,24,30,24,,,,False,False,False,
246,2026-08-25T15:19:14.619800,shadow,temporal_v2_context,silero,webrtc,False,0.00028059701435267925,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.014164384307300402,0.7300771057633215,0.2162583646267091,0.053664529539369746,,,,,,,,,,,,,,,,temporal_v2,False,0.0003655619399708855,0.21920668058455114,0.0,0.0,0.0,0.0,0.010341092699993287,0.003063166586241007,0.0007601250200661077,0.0,0.0,0.004748871773317576,,,0.015845772784255474,,,,,,,,,,,,,,,,,,,True,0.0002861864631995559,False,True,False,True,False,False,0,True,0,False,50,0.1,5,0.00035165028214408767,True,5,5.5e-05,True,False,False,0,0,False,0,15,24,30,24,,,,False,False,False,
247,2026-08-25T15:19:14.635147,shadow,temporal_v2_context,silero,webrtc,False,0.00026556834927760065,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.015413061443498839,0.7370790205657616,0.20910787592839175,0.05381310344096656,,,,,,,,,,,,,,,,temporal_v2,False,0.0003822428918630417,0.23382045929018788,0.0,0.0,0.0,0.0,0.011360644232694027,0.003222992540003834,0.0008294246698009764,0.0,0.0,0.005638270463700032,,,0.017220534970606497,,,,,,,,,,,,,,,,,,,True,0.0002861864631995559,False,True,False,True,False,False,0,True,0,False,50,0.1,5,0.00036510704928493707,True,5,5.5e-05,True,False,False,0,0,False,0,15,24,30,24,,,,False,False,False,
248,2026-08-25T15:19:14.717887,shadow,temporal_v2_context,silero,webrtc,False,0.0002680866455193609,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.0134563932892539,0.7369124009386036,0.20920078068250286,0.05388681830457945,,,,,,,,,,,,,,,,temporal_v2,False,0.0003559034661123235,0.19206680584551147,0.0,0.0,0.0,0.0,0.009916183086758205,0.0028150879812827087,0.0007251222202129872,0.0,0.0,0.00424003385079175,,,0.016966837388959384,,,,,,,,,,,,,,,,,,,True,0.0002861864631995559,False,True,False,True,False,False,0,True,0,False,50,0.1,5,0.00036349249804413966,True,5,5.5e-05,True,False,False,0,0,False,0,15,24,30,24,,,,False,False,False,
249,2026-08-25T15:19:14.728338,shadow,temporal_v2_context,silero,webrtc,False,0.0002314369339728728,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.012141449142206696,0.7386980865802961,0.20689092547208607,0.05441098786525529,,,,,,,,,,,,,,,,temporal_v2,False,0.0003383892341550211,0.20876826722338204,0.0,0.0,0.0,0.0,0.008968865249660065,0.002511955649603409,0.0006606282419432229,0.0,0.0,0.004698312556690895,,,0.016687102386966652,,,,,,,,,,,,,,,,,,,True,0.0002861864631995559,False,True,False,True,False,False,0,True,0,False,50,0.1,5,0.0003645170171453527,True,5,5.5e-05,True,False,False,0,0,False,0,15,24,30,24,,,,False,False,False,
250,2026-08-25T15:19:14.735418,shadow,temporal_v2_context,silero,webrtc,False,0.00021500639559235424,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.011110503433530214,0.7332637184478117,0.2088351811012238,0.057901100360959704,,,,,,,,,,,,,,,,temporal_v2,False,0.0003233736295990321,0.2150313152400835,0.0,0.0,0.0,0.0,0.008146929061497544,0.002320263996667051,0.0006433103743656203,0.0,0.0,0.0043693151690180655,,,0.016722325172860784,,,,,,,,,,,,,,,,,,,True,0.0002861864631995559,False,True,False,True,False,False,0,True,0,False,50,0.1,5,0.00035167042408462283,True,5,5.5e-05,True,False,False,0,0,False,0,15,24,30,24,,,,False,False,False,
251,2026-08-25T15:19:14.742994,shadow,temporal_v2_context,silero,webrtc,False,0.00023324167705141008,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.01058814750791513,0.7148907160909027,0.2284267928380656,0.05668249097658648,,,,,,,,,,,,,,,,temporal_v2,False,0.00031654639948903535,0.2567849686847599,0.0,0.0,0.0,0.0,0.007569368354009553,0.0024186165773294097,0.0006001625755761659,0.0,0.0,0.006315935851869459,,,0.020198801869622952,,,,,,,,,,,,,,,,,,,True,0.0002743418299360201,False,True,False,True,True,False,0,True,0,False,50,0.1,5,0.0003418246795190641,True,5,5.5e-05,True,False,False,0,0,False,0,15,24,30,24,,,,False,False,False,
252,2026-08-25T15:19:14.847487,shadow,temporal_v2_context,silero,webrtc,False,0.0002298728795722127,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.00859714645977682,0.7322564476547115,0.19781071393994415,0.06993283828902672,,,,,,,,,,,,,,,,temporal_v2,False,0.0002854028849639298,0.2839248434237996,0.0,0.0,0.0,0.0,0.006295315926603454,0.0017006076790547164,0.0006012228531186509,0.0,0.0,0.006309424672642296,,,0.02637512553533493,,,,,,,,,,,,,,,,,,,True,0.0002668274973984808,False,True,False,True,True,False,0,True,0,False,50,0.1,5,0.0003223672771481346,True,5,5.5e-05,True,False,False,0,0,False,0,15,24,30,24,,,,False,False,False,
253,2026-08-25T15:19:14.859106,shadow,temporal_v2_context,silero,webrtc,False,0.00019885900837834924,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.005143139395370401,0.7361664708165006,0.197331747602878,0.06650178138618765,,,,,,,,,,,,,,,,temporal_v2,False,0.0002223007839378102,0.2839248434237996,0.0,0.0,0.0,0.0,0.0037862067776071387,0.0010149046850536506,0.00034202793170961176,0.0,0.0,0.006462124719928374,,,0.031443023905744216,,,,,,,,,,,,,,,,,,,True,0.00024940501316450536,False,True,False,True,True,False,0,True,0,False,50,0.1,5,0.00029547613253282654,True,5,5.5e-05,True,False,False,0,0,False,0,15,24,30,24,,,,False,False,False,
254,2026-08-25T15:19:14.876754,shadow,temporal_v2_context,silero,webrtc,False,0.00019519672787282616,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.003591595258594936,0.6867944448338007,0.24003832148397808,0.07316723340379347,,,,,,,,,,,,,,,,temporal_v2,False,0.00018565132919825432,0.24008350730688935,0.0,0.0,0.0,0.0,0.00246668767169442,0.0008621204973229427,0.00026278708857757366,0.0,0.0,0.01504967750210127,,,0.029036806710319014,,,,,,,,,,,,,,,,,,,True,0.00023233930551214144,False,True,False,True,True,False,0,True,0,False,50,0.1,5,0.0002646821083576637,True,5,5.5e-05,True,False,False,0,0,False,0,15,24,30,24,,,,False,False,False,
