frame,timestamp,processing_mode,detector_profile,speech_detector_implementation,comparison_speech_detector_implementation,is_speech,speech_probability,speech_gate_open,comparison_speech_evaluated,comparison_speech_is_speech,comparison_speech_aggressiveness,is_whisper,whisper_processed,trigger,raw_score,whisper_probability,stage1_silero_threshold,stage1_silero_low_pass,stage1_enter_count,stage1_exit_count,stage1_candidate,zcr_threshold,zcr_pass,centroid_threshold,centroid_pass,group_a_pass,entropy_threshold,group_b_pass,total_band_energy,low_proportion,mid_proportion,high_proportion,low_proportion_threshold,group_c_pass,silero_rolling_median,high_silero_threshold,high_silero_raw,high_silero_count,high_silero_normal_evidence,silero_penalty,group_count,effective_group_score,grouped_v1_raw_is_whisper,stage2_is_whisper,stage2_consecutive_count,legacy_is_whisper,grouped_v1_is_whisper,whisper_classifier_implementation,final_trigger,rms,zcr,entropy,voicing,hnr,spectral_centroid,band_energy_low,band_energy_mid,band_energy_high,temporal_score,formant_score,low_proportion_std,mid_proportion_std,high_proportion_std,zcr_std,entropy_std,spectral_centroid_std,spectral_flux,cepstral_peak_prominence,spectral_slope,spectral_rolloff,spectral_flatness,temporal_v1_window_full,temporal_v1_silero_median,temporal_v1_low_proportion_std,temporal_v1_silero_min_pass,temporal_v1_silero_max_pass,temporal_v1_low_proportion_std_pass,temporal_v1_low_proportion_max,temporal_v1_low_proportion_max_pass,temporal_v1_raw_is_whisper,temporal_v1_is_whisper,temporal_v1_qualifying_run,webrtc_mode_0_evaluated,webrtc_mode_0_is_speech,webrtc_mode_1_evaluated,webrtc_mode_1_is_speech,webrtc_mode_2_evaluated,webrtc_mode_2_is_speech,webrtc_mode_3_evaluated,webrtc_mode_3_is_speech,webrtc_assist_open,webrtc_assist_enter_count,webrtc_assist_exit_count,temporal_candidate,temporal_qualifying_run,assisted_confirmation_requirement,fallback_confirmation_requirement,confirmation_requirement,threshold_crossing_route,trigger_route,trigger_suppression_reason,actuation_enabled,actuation_requested,actuation_started,actuation_suppression_reason
0,2026-08-12T14:33:52.399220,shadow,analysis_full,silero,webrtc,False,0.0,True,True,True,1,False,True,False,0,0.0,,,,,,,,,,,,,66.00060315787735,0.21177393058451066,0.411469909506078,0.37675615990939637,,,,,,,,,,,,,,True,False,temporal_v1,False,0.02469793545106178,0.11899791231732777,4.54471021578274,0.6108567577444172,112.5324270346268,2328.3287678027223,13.977207151692154,27.157262208718357,24.86613379746585,0.0,0.0,,,,,,,,1.7291344948895282,-0.001048478668909173,3433.3333333333335,0.011520355675821388,False,,,,,,0.85,True,False,False,0,True,True,True,True,True,True,True,True,False,1,0,False,0,15,24,24,,,,False,False,False,
1,2026-08-12T14:33:52.984271,shadow,analysis_full,silero,webrtc,False,0.008560114540159702,True,True,True,1,False,True,False,0,0.0,,,,,,,,,,,,,0.011064667566477827,0.5679847702105604,0.41889661045101967,0.013118619248042153,,,,,,,,,,,,,,False,False,temporal_v1,False,0.0003168990676989071,0.10647181628392484,2.897149122529873,0.9254456709618943,76.45575972321812,1322.2709028133156,0.006284562665202149,0.004634951739364894,0.00014515316091078375,0.0,0.0,,,,,,,0.019080184128134385,1.5835745360670448,-0.0009579896350706535,1200.0,0.0033799131981020847,False,,,,,,0.85,True,False,False,0,True,True,True,True,True,True,True,True,False,2,0,False,0,15,24,24,,,,False,False,False,
2,2026-08-12T14:33:53.073407,shadow,analysis_full,silero,webrtc,False,0.012108396738767624,True,True,True,1,False,True,False,0,0.0,,,,,,,,,,,,,0.0053315422731512845,0.5169888183730839,0.4690376744342023,0.013973507005150699,,,,,,,,,,,,,,False,False,temporal_v1,False,0.00022471050890206178,0.1022964509394572,3.073545356508175,0.9228952382365555,73.41432636474265,1471.518552503312,0.002756347739902628,0.002500694188946519,7.450034330213655e-05,0.0,0.0,,,,,,,0.013578422285557898,0.9026957250676598,-0.0005405705509420125,1266.6666666666667,0.020579438518632635,False,,,,,,0.85,True,False,False,0,True,True,True,True,True,True,True,True,False,3,0,False,0,15,24,24,,,,False,False,False,
3,2026-08-12T14:33:53.083701,shadow,analysis_full,silero,webrtc,False,0.005926328245550394,True,True,True,1,False,True,False,0,0.0,,,,,,,,,,,,,0.0028669765823892625,0.5850875163880954,0.38677649942978465,0.02813598383332054,,,,,,,,,,,,,,False,True,temporal_v1,False,0.00016538602253249104,0.12317327766179541,3.2540567421433586,0.9147778303801045,70.6387116658198,1466.7167501550512,0.0016774322081329635,0.0011088791664836865,8.066520677261287e-05,0.0,0.0,,,,,,,0.01264297939869366,1.5357259486754216,-0.0009268561088973257,1266.6666666666667,0.0064363830847872505,False,,,,,,0.85,True,False,False,0,True,True,True,True,True,False,True,False,False,4,0,False,0,15,24,24,,,,False,False,False,
4,2026-08-12T14:33:53.094109,shadow,analysis_full,silero,webrtc,False,0.00470356410369277,True,True,True,1,False,True,False,0,0.0,,,,,,,,,,,,,0.002369758900389561,0.5939767817390381,0.38008086425057835,0.025942353588399577,,,,,,,,,,,,,,False,True,temporal_v1,False,0.0001508789636572066,0.1336116910229645,3.510289008375811,0.9190093281555697,69.82801352153238,1410.4429653579766,0.0014075817651508333,0.0009007000109255646,6.147712331316297e-05,0.0,0.0,,,,,,,0.008625013608196177,1.415116944933327,-0.0008471525273138389,1200.0,0.008815140611867823,False,,,,,,0.85,True,False,False,0,True,True,True,True,True,False,True,False,False,5,0,False,0,15,24,24,,,,False,False,False,
5,2026-08-12T14:33:53.101160,shadow,analysis_full,silero,webrtc,False,0.004294469021260738,True,True,False,1,False,True,False,0,0.0,,,,,,,,,,,,,0.0014896648043426315,0.6520952225405005,0.2863855424651222,0.06151923432308539,,,,,,,,,,,,,,False,True,temporal_v1,False,0.0001237693310178307,0.12943632567849686,3.8347193077872723,0.902549739951805,67.93092980728417,1514.650393421028,0.0009714033020985593,0.00042661846308286467,9.16430381612075e-05,0.0,0.0,,,,,,,0.005312566182661343,1.3408685683487336,-0.0008044706681439856,1333.3333333333335,0.017884222232289134,False,,,,,,0.85,True,False,False,0,True,False,True,False,True,False,True,False,False,0,0,False,0,15,24,24,,,,False,False,False,
6,2026-08-12T14:33:53.111163,shadow,analysis_full,silero,webrtc,False,0.0033304428216069937,True,True,False,1,False,True,False,0,0.0,,,,,,,,,,,,,0.0022195939344358995,0.7365415264666728,0.20440496176850048,0.05905351131429379,,,,,,,,,,,,,,False,True,temporal_v1,False,0.0001446806259086879,0.1336116910229645,3.785598456398068,0.9001929354639198,69.35637127022358,1576.116315218007,0.0016348231046055856,0.0004536960133099656,0.00013107481552034826,0.0,0.0,,,,,,,0.003657685565399788,1.2795676061408605,-0.0007593888219623417,1433.3333333333335,0.021297025525627355,False,,,,,,0.85,True,False,False,0,True,False,True,False,True,False,True,False,False,0,0,False,0,15,24,24,,,,False,False,False,
7,2026-08-12T14:33:53.125687,shadow,analysis_full,silero,webrtc,False,0.003291676053777337,True,True,False,1,False,True,False,0,0.0,,,,,,,,,,,,,0.0018764813287145462,0.7431579220526287,0.20200293566503616,0.054839141749422914,,,,,,,,,,,,,,False,True,temporal_v1,False,0.00013544029113918033,0.11899791231732777,3.5033999835195417,0.906312637445194,68.78167373256795,1614.5933255034063,0.0013945219650180578,0.000379054737120966,0.00010290462557552246,0.0,0.0,,,,,,,0.004640115173194922,1.2874346551025628,-0.000774492811338489,1400.0,0.018079729439190995,False,,,,,,0.85,True,False,False,0,True,False,True,False,True,False,True,False,False,0,0,False,0,15,24,24,,,,False,False,False,
8,2026-08-12T14:33:53.135030,shadow,analysis_full,silero,webrtc,False,0.0037490022368729115,True,True,False,1,False,True,False,0,0.0,,,,,,,,,,,,,0.0007299101911297005,0.7433505823509315,0.2085350235044259,0.048114392774610826,,,,,,,,,,,,,,False,True,temporal_v1,False,9.208041395988124e-05,0.11691022964509394,3.3836713514200376,0.9173274083431159,65.18061293905079,1554.5094577101988,0.0005425791656401426,0.0001522118388633521,3.5119185626205664e-05,0.0,0.0,,,,,,,0.0029122068528368013,1.1846527516712546,-0.0007113462828456476,1266.6666666666667,0.021306329448266294,False,,,,,,0.85,True,False,False,0,True,False,True,False,True,False,True,False,False,0,0,False,0,15,24,24,,,,False,False,False,
9,2026-08-12T14:33:53.150206,shadow,analysis_full,silero,webrtc,False,0.0038223876617848873,True,True,False,1,True,True,False,1,0.0,,,,,,,,,,,,,0.00041063344974606665,0.7128730028881212,0.22965539031814355,0.057471604358473205,,,,,,,,,,,,,,False,True,temporal_v1,False,7.136709399087599e-05,0.11691022964509394,3.531492385496664,0.9053377113212693,62.50620654744249,1607.7669994296568,0.00029272950040678695,9.430418517911873e-05,2.3599763160160933e-05,0.0,0.0,0.15284892581654339,0.09870643644088306,0.1025053669251568,0.009935702742622787,0.4353495923390361,261.9592547645876,0.0039326925943839,1.0704552807140475,-0.0006338839817180793,1433.3333333333335,0.026841236093637172,True,0.004058428341522813,0.15284892581654339,True,True,True,0.85,True,True,True,1,True,False,True,False,True,False,True,False,False,0,0,True,1,15,24,24,,,,False,False,False,
