frame,timestamp,processing_mode,detector_profile,speech_detector_implementation,comparison_speech_detector_implementation,is_speech,speech_probability,speech_gate_open,comparison_speech_evaluated,comparison_speech_is_speech,comparison_speech_aggressiveness,is_whisper,whisper_processed,trigger,raw_score,whisper_probability,stage1_silero_threshold,stage1_silero_low_pass,stage1_enter_count,stage1_exit_count,stage1_candidate,zcr_threshold,zcr_pass,centroid_threshold,centroid_pass,group_a_pass,entropy_threshold,group_b_pass,total_band_energy,low_proportion,mid_proportion,high_proportion,low_proportion_threshold,group_c_pass,silero_rolling_median,high_silero_threshold,high_silero_raw,high_silero_count,high_silero_normal_evidence,silero_penalty,group_count,effective_group_score,grouped_v1_raw_is_whisper,stage2_is_whisper,stage2_consecutive_count,legacy_is_whisper,grouped_v1_is_whisper,whisper_classifier_implementation,final_trigger,rms,zcr,entropy,voicing,hnr,spectral_centroid,band_energy_low,band_energy_mid,band_energy_high,temporal_score,formant_score,low_proportion_std,mid_proportion_std,high_proportion_std,zcr_std,entropy_std,spectral_centroid_std,spectral_flux,cepstral_peak_prominence,spectral_slope,spectral_rolloff,spectral_flatness,temporal_v1_window_full,temporal_v1_silero_median,temporal_v1_low_proportion_std,temporal_v1_silero_min_pass,temporal_v1_silero_max_pass,temporal_v1_low_proportion_std_pass,temporal_v1_raw_is_whisper,temporal_v1_is_whisper,temporal_v1_qualifying_run,webrtc_mode_0_evaluated,webrtc_mode_0_is_speech,webrtc_mode_1_evaluated,webrtc_mode_1_is_speech,webrtc_mode_2_evaluated,webrtc_mode_2_is_speech,webrtc_mode_3_evaluated,webrtc_mode_3_is_speech,webrtc_assist_open,webrtc_assist_enter_count,webrtc_assist_exit_count,temporal_candidate,temporal_qualifying_run,assisted_confirmation_requirement,fallback_confirmation_requirement,confirmation_requirement,trigger_route
71,2026-08-08T23:07:23.184639,shadow,analysis_full,silero,webrtc,False,0.00043032667599618435,True,True,False,1,False,True,False,0,0.0,,,,,,,,,,,,,0.0009089257109305798,0.7273896082590265,0.2167504528668854,0.055859937773888174,,,,,,,,,,,,,,False,False,temporal_v1,False,9.878168738615101e-05,0.11899791231732777,3.6178854021363636,0.9137308472526856,65.8494673604846,1565.4723458968665,0.0006611431168103516,0.00019701005946655894,5.0772533653669256e-05,0.0,0.0,0.06915342396555633,0.0669535851161196,0.008487614399551943,0.008957594134832955,0.21250007413158292,52.65240684914736,0.003346140723082942,1.0394617559395587,-0.0006167254020970578,1400.0,0.029887244025729367,True,0.0004130856541451067,0.06915342396555633,False,True,True,False,False,0,True,False,True,False,True,False,True,False,False,0,0,False,0,15,24,24,
72,2026-08-08T23:07:23.193012,shadow,analysis_full,silero,webrtc,False,0.00042891642078757286,True,True,False,1,False,True,False,0,0.0,,,,,,,,,,,,,0.0009375458661137146,0.5639155498728341,0.38518359848090367,0.05090085057964771,,,,,,,,,,,,,,False,False,temporal_v1,False,0.00010083135557467044,0.15657620041753653,3.9405036687542467,0.8943850773218581,65.95477400823475,1574.1476314140698,0.0005286966926205178,0.0003611272904505761,4.772188204262058e-05,0.0,0.0,0.06147474586300329,0.05847476258377863,0.008483247441416264,0.01308595736468878,0.17299654796433733,56.707469701522115,0.003159773526068567,1.1271674318718172,-0.0006723870799843301,1600.0,0.03140656478866117,True,0.0004130856541451067,0.06147474586300329,False,True,True,False,False,0,True,False,True,False,True,False,True,False,False,0,0,False,0,15,24,24,
73,2026-08-08T23:07:23.201129,shadow,analysis_full,silero,webrtc,False,0.0004439963086042553,True,True,False,1,False,True,False,0,0.0,,,,,,,,,,,,,0.0009412653855962838,0.5443215889271068,0.41072087734929424,0.04495753266119933,,,,,,,,,,,,,,False,False,temporal_v1,False,0.00010104297201789034,0.15031315240083507,3.811040216809012,0.885553420029537,65.93186086654529,1560.5381266831878,0.0005123510702898551,0.00038659734499062745,4.231696931580131e-05,0.0,0.0,0.07892210619148969,0.07807179709032937,0.007245585715809349,0.014160891759592164,0.14102866911288578,50.981688113724346,0.004021549059544015,1.1468069701689938,-0.0006842283214738288,1666.6666666666667,0.02363869874231721,True,0.00042193513945676386,0.07892210619148969,False,True,True,False,False,0,True,False,True,False,True,False,True,False,False,0,0,False,0,15,24,24,
74,2026-08-08T23:07:23.211083,shadow,analysis_full,silero,webrtc,False,0.00047446583630517125,True,True,False,1,False,True,False,0,0.0,,,,,,,,,,,,,0.0019624015310922404,0.6196894222491934,0.3483813237755322,0.03192925346569474,,,,,,,,,,,,,,False,False,temporal_v1,False,0.00013692295046779961,0.14822546972860126,3.7556622779604742,0.8939877946558286,68.8222142262509,1498.8480308531302,0.0012160794710234831,0.0006836640431810459,6.265801588771158e-05,0.0,0.0,0.08113374470747434,0.08205855242722035,0.00928432933815746,0.01490318855747369,0.11567431383422311,46.63474204437865,0.005814795061175447,1.2433323835547114,-0.0007385811240056456,1733.3333333333335,0.016329066446442574,True,0.0004296215483918786,0.08113374470747434,False,True,True,False,False,0,True,False,True,False,True,False,True,False,False,0,0,False,0,15,24,24,
75,2026-08-08T23:07:23.217130,shadow,analysis_full,silero,webrtc,False,0.00045500893611460924,True,True,False,1,False,True,False,0,0.0,,,,,,,,,,,,,0.0019456528506417226,0.434504421630495,0.5285190983724865,0.03697647948305209,,,,,,,,,,,,,,False,False,temporal_v1,False,0.0001350725367432303,0.18580375782881003,3.8228743860117644,0.861257859215367,68.53542735045436,1644.4248153050162,0.0008453947665618056,0.0010283146903670214,7.194339271289547e-05,0.0,0.0,0.10815799501585213,0.11149737022180624,0.010005486615997204,0.021031783999819254,0.11878984799040739,59.073871503956404,0.004890777521349628,1.001355880049459,-0.0005930109547921975,1800.0000000000002,0.03473346757357053,True,0.0004296215483918786,0.10815799501585213,False,True,True,False,False,0,True,False,True,False,True,False,True,False,False,0,0,False,0,15,24,24,
76,2026-08-08T23:07:23.223586,shadow,analysis_full,silero,webrtc,False,0.00042902599670924246,True,True,False,1,False,True,False,0,0.0,,,,,,,,,,,,,0.0018372084735021833,0.4394844572416276,0.539539796005443,0.02097574620862545,,,,,,,,,,,,,,False,False,temporal_v1,False,0.0001315654612341676,0.17118997912317327,3.6055364459389034,0.8543015409555577,68.25819720306785,1515.8989251627418,0.0008074245688168262,0.0009912470850128392,3.853681867251797e-05,0.0,0.0,0.1116980977955075,0.11979730267132589,0.012960220679727524,0.022357707132493073,0.0966195709560619,50.841640156245866,0.006129813734817329,1.3252842431176988,-0.000781336132856434,1933.3333333333335,0.009024421429310344,True,0.00042897120874840766,0.1116980977955075,False,True,True,False,False,0,True,False,True,False,True,False,True,False,False,0,0,False,0,15,24,24,
77,2026-08-08T23:07:23.230584,shadow,analysis_full,silero,webrtc,False,0.0004661650164052844,True,True,False,1,False,True,False,0,0.0,,,,,,,,,,,,,0.004433507341396992,0.20401442588313598,0.7844591095368788,0.011526464354430138,,,,,,,,,,,,,,False,False,temporal_v1,False,0.00020012047906907066,0.20668058455114824,3.132859820927407,0.8135942574594045,71.83804823969177,1665.515020843722,0.0009044994549037759,0.0034779052211574993,5.1102664335716754e-05,0.0,0.0,0.15857495697136217,0.17188582636755048,0.016518063795470744,0.029033804559079567,0.20946622082935448,56.4738806813387,0.010311149908383317,0.9635096321160883,-0.0005650051249286619,1866.6666666666667,0.015356414746052505,True,0.0004296763363527134,0.15857495697136217,False,True,True,False,False,0,True,False,True,False,True,False,True,False,False,0,0,False,0,15,24,24,
78,2026-08-08T23:07:23.238024,shadow,analysis_full,silero,webrtc,False,0.0004791167739313096,True,True,False,1,False,True,False,0,0.0,,,,,,,,,,,,,0.003093345830252798,0.2629769232003713,0.7151274510947986,0.021895625381555463,,,,,,,,,,,,,,False,False,temporal_v1,False,0.00016754493948676038,0.18162839248434237,3.5778446815724996,0.8280476656020572,70.32319329293169,1625.2030096786702,0.0008134785688345789,0.002212136518943407,6.773074147481192e-05,0.0,0.0,0.17878324944843874,0.19155525930036377,0.014675540643031507,0.030124183100725243,0.2080105736921713,59.94017535515318,0.006811515711607608,1.1849269185029716,-0.0007013670308882699,1900.0000000000002,0.01413161250615876,True,0.00043716149230021983,0.17878324944843874,False,True,True,False,False,0,True,False,True,False,True,False,True,False,False,0,0,False,0,15,24,24,
79,2026-08-08T23:07:23.246619,shadow,analysis_full,silero,webrtc,False,0.0005154857644811273,True,True,False,1,False,True,False,0,0.0,,,,,,,,,,,,,0.0038218140197250868,0.2873517886374647,0.6962975751839554,0.016350635916924167,,,,,,,,,,,,,,False,False,temporal_v1,False,0.00018630412918034097,0.17536534446764093,3.6157288396110636,0.8457485505307222,71.36753676450417,1536.1765362044737,0.0010982050944077424,0.0026611198347386233,6.248908957872133e-05,0.0,0.0,0.17601958647276103,0.19019998403968189,0.015701262890341787,0.028341013151306497,0.20822887198555562,56.076052469031964,0.006902330461449676,1.3341594878742853,-0.0007940897406241079,1866.6666666666667,0.008294767979228406,True,0.0004495026223594323,0.17601958647276103,False,True,True,False,False,0,True,False,True,False,True,False,True,False,False,0,0,False,0,15,24,24,
80,2026-08-08T23:07:23.251168,shadow,analysis_full,silero,webrtc,False,0.0005154857644811273,True,True,False,1,False,True,False,0,0.0,,,,,,,,,,,,,0.0035767648314381974,0.3527200723635744,0.6204832406598749,0.026796686696968407,,,,,,,,,,,,,,False,False,temporal_v1,False,0.0001801566773493155,0.19624217118997914,3.816276783021248,0.8427236456679571,71.05158484979741,1662.3956651674443,0.001261596750172369,0.002219322633689044,9.58454465767844e-05,0.0,0.0,0.16092326061710044,0.17348469691897492,0.014260599202570392,0.02466648098161492,0.2126023656347195,57.704848316608725,0.006544117166403542,1.0811222980227824,-0.0006373317540244762,1900.0000000000002,0.024209469447972913,True,0.0004605869762599468,0.16092326061710044,False,True,True,False,False,0,True,False,True,False,True,False,True,False,False,0,0,False,0,15,24,24,
81,2026-08-08T23:07:23.257453,shadow,analysis_full,silero,webrtc,False,0.0005155322141945362,True,True,False,1,False,True,False,0,0.0,,,,,,,,,,,,,0.006013631255269323,0.21549581384162128,0.766782325580132,0.01772186041195773,,,,,,,,,,,,,,False,False,temporal_v1,False,0.00023151055233496545,0.20041753653444677,3.6275631421681487,0.8113613126600113,73.11974355922051,1783.4682467354876,0.0012959123614976734,0.00461114615909678,0.00010657273367486909,0.0,0.0,0.14293079171800377,0.15318484114437736,0.012283320798159207,0.01972722046178123,0.21238657662521504,82.22818968946335,0.004771731920575257,0.8632086285731392,-0.0005022752653163447,1933.3333333333335,0.028984197101688074,True,0.00047031542635522783,0.14293079171800377,False,True,True,False,False,0,True,False,True,False,True,False,True,False,False,0,0,False,0,15,24,24,
82,2026-08-08T23:07:23.264059,shadow,analysis_full,silero,webrtc,False,0.0005229637608863413,True,True,False,1,False,True,False,0,0.0,,,,,,,,,,,,,0.005318224296505228,0.3228473245802828,0.6570191427819791,0.02013353244970531,,,,,,,,,,,,,,False,False,temporal_v1,False,0.0002194347891537895,0.1732776617954071,3.6911462716617436,0.8435919131548753,72.81402707914808,1588.5741894717858,0.0017169744856445695,0.003494175168412159,0.00010707464144849921,0.0,0.0,0.13188009316351593,0.13981772919224822,0.009755823160232944,0.018580375782881006,0.19298480620808853,81.77037084513734,0.006811576301955612,1.1647917341175418,-0.0006861128808622408,1900.0000000000002,0.015453611238547056,True,0.0004767913051182404,0.13188009316351593,False,True,True,False,False,0,True,False,True,False,True,False,True,False,False,0,0,False,0,15,24,24,
83,2026-08-08T23:07:23.269782,shadow,analysis_full,silero,webrtc,False,0.00045295985182747245,True,True,False,1,False,True,False,0,0.0,,,,,,,,,,,,,0.005102274769128272,0.21112277761548645,0.7669630815327398,0.02191414065578271,,,,,,,,,,,,,,False,False,temporal_v1,False,0.00021383247316392228,0.18789144050104384,3.4053513253978442,0.8254667881153497,72.49020343740796,1569.0101384766288,0.0010772064214157756,0.003913256379757368,0.00011181196695512821,0.0,0.0,0.12512777311653664,0.13040400845573308,0.0071167945821327145,0.01604258827009447,0.1965617466492792,81.31578649901387,0.006161930344921064,1.6110830625676311,-0.0009574695425079674,1866.6666666666667,0.004037736295329065,True,0.0004767913051182404,0.12512777311653664,False,True,True,False,False,0,True,False,True,False,True,False,True,False,False,0,0,False,0,15,24,24,
84,2026-08-08T23:07:23.275843,shadow,analysis_full,silero,webrtc,False,0.00041139897075481713,True,True,False,1,False,True,False,0,0.0,,,,,,,,,,,,,0.0037152383216713055,0.39725991384746373,0.5816291685775615,0.021110917305813045,,,,,,,,,,,,,,False,False,temporal_v1,False,0.00018489027411334435,0.15657620041753653,3.622785170872387,0.8615388914916637,71.3791232529647,1493.6212510546497,0.0014759152555899385,0.0021608909761011764,7.843208898019058e-05,0.0,0.0,0.08628995581753097,0.09048628059505874,0.006406585166544714,0.014356518786600584,0.19032582304405912,82.03543830516233,0.007558825661776156,1.5198551747940396,-0.000916792942011452,1833.3333333333335,0.007469472663612942,True,0.000472640895168297,0.08628995581753097,False,True,True,False,False,0,True,False,True,False,True,False,True,False,False,0,0,False,0,15,24,24,
85,2026-08-08T23:07:23.286680,shadow,analysis_full,silero,webrtc,False,0.0003718155203387141,True,True,False,1,False,True,False,0,0.0,,,,,,,,,,,,,0.00273258152436893,0.31284196827948363,0.6747802315451552,0.012377799809407002,,,,,,,,,,,,,,False,False,temporal_v1,False,0.00015826041991821123,0.16910229645093947,3.6340229819033865,0.8485263997663625,69.91464555930362,1469.6932193112198,0.0008548661825677279,0.0018438919937296798,3.382334707152284e-05,0.0,0.0,0.07626402901996608,0.07810733281721678,0.004422726771555673,0.014951364734692179,0.17523095068649033,90.66248369139296,0.004348479550669382,1.8740054624245872,-0.0011380336219080646,1833.3333333333335,0.002422617569392489,True,0.000472640895168297,0.07626402901996608,False,True,True,False,False,0,True,False,True,False,True,False,True,False,False,0,0,False,0,15,24,24,
86,2026-08-08T23:07:23.292693,shadow,analysis_full,silero,webrtc,False,0.00029765834915451705,True,True,False,1,False,True,False,0,0.0,,,,,,,,,,,,,0.00164058508418199,0.4511295389837221,0.5314897324008286,0.017380728005910735,,,,,,,,,,,,,,False,False,temporal_v1,False,0.00012623705218908136,0.1419624217118998,3.3303933994622716,0.9005319450454224,68.10465866317028,1517.0075648682673,0.000740116392690592,0.0008719541273726767,2.8514563118721332e-05,0.0,0.0,0.07843369247526195,0.0795815715906598,0.004400100319467819,0.01904374017867426,0.18900771377267445,90.57126696702802,0.007644223056239181,0.944295342710843,-0.000564302538474749,1633.3333333333335,0.02087015844541667,True,0.000472640895168297,0.07843369247526195,False,True,True,False,False,0,True,False,True,False,True,False,True,False,False,0,0,False,0,15,24,24,
87,2026-08-08T23:07:23.299608,shadow,analysis_full,silero,webrtc,False,0.0002893693745136261,True,True,False,1,False,True,False,0,0.0,,,,,,,,,,,,,0.0008622459414994535,0.4614603113687189,0.5080942841819266,0.030445403289592655,,,,,,,,,,,,,,False,False,temporal_v1,False,9.468435467898371e-05,0.13987473903966596,3.6867955107893837,0.8951636062382115,65.34822144125573,1487.3118991119181,0.00039789228064075196,0.0004381022344349362,2.6251425423765375e-05,0.0,0.0,0.08416194419369857,0.08605796602089508,0.004934800711988653,0.0198329853862213,0.1328009905135321,91.69424085096676,0.008144015691988075,1.2114644172108935,-0.0007246220582213923,1666.6666666666667,0.01666564010325888,True,0.000466038312879391,0.08416194419369857,False,True,True,False,False,0,True,False,True,False,True,False,True,False,False,0,0,False,0,15,24,24,
88,2026-08-08T23:07:23.305163,shadow,analysis_full,silero,webrtc,False,0.00029423838714137673,True,True,False,1,False,True,False,0,0.0,,,,,,,,,,,,,0.00038116208701054985,0.7615092584423643,0.18663435730546343,0.05185638162861655,,,,,,,,,,,,,,False,False,temporal_v1,False,7.473646156161424e-05,0.1022964509394572,3.3253814215587774,0.9316489616791742,63.12370063983621,1443.573609610393,0.00029025845822574776,7.11379411384231e-05,1.976568664637902e-05,0.0,0.0,0.15170995546549843,0.1608006123073938,0.01062204150059843,0.028472960980889115,0.15662409387000936,97.41400033541353,0.00968446898819244,1.2340455467137215,-0.0007364779685047315,1033.3333333333335,0.013230992756175557,True,0.0004321794112911448,0.15170995546549843,False,True,True,False,False,0,True,False,True,False,True,False,True,False,False,0,0,False,0,15,24,24,
89,2026-08-08T23:07:23.311237,shadow,analysis_full,silero,webrtc,False,0.000281141692539677,True,True,False,1,False,True,False,0,0.0,,,,,,,,,,,,,0.0004067910153247769,0.7270888589462284,0.19086213896198947,0.08204899963351735,,,,,,,,,,,,,,False,False,temporal_v1,False,7.29397754349705e-05,0.13987473903966596,3.6571377769476414,0.9052512453570037,62.74004874932969,1532.6766913722927,0.0002957732151620698,7.764100329540636e-05,3.3376795867300774e-05,0.0,0.0,0.18028278596609193,0.19752191494475202,0.020147518487383432,0.029078054858421964,0.15817151474322336,97.48755799541789,0.004935900152982494,1.2858993499258808,-0.0007748205031959316,1400.0,0.017780529267367864,True,0.0003916072455467656,0.18028278596609193,False,True,True,False,False,0,True,False,True,False,True,False,True,False,False,0,0,False,0,15,24,24,
90,2026-08-08T23:07:23.320287,shadow,analysis_full,silero,webrtc,False,0.000280753563856706,True,True,False,1,False,True,False,0,0.0,,,,,,,,,,,,,0.0003812427053907237,0.7329228982098811,0.2039602498128539,0.06311684935426407,,,,,,,,,,,,,,False,False,temporal_v1,False,6.926548361274689e-05,0.11064718162839249,3.4496042915480007,0.9163276740192435,62.23292409521375,1514.8681851877245,0.00027942150855634506,7.775835743082028e-05,2.4062838403558385e-05,0.0,0.0,0.20073187377245652,0.22052304429807265,0.022362462421182536,0.029955882152681586,0.1405997886062969,91.02737551124878,0.005207366516801327,1.281802933998386,-0.0007762442591408471,1100.0,0.013392797736207503,True,0.0003347369347466156,0.20073187377245652,False,True,True,False,False,0,True,False,True,False,True,False,True,False,False,0,0,False,0,15,24,24,
91,2026-08-08T23:07:23.325383,shadow,analysis_full,silero,webrtc,False,0.000288266281131655,True,True,False,1,False,True,False,0,0.0,,,,,,,,,,,,,0.0005941371055599038,0.7022228840844109,0.24677209929687366,0.05100501493560218,,,,,,,,,,,,,,False,False,temporal_v1,False,8.304121676791627e-05,0.1524008350730689,3.2157342244224973,0.9236936812901866,64.1779890427074,1490.872118839256,0.00041721667180783976,0.0001466164608091857,3.0303971942878344e-05,0.0,0.0,0.1946143645714624,0.21431497782677947,0.022196433731224156,0.025332461481615887,0.16753793449434742,41.74198309580574,0.006285340672256014,1.0809127916560142,-0.0006483437680695984,1133.3333333333335,0.017138124552949614,True,0.0002959483681479469,0.1946143645714624,False,True,True,False,False,0,True,False,True,False,True,False,True,False,False,0,0,False,0,15,24,24,
92,2026-08-08T23:07:23.335001,shadow,analysis_full,silero,webrtc,False,0.0003284486592747271,True,True,False,1,False,True,False,0,0.0,,,,,,,,,,,,,0.0009435144767366274,0.7102159181598484,0.24928932883659033,0.0404947519436941,,,,,,,,,,,,,,False,False,temporal_v1,False,0.00010078025809130552,0.1315240083507307,3.5788313638201488,0.9215695914473473,66.07867772010384,1438.4522380697267,0.0006700990003926128,0.00023520809065328055,3.820738469073406e-05,0.0,0.0,0.19243710578757486,0.2107233889215061,0.021464936223936356,0.024134189589341836,0.15796134555551875,37.85748582504014,0.005437872902746304,1.3858389183290298,-0.0008379051734338808,1266.6666666666667,0.013480584248808753,True,0.0002959483681479469,0.19243710578757486,False,True,True,False,False,0,True,False,True,False,True,False,True,False,False,0,0,False,0,15,24,24,
93,2026-08-08T23:07:23.341070,shadow,analysis_full,silero,webrtc,False,0.00031434206175617874,True,True,False,1,False,True,False,0,0.0,,,,,,,,,,,,,0.0005200233598761097,0.675559106268961,0.25100416000712444,0.07343673180092411,,,,,,,,,,,,,,False,False,temporal_v1,False,7.584369829808213e-05,0.1315240083507307,3.481801131508724,0.899339535076348,63.12522353705575,1511.7478261967196,0.0003513065162368869,0.0001305280266297855,3.818881600943731e-05,0.0,0.0,0.15895627020721698,0.17873326348014562,0.022842714299739064,0.01909858845789463,0.15548084136389015,29.812995174000825,0.005031842303133582,1.613995237871498,-0.0009851859179864021,1200.0,0.006790993379139523,True,0.0002959483681479469,0.15895627020721698,False,True,True,False,False,0,True,False,True,False,True,False,True,False,False,0,0,False,0,15,24,24,
94,2026-08-08T23:07:23.360825,shadow,analysis_full,silero,webrtc,False,0.00044284426257945597,True,True,False,1,False,True,False,0,0.0,,,,,,,,,,,,,0.0008633819668653082,0.7646329475423492,0.1766877419836907,0.05867930931572403,,,,,,,,,,,,,,False,False,temporal_v1,False,9.507479728559141e-05,0.12004175365344467,3.2898783638157725,0.9196363315423534,65.50561469610672,1505.3301654896607,0.0006601702981791315,0.00015254901019486896,5.066265749130761e-05,0.0,0.0,0.1517089068000581,0.17015505371599432,0.021780112403893857,0.018602939549410204,0.1608008422501434,30.16081596989869,0.005345922847201036,0.9558714468874581,-0.0005678971463378496,1133.3333333333335,0.020298166455829637,True,0.0002959483681479469,0.1517089068000581,False,True,True,False,False,0,True,False,True,False,True,False,True,False,False,0,0,False,0,15,24,24,
95,2026-08-08T23:07:23.365853,shadow,analysis_full,silero,webrtc,False,0.0025976027827709913,True,True,True,1,False,True,False,0,0.0,,,,,,,,,,,,,0.030971690795304624,0.2297939050104715,0.6832443966628328,0.08696169829440821,,,,,,,,,,,,,,False,False,temporal_v1,False,0.0005240189737907996,0.15657620041753653,3.7132474218367526,0.8232634283506959,80.3427880057532,1847.7884624787746,0.007117105772629926,0.02116123419106572,0.0026933508306089806,0.0,0.0,0.17001029750643198,0.1719199237409333,0.021033236752155897,0.016494344675637717,0.17058901459506057,110.24028836464905,0.01348193874679138,0.8710864627566393,-0.0005133850683068964,2200.0,0.04293434197459828,True,0.0002959483681479469,0.17001029750643198,False,True,True,False,False,0,True,True,True,True,True,True,True,False,False,1,0,False,0,15,24,24,
96,2026-08-08T23:07:23.370409,shadow,analysis_full,silero,webrtc,False,0.0025976027827709913,True,True,True,1,False,True,False,0,0.0,,,,,,,,,,,,,0.9590324701007343,0.21817584728102743,0.6700424920148812,0.11178166070304876,,,,,,,,,,,,,,False,False,temporal_v1,False,0.0028926021471360817,0.22338204592901878,3.484641483856217,0.7564047895023793,94.83067520749188,1843.4068655959175,0.20923772173424432,0.642592506189483,0.10720224217600705,0.0,0.0,0.20428511803618427,0.1925278661281229,0.02288956713515447,0.031936939370787544,0.16384829009838536,144.77833210962555,0.010234970620588712,1.2261706963790733,-0.0007228498862426631,2400.0,0.010506697684340031,True,0.00030429022444877774,0.20428511803618427,False,True,True,False,False,0,True,True,True,True,True,True,True,False,False,2,0,False,0,15,24,24,
97,2026-08-08T23:07:23.376803,shadow,analysis_full,silero,webrtc,False,0.01653708517551422,True,True,True,1,False,True,False,0,0.0,,,,,,,,,,,,,3.19682618602575,0.0930841945501036,0.7640017240492869,0.14291408140029674,,,,,,,,,,,,,,False,False,temporal_v1,False,0.005270665126232383,0.21711899791231734,3.559971172574443,0.7349471168229573,99.91825447232783,1944.304340586731,0.2975739906428866,2.4423807176095793,0.4568714777722842,0.0,0.0,0.25304441943506367,0.22745386648437055,0.02975715426945722,0.039274105449952745,0.15250961073549107,181.56672902221916,0.008968783902596379,1.5987281287346051,-0.0009336558754922837,2433.3333333333335,0.003981492652990477,True,0.0003213953605154529,0.25304441943506367,False,True,True,False,False,0,True,True,True,True,True,True,True,False,False,3,0,False,0,15,24,24,
98,2026-08-08T23:07:23.382945,shadow,analysis_full,silero,webrtc,False,0.020186031237244606,True,True,True,1,False,True,False,0,0.0,,,,,,,,,,,,,3.8799171592860056,0.19003973377062,0.6026235999455294,0.2073366662835929,,,,,,,,,,,,,,False,False,temporal_v1,False,0.005812866096832373,0.21085594989561587,3.4738607477323926,0.7489487636926998,100.85065972146407,2068.654120704028,0.7373384240027727,2.3381296460193646,0.8044490892628683,0.0,0.0,0.26564253989779985,0.22956189393222534,0.047992182349802036,0.03998893353308259,0.14415887635198918,218.31878912851235,0.008381344657440977,0.9882836391224676,-0.0005508071133465582,2700.0,0.014199246468999444,True,0.00038564646092709154,0.26564253989779985,False,True,True,False,False,0,True,True,True,True,True,True,True,False,False,4,0,False,0,15,24,24,
99,2026-08-08T23:07:23.388510,shadow,analysis_full,silero,webrtc,False,0.014533442445099354,True,True,True,1,False,True,False,0,0.0,,,,,,,,,,,,,1.742472092604869,0.2004334809055814,0.5941542830228063,0.20541223607103845,,,,,,,,,,,,,,False,True,temporal_v1,False,0.0039036950264588,0.22129436325678498,3.855773880236173,0.7347885585396339,97.30939898452243,2013.3880165027597,0.34924974690162647,1.0352972568688947,0.3579250888333477,0.0,0.0,0.2684586637991144,0.22395871064085268,0.05859081629184515,0.04333450450290394,0.1759376725588918,235.10908332197366,0.0051639724084769755,1.25768004730075,-0.0007281253464435682,2766.666666666667,0.015590595703599561,True,0.0015202235226752236,0.2684586637991144,False,True,True,False,False,0,True,True,True,True,True,True,True,False,False,5,0,False,0,15,24,24,
100,2026-08-08T23:07:23.394768,shadow,analysis_full,silero,webrtc,False,0.020740479230880737,True,True,True,1,True,True,False,1,0.0,,,,,,,,,,,,,0.5933633922860652,0.33909300211632226,0.5627510695466522,0.09815592833534033,,,,,,,,,,,,,,False,True,temporal_v1,False,0.002281884251007677,0.21085594989561587,3.9458346227630354,0.7818602581753318,92.91453488368576,1907.4753483895772,0.20120537403620684,0.3339158836388129,0.058242134610045446,0.0,0.0,0.252743097608632,0.21096373038418254,0.05706207417878547,0.04051516552119176,0.21699965022388934,230.66868066465807,0.0062864448328284455,1.307913523583336,-0.0007551473747987975,2233.3333333333335,0.01406357207613618,True,0.0025976027827709913,0.252743097608632,True,True,True,True,True,1,True,True,True,True,True,True,True,False,False,6,0,True,1,15,24,24,
101,2026-08-08T23:07:23.399824,shadow,analysis_full,silero,webrtc,False,0.023809075355529785,True,True,True,1,True,True,False,1,0.0,,,,,,,,,,,,,1.0207941557614855,0.40038484671132335,0.39993392629846425,0.1996812269892328,,,,,,,,,,,,,,False,True,temporal_v1,False,0.002993839571247237,0.22338204592901878,3.519145742994236,0.7647816734547171,95.17779382937047,1992.5910222048626,0.40871051157837707,0.40825021465621697,0.20383342952589145,0.0,0.0,0.2336197678767161,0.19867283041905393,0.0596833362819745,0.04168692475803844,0.18570368836405307,221.68555634631792,0.006921360826170931,1.2483266425710084,-0.000714573703845639,2800.0,0.011574530281372983,True,0.008565522613935173,0.2336197678767161,True,True,True,True,True,2,True,True,True,True,True,True,True,False,False,7,0,True,2,15,24,24,
102,2026-08-08T23:07:23.405433,shadow,analysis_full,silero,webrtc,False,0.025809137150645256,True,True,True,1,True,True,False,1,0.0,,,,,,,,,,,,,3.17346958108544,0.1060926571169577,0.767125551654314,0.1267817912284133,,,,,,,,,,,,,,False,True,temporal_v1,False,0.005263551026561324,0.18997912317327767,3.0659917913291324,0.8098817688411667,100.32763289737225,1956.9849405052926,0.336681820137193,2.434449603048353,0.40233815789889443,0.0,0.0,0.21859903110367318,0.19523972297414294,0.05307772467546033,0.03773814872067642,0.24358248727255402,187.32319634237078,0.011849832941562312,1.018447476793595,-0.000583684150652631,2300.0,0.013082809399399433,True,0.015535263810306787,0.21859903110367318,True,True,True,True,True,3,True,True,True,True,True,True,True,False,False,8,0,True,3,15,24,24,
