frame,timestamp,processing_mode,detector_profile,speech_detector_implementation,comparison_speech_detector_implementation,is_speech,speech_probability,speech_gate_open,comparison_speech_evaluated,comparison_speech_is_speech,comparison_speech_aggressiveness,is_whisper,whisper_processed,trigger,raw_score,whisper_probability,stage1_silero_threshold,stage1_silero_low_pass,stage1_enter_count,stage1_exit_count,stage1_candidate,zcr_threshold,zcr_pass,centroid_threshold,centroid_pass,group_a_pass,entropy_threshold,group_b_pass,total_band_energy,low_proportion,mid_proportion,high_proportion,low_proportion_threshold,group_c_pass,silero_rolling_median,high_silero_threshold,high_silero_raw,high_silero_count,high_silero_normal_evidence,silero_penalty,group_count,effective_group_score,grouped_v1_raw_is_whisper,stage2_is_whisper,stage2_consecutive_count,legacy_is_whisper,grouped_v1_is_whisper,whisper_classifier_implementation,final_trigger,rms,zcr,entropy,voicing,hnr,spectral_centroid,band_energy_low,band_energy_mid,band_energy_high,temporal_score,formant_score,low_proportion_std,mid_proportion_std,high_proportion_std,zcr_std,entropy_std,spectral_centroid_std,spectral_flux,cepstral_peak_prominence,spectral_slope,spectral_rolloff,spectral_flatness,temporal_v1_window_full,temporal_v1_silero_median,temporal_v1_low_proportion_std,temporal_v1_silero_min_pass,temporal_v1_silero_max_pass,temporal_v1_low_proportion_std_pass,temporal_v1_raw_is_whisper,temporal_v1_is_whisper,temporal_v1_qualifying_run,webrtc_mode_0_evaluated,webrtc_mode_0_is_speech,webrtc_mode_1_evaluated,webrtc_mode_1_is_speech,webrtc_mode_2_evaluated,webrtc_mode_2_is_speech,webrtc_mode_3_evaluated,webrtc_mode_3_is_speech,webrtc_assist_open,webrtc_assist_enter_count,webrtc_assist_exit_count,temporal_candidate,temporal_qualifying_run,assisted_confirmation_requirement,fallback_confirmation_requirement,confirmation_requirement,trigger_route
10,2026-08-08T23:07:22.814758,shadow,analysis_full,silero,webrtc,False,0.0023547939490526915,True,True,False,1,False,True,False,0,0.0,,,,,,,,,,,,,0.00996996337605635,0.7325641807745102,0.21124774117680797,0.056188077948380405,,,,,,,,,,,,,,False,False,temporal_v1,False,0.000304763724490786,0.12108559498956159,3.8833537009741734,0.9064546148295299,76.0230612931861,1525.64950969764,0.00730363805293259,0.0021061322428074063,0.000560193079316352,0.0,0.0,0.011221175629428332,0.010114368196063973,0.0015879536335253954,0.015371073180960306,0.04010197570735213,10.5887765335958,0.00020547351515325362,1.5011925274011708,-0.0008975114833799276,1500.0,0.01516496656729066,True,0.002619365812279284,0.011221175629428332,True,True,False,False,False,0,True,False,True,False,True,False,True,False,False,0,0,False,0,15,24,24,
11,2026-08-08T23:07:22.820801,shadow,analysis_full,silero,webrtc,False,0.0020443906541913748,True,True,False,1,False,True,False,0,0.0,,,,,,,,,,,,,0.0183406832976924,0.7382295893925247,0.20861223785305325,0.05315817269989861,,,,,,,,,,,,,,False,False,temporal_v1,False,0.0004117467395846345,0.10020876826722339,3.863799040478724,0.9098085440811043,78.67378639534179,1509.618022108142,0.013539635100033795,0.0038260909864857276,0.0009749572101728784,0.0,0.0,0.011203801665320121,0.010068040944690998,0.0016027028856613183,0.014785746312839895,0.039649011637323144,10.195330343684022,0.00021644321372738461,1.593142009167952,-0.0009535705098608061,1433.3333333333335,0.012071583476091219,True,0.002510862541384995,0.011203801665320121,True,True,False,False,False,0,True,False,True,False,True,False,True,False,False,0,0,False,0,15,24,24,
12,2026-08-08T23:07:22.828412,shadow,analysis_full,silero,webrtc,False,0.0021156964357942343,True,True,False,1,False,True,False,0,0.0,,,,,,,,,,,,,0.012294713831180448,0.7393465249937737,0.2073446418199421,0.05330883310494836,,,,,,,,,,,,,,False,False,temporal_v1,False,0.00033830118211776596,0.13778705636743216,3.8730515122115237,0.9093205874573207,76.95251872389674,1513.2024568506135,0.009090053946876151,0.0025492430356047983,0.0006554168476994987,0.0,0.0,0.01103148143144398,0.009999467721928359,0.0015173889627316014,0.01543191533409297,0.03703515359011983,9.20584086352209,0.00017736678700928127,1.5718442174681826,-0.0009366550005503004,1433.3333333333335,0.01220513454505707,True,0.0024036692921072245,0.01103148143144398,False,True,False,False,False,0,True,False,True,False,True,False,True,False,False,0,0,False,0,15,24,24,
13,2026-08-08T23:07:22.834819,shadow,analysis_full,silero,webrtc,False,0.0017174319364130497,True,True,False,1,False,True,False,0,0.0,,,,,,,,,,,,,0.012248269600554688,0.703047314688847,0.2394381132998688,0.05751457192964007,,,,,,,,,,,,,,False,False,temporal_v1,False,0.0003387893253811174,0.14822546972860126,3.9972968183730515,0.9032091198220841,76.93590243989317,1537.2679377426575,0.00861111305225501,0.0029327025643449524,0.0007044539829547265,0.0,0.0,0.011204158631725296,0.010010078218088123,0.001650668302219386,0.019230492636808937,0.03999243286274847,11.066334507795224,0.00018402661885194704,1.3421869557635993,-0.0007922122861151215,1566.6666666666667,0.02143263187644804,True,0.0023619637358933687,0.011204158631725296,False,True,False,False,False,0,True,False,True,False,True,False,True,False,False,0,0,False,0,15,24,24,
14,2026-08-08T23:07:22.840902,shadow,analysis_full,silero,webrtc,False,0.0016537304036319256,True,True,False,1,False,True,False,0,0.0,,,,,,,,,,,,,0.01167392657082182,0.7238449566785942,0.21951400145730537,0.056641041778439365,,,,,,,,,,,,,,False,False,temporal_v1,False,0.00033161510205089096,0.12943632567849686,3.8947539458401987,0.9079870230511223,76.77121119118857,1509.6014654177843,0.00845011287292561,0.002562590334279857,0.000661223362616352,0.0,0.0,0.01118348862941138,0.009983944203751118,0.001756406670261062,0.019387368294353072,0.039220894456558734,10.543310310604825,0.0002675869005578719,1.963043469088982,-0.0011912255252938618,1466.6666666666667,0.005261229639256731,True,0.0022653924534097314,0.01118348862941138,False,True,False,False,False,0,True,False,True,False,True,False,True,False,False,0,0,False,0,15,24,24,
15,2026-08-08T23:07:22.850810,shadow,analysis_full,silero,webrtc,False,0.00165261747315526,True,True,False,1,False,True,False,0,0.0,,,,,,,,,,,,,0.011517993887978178,0.7466848196634729,0.20257418580846165,0.05074099444124485,,,,,,,,,,,,,,False,False,temporal_v1,False,0.0003302993415926814,0.15031315240083507,3.845130650017295,0.9139251425506655,76.76463110808744,1484.4552542429553,0.008600311189129968,0.002333248234004017,0.0005844344638441929,0.0,0.0,0.012648363945410723,0.010903055415104633,0.002141356139013998,0.02087787053757959,0.04316763088536354,13.698248694268242,0.0002456905114013392,1.6854021538237853,-0.0010120565743420174,1400.0,0.009369624984495173,True,0.002235245192423463,0.012648363945410723,False,True,False,False,False,0,True,False,True,False,True,False,True,False,False,0,0,False,0,15,24,24,
16,2026-08-08T23:07:22.855828,shadow,analysis_full,silero,webrtc,False,0.00165261747315526,True,True,False,1,False,True,False,0,0.0,,,,,,,,,,,,,0.010569745844224713,0.7340547122504567,0.21270857547375713,0.053236712181176676,,,,,,,,,,,,,,False,False,temporal_v1,False,0.000320206026288293,0.11482254697286012,3.8344942524055408,0.9143039253864669,76.49429876959145,1484.4776767051164,0.007758771744242832,0.002248275581644703,0.0005626985173371793,0.0,0.0,0.012296548417830845,0.010585068597491254,0.002117900352184448,0.019180566798736334,0.04724565955527841,16.012899620297613,0.00032086116939627324,1.8631979083610326,-0.001124581295658027,1366.6666666666667,0.005991768646707158,True,0.0020800435449928045,0.012296548417830845,False,True,False,False,False,0,True,False,True,False,True,False,True,False,False,0,0,False,0,15,24,24,
17,2026-08-08T23:07:22.862450,shadow,analysis_full,silero,webrtc,False,0.0016218795208260417,True,True,False,1,False,True,False,0,0.0,,,,,,,,,,,,,0.0076436721069912325,0.7384470852054763,0.2066149045424904,0.05493801012120608,,,,,,,,,,,,,,False,False,temporal_v1,False,0.00027042110998098587,0.12108559498956159,3.868286917638036,0.911431849974972,74.99563769220816,1502.8915292971426,0.005644447387674077,0.00157929658274009,0.00041992813557706495,0.0,0.0,0.012534634570070854,0.010976438561948396,0.0019847071065658578,0.016836613907019585,0.04776255506160642,15.82296325308687,0.0004009556440852378,1.4639493719810468,-0.0008691620539541326,1366.6666666666667,0.015231221162350142,True,0.0018809112953022122,0.012534634570070854,False,True,False,False,False,0,True,False,True,False,True,False,True,False,False,0,0,False,0,15,24,24,
18,2026-08-08T23:07:22.867487,shadow,analysis_full,silero,webrtc,False,0.001447384594939649,True,True,False,1,False,True,False,0,0.0,,,,,,,,,,,,,0.009081587153467133,0.7437721157263647,0.20198100586591736,0.05424687829760496,,,,,,,,,,,,,,False,False,temporal_v1,False,0.00029380809782935237,0.10438413361169102,3.842883420199233,0.9111559957838838,75.72397730453292,1501.7599332010516,0.006754631291287624,0.0018343081081162848,0.0004926477530632242,0.0,0.0,0.013195302842655252,0.011665018360980136,0.0019599641676494636,0.01788718911347973,0.049886001616112396,16.0068248644957,0.00043485740526679633,1.6881230820777775,-0.001012200743434593,1433.3333333333335,0.009345370490405704,True,0.0016855811700224876,0.013195302842655252,False,True,False,False,False,0,True,False,True,False,True,False,True,False,False,0,0,False,0,15,24,24,
19,2026-08-08T23:07:22.873073,shadow,analysis_full,silero,webrtc,False,0.0013942283112555742,True,True,False,1,False,True,False,0,0.0,,,,,,,,,,,,,0.006146032830586488,0.7526585734242089,0.19589228042026585,0.05144914599281853,,,,,,,,,,,,,,False,False,temporal_v1,False,0.0002452751225146845,0.11691022964509394,3.7894312897990052,0.9156528496815678,74.15492395692361,1490.5990028327942,0.004625864302487579,0.0012039603867214086,0.00031620814037749994,0.0,0.0,0.013107436269471067,0.01140792990216136,0.0020916607745663863,0.016122534092950166,0.05113352456208504,16.22935103690593,0.0003759478676171156,1.501998859991781,-0.000897636868124953,1366.6666666666667,0.013875137885572385,True,0.0016531739383935928,0.013107436269471067,False,True,False,False,False,0,True,False,True,False,True,False,True,False,False,0,0,False,0,15,24,24,
