frame,timestamp,processing_mode,speech_detector_implementation,comparison_speech_detector_implementation,is_speech,speech_probability,speech_gate_open,comparison_speech_evaluated,comparison_speech_is_speech,comparison_speech_aggressiveness,is_whisper,whisper_processed,trigger,raw_score,whisper_probability,stage1_silero_threshold,stage1_silero_low_pass,stage1_enter_count,stage1_exit_count,stage1_candidate,zcr_threshold,zcr_pass,centroid_threshold,centroid_pass,group_a_pass,entropy_threshold,group_b_pass,total_band_energy,low_proportion,mid_proportion,high_proportion,low_proportion_threshold,group_c_pass,silero_rolling_median,high_silero_threshold,high_silero_raw,high_silero_count,high_silero_normal_evidence,silero_penalty,group_count,effective_group_score,grouped_v1_raw_is_whisper,stage2_is_whisper,stage2_consecutive_count,legacy_is_whisper,grouped_v1_is_whisper,whisper_classifier_implementation,final_trigger,rms,zcr,entropy,voicing,hnr,spectral_centroid,band_energy_low,band_energy_mid,band_energy_high,temporal_score,formant_score,low_proportion_std,mid_proportion_std,high_proportion_std,zcr_std,entropy_std,spectral_centroid_std,spectral_flux,cepstral_peak_prominence,spectral_slope,spectral_rolloff,spectral_flatness,temporal_v1_window_full,temporal_v1_silero_median,temporal_v1_low_proportion_std,temporal_v1_silero_min_pass,temporal_v1_silero_max_pass,temporal_v1_low_proportion_std_pass,temporal_v1_raw_is_whisper,temporal_v1_is_whisper,temporal_v1_qualifying_run,confirmation_frames
23,2026-08-08T15:35:02.780176,shadow,silero,webrtc,False,0.0012694665929302573,True,True,False,1,False,True,False,0,0.0,,,,,,,,,,,,,0.0005883014229968159,0.7369090228374966,0.1917057363498446,0.07138523911285002,,,,,,,,,,,,,,,True,temporal_v1,False,8.062074243977612e-05,0.17745302713987474,3.7307024552215045,0.8935564421519955,63.731944283969646,1573.0139938217542,0.00043352462675449235,0.000112780757491266,4.1996037751057626e-05,0.0,0.0,0.0702843493787823,0.07309122793304197,0.010101714094415284,0.01958976231765428,0.09971850757681415,69.55054908561802,0.0032426993323632506,1.3801266499610967,-0.0008304186004559306,1666.6666666666667,0.015969748336813177,True,0.0017160885618068278,0.0702843493787823,False,True,True,False,False,0,20
24,2026-08-08T15:35:02.789110,shadow,silero,webrtc,False,0.0011656892020255327,True,True,False,1,False,True,False,0,0.0,,,,,,,,,,,,,0.0011064327297719589,0.7632022096608442,0.1765049762266893,0.060292813208660964,,,,,,,,,,,,,,,False,temporal_v1,False,0.0001116591070873441,0.16075156576200417,3.678954242205317,0.9146539762612299,67.02469727898679,1490.661205972779,0.0008444319042030387,0.00019529088266483053,6.670994190408957e-05,0.0,0.0,0.07251236193635026,0.07620860483448905,0.007703034162606024,0.019705114649748442,0.09310961336173616,59.165576706261106,0.003740871578108959,1.4347773774209551,-0.0008614109900811092,1300.0,0.012213441610637883,True,0.0016211717738769948,0.07251236193635026,False,True,True,False,False,0,20
25,2026-08-08T15:35:02.802337,shadow,silero,webrtc,False,0.0010774574475362897,True,True,False,1,False,True,False,0,0.0,,,,,,,,,,,,,0.0014213265044077745,0.7010374602773851,0.21895848924586694,0.08000404977317983,,,,,,,,,,,,,,,False,temporal_v1,False,0.00012231511257858993,0.1544885177453027,3.864257356071833,0.896875334261351,67.79388677232448,1559.497019935583,0.0009964031228749599,0.00031121150413023537,0.0001137118764025793,0.0,0.0,0.06012273817085848,0.06391488186668265,0.010193649928827618,0.019535177562070283,0.10329281455227883,59.441933685120595,0.0019284828333222801,1.7427987735558128,-0.001052021717308378,1566.6666666666667,0.008805108485012248,True,0.0015201048227027059,0.06012273817085848,False,True,True,False,False,0,20
26,2026-08-08T15:35:02.812386,shadow,silero,webrtc,False,0.0011833541793748736,True,True,False,1,False,True,False,0,0.0,,,,,,,,,,,,,0.0008552535061772193,0.786062251411669,0.17311227761854941,0.040825469800537584,,,,,,,,,,,,,,,False,temporal_v1,False,9.997825823654644e-05,0.10020876826722339,3.200834671268408,0.935851720228149,66.06935934569017,1461.536428385498,0.0006722824965933888,0.00014805488239558857,3.491612618824195e-05,0.0,0.0,0.03266154751592073,0.03020921060190193,0.011139046583242827,0.022839859082797738,0.17750867807695084,63.27215600864501,0.004908127093608199,1.0473087827804382,-0.0006314551978584305,1166.6666666666667,0.021619135559525587,True,0.0014440715895034373,0.03266154751592073,False,True,False,False,False,0,20
27,2026-08-08T15:35:02.824858,shadow,silero,webrtc,False,0.0012169001856818795,True,True,False,1,False,True,False,0,0.0,,,,,,,,,,,,,0.0008813106816623541,0.6696659765113179,0.21548217584448623,0.11485184650952229,,,,,,,,,,,,,,,False,temporal_v1,False,0.00010098127487553602,0.13569937369519833,3.6103944640671255,0.8750631984511809,65.87450862599623,1697.2448177392569,0.0005901837782452756,0.0001899067432795914,0.00010122015913748716,0.0,0.0,0.037367226350552785,0.030225585611993788,0.019461026469946782,0.022305988123913285,0.17423246707096587,76.07334380163292,0.006182705719686306,1.1814393555493519,-0.0007079752064722666,2000.0000000000002,0.02185565760098238,True,0.0013549489085562527,0.037367226350552785,False,True,False,False,False,0,20
28,2026-08-08T15:35:02.837807,shadow,silero,webrtc,False,0.0011165470350533724,True,True,False,1,False,True,False,0,0.0,,,,,,,,,,,,,0.0005364521498682649,0.5396025978199804,0.3514337860649032,0.10896361425101728,,,,,,,,,,,,,,,False,temporal_v1,False,7.794837677467786e-05,0.1732776617954071,4.03874363667475,0.8370592472031264,63.100410665737414,1796.2257904947573,0.0002894709736750292,0.0001885274100708612,5.8453765122374526e-05,0.0,0.0,0.06759098228738095,0.05167929298620282,0.02250624517472268,0.02426476487825952,0.20510153867694528,103.39341532988843,0.0073554345595233045,1.3065813535751527,-0.0007872137448472183,2166.666666666667,0.02476702172470021,True,0.0012431833893060684,0.06759098228738095,False,True,True,False,False,0,20
29,2026-08-08T15:35:02.846557,shadow,silero,webrtc,False,0.0011404689867049456,True,True,False,1,False,True,False,0,0.0,,,,,,,,,,,,,0.0006229283328486262,0.6852260010777262,0.22956156285447177,0.08521243446248089,,,,,,,,,,,,,,,False,temporal_v1,False,8.456973101930264e-05,0.1649269311064718,3.68088946215638,0.8863325739229557,64.18278593294032,1620.456720421579,0.00042684669047587893,0.0001430004016350612,5.308123973768604e-05,0.0,0.0,0.06583209297596718,0.04948724580027172,0.02279614584627803,0.02473353356095179,0.20510539692658977,103.63623538757751,0.004112654359172965,1.315514108144537,-0.0007968699206798063,1933.3333333333335,0.02017657020469646,True,0.0012001271825283766,0.06583209297596718,False,True,True,False,False,0,20
30,2026-08-08T15:35:02.858279,shadow,silero,webrtc,False,0.0011351520661264658,True,True,False,1,False,True,False,0,0.0,,,,,,,,,,,,,0.0005438207223097565,0.7247639061187252,0.19519321321128646,0.08004287883114691,,,,,,,,,,,,,,,False,temporal_v1,False,7.851862204008795e-05,0.1649269311064718,3.6033172881156763,0.8905345658511149,63.44475568240011,1622.1242630645613,0.00039414163092952567,0.00010615011419852411,4.352897618170663e-05,0.0,0.0,0.06560680438380355,0.048718431520953245,0.022583300566644704,0.025349660520518645,0.2025960881216163,103.29714182855531,0.005384623384581815,1.6472825184570115,-0.0010092876737916247,1500.0,0.008162454612539184,True,0.0011745216907002032,0.06560680438380355,False,True,True,False,False,0,20
31,2026-08-08T15:35:02.867806,shadow,silero,webrtc,False,0.0011717119487002492,True,True,False,1,False,True,False,0,0.0,,,,,,,,,,,,,0.00027315461327419684,0.41947310348265193,0.42272535883918355,0.1578015340172341,,,,,,,,,,,,,,,False,temporal_v1,False,6.089106348616819e-05,0.19832985386221294,4.288428378710272,0.808213420075009,60.21902905446947,1887.186815246798,0.00011458101336073094,0.00011546938191491327,4.3104216998552596e-05,0.0,0.0,0.10815613994583265,0.0789272781835884,0.03211872434002795,0.027078781406414964,0.2750197600300038,134.51484144466812,0.005350096435326074,1.1023073635398573,-0.0006569261178900039,2533.3333333333335,0.052688593061502885,True,0.001168700575362891,0.10815613994583265,False,True,True,False,False,0,20
32,2026-08-08T15:35:02.872868,shadow,silero,webrtc,False,0.0011717119487002492,True,True,False,1,False,True,False,0,0.0,,,,,,,,,,,,,0.00020276994639112367,0.5788314168865052,0.292338594486046,0.12882998369575158,,,,,,,,,,,,,,,False,temporal_v1,False,5.691490684797714e-05,0.1732776617954071,3.868279227120693,0.8496736523902061,59.611371830988716,1784.2565046730501,0.0001173696153715748,5.927748113199198e-05,2.6122848887556882e-05,0.0,0.0,0.1086279826960978,0.07880016277757812,0.03297213020942863,0.02523938414982449,0.2743514260355777,132.12313812062996,0.00451217659889283,1.2797033957082837,-0.0007731294591223301,2300.0,0.025923970863413075,True,0.001168700575362891,0.1086279826960978,False,True,True,False,False,0,20
33,2026-08-08T15:35:02.879827,shadow,silero,webrtc,False,0.0010324276518076658,True,True,False,1,False,True,False,0,0.0,,,,,,,,,,,,,0.000411376924681366,0.588040696322418,0.3119225285613792,0.10003677268534207,,,,,,,,,,,,,,,False,temporal_v1,False,7.003113854327353e-05,0.13987473903966596,3.906921117728748,0.8588168733800366,62.07217051758691,1738.0425675173647,0.00024190637324060537,0.00012831773053841573,4.11528199023449e-05,0.0,0.0,0.10732636667992156,0.07866299588965073,0.03222126468616871,0.025208282001041468,0.27776784450692243,131.8801610877426,0.004446634254595613,1.1334728488846515,-0.0006744046417884231,1966.6666666666667,0.031470635177836714,True,0.0011530790943652391,0.10732636667992156,False,True,True,False,False,0,20
