frame,timestamp,processing_mode,speech_detector_implementation,comparison_speech_detector_implementation,is_speech,speech_probability,speech_gate_open,comparison_speech_evaluated,comparison_speech_is_speech,comparison_speech_aggressiveness,is_whisper,whisper_processed,trigger,raw_score,whisper_probability,stage1_silero_threshold,stage1_silero_low_pass,stage1_enter_count,stage1_exit_count,stage1_candidate,zcr_threshold,zcr_pass,centroid_threshold,centroid_pass,group_a_pass,entropy_threshold,group_b_pass,total_band_energy,low_proportion,mid_proportion,high_proportion,low_proportion_threshold,group_c_pass,silero_rolling_median,high_silero_threshold,high_silero_raw,high_silero_count,high_silero_normal_evidence,silero_penalty,group_count,effective_group_score,grouped_v1_raw_is_whisper,stage2_is_whisper,stage2_consecutive_count,legacy_is_whisper,grouped_v1_is_whisper,whisper_classifier_implementation,final_trigger,rms,zcr,entropy,voicing,hnr,spectral_centroid,band_energy_low,band_energy_mid,band_energy_high,temporal_score,formant_score,low_proportion_std,mid_proportion_std,high_proportion_std,zcr_std,entropy_std,spectral_centroid_std,spectral_flux,cepstral_peak_prominence,spectral_slope,spectral_rolloff,spectral_flatness,temporal_v1_window_full,temporal_v1_silero_median,temporal_v1_low_proportion_std,temporal_v1_silero_min_pass,temporal_v1_silero_max_pass,temporal_v1_low_proportion_std_pass,temporal_v1_raw_is_whisper,temporal_v1_is_whisper,temporal_v1_qualifying_run,confirmation_frames
0,2026-08-08T15:31:56.604694,shadow,silero,webrtc,False,0.0,True,True,True,1,False,True,False,0,0.0,,,,,,,,,,,,,88.69523592861634,0.20582604122404202,0.4282658685123872,0.3659080902635597,,,,,,,,,,,,,,,False,temporal_v1,False,0.028429089691788437,0.12734864300626306,4.722840786967693,0.6263131881252471,113.86281375926357,2278.7181762310347,18.25578928661952,37.98514224787996,32.45430439411587,0.0,0.0,,,,,,,,1.822901517079727,-0.00108812465610688,3400.0000000000005,0.012724681986825507,False,,,,,,False,False,0,20
1,2026-08-08T15:31:56.733013,shadow,silero,webrtc,False,0.008260281756520271,True,True,True,1,False,True,False,0,0.0,,,,,,,,,,,,,0.012732377272133649,0.6815117505464293,0.27067435194326883,0.04781389743176193,,,,,,,,,,,,,,,False,temporal_v1,False,0.0003428096759605022,0.1336116910229645,3.822782219197534,0.9096467155047353,77.07002078928724,1474.0672367895609,0.008677264723349374,0.0034463279668319803,0.0006087845809522951,0.0,0.0,,,,,,,0.006579555267019454,1.612225246381275,-0.0009663148625426832,1333.3333333333335,0.009234425375411777,False,,,,,,False,False,0,20
2,2026-08-08T15:31:56.781226,shadow,silero,webrtc,False,0.008689061738550663,True,True,True,1,False,True,False,0,0.0,,,,,,,,,,,,,0.010438580512138104,0.7027978029854384,0.24699446860768579,0.05020772831107734,,,,,,,,,,,,,,,False,temporal_v1,False,0.0003136558752920346,0.12943632567849686,3.798132005202748,0.9081719334596667,76.28377192394527,1518.6642157855608,0.007336211450217272,0.0025782716466140956,0.0005240974143067364,0.0,0.0,,,,,,,0.002233393025392268,1.3966430073589462,-0.0008299829216126071,1433.3333333333335,0.015770275422094023,False,,,,,,False,False,0,20
3,2026-08-08T15:31:56.787425,shadow,silero,webrtc,False,0.004133883863687515,True,True,True,1,False,True,False,0,0.0,,,,,,,,,,,,,0.00728408961001625,0.7186078900838236,0.22965204301356817,0.051740066765322654,,,,,,,,,,,,,,,False,temporal_v1,False,0.0002626351670902056,0.1524008350730689,3.8130354342631683,0.9121888884917743,74.74184466173948,1482.0720714524205,0.005234404265835279,0.0016728060604341369,0.0003768792827468338,0.0,0.0,,,,,,,0.0021176767405072213,1.7812779340882248,-0.0010797474508593575,1400.0,0.007112892661362905,False,,,,,,False,False,0,20
4,2026-08-08T15:31:56.794828,shadow,silero,webrtc,False,0.002803226700052619,True,True,True,1,False,True,False,0,0.0,,,,,,,,,,,,,0.006442774952595634,0.7280873954936148,0.22027087012396504,0.051641734227207546,,,,,,,,,,,,,,,False,temporal_v1,False,0.00024577191851456057,0.10855949895615867,3.7247084105302806,0.9111271707268508,74.15125512583764,1496.8940255749706,0.004690903234986853,0.001419155644821128,0.00033271607178765345,0.0,0.0,,,,,,,0.0012352701678968508,1.6566710768741335,-0.0009952911955537925,1466.6666666666667,0.009160901013543039,False,,,,,,False,False,0,20
5,2026-08-08T15:31:56.801892,shadow,silero,webrtc,False,0.002885223599150777,True,True,True,1,False,True,False,0,0.0,,,,,,,,,,,,,0.008303962831559365,0.7528266927976889,0.2030664309960228,0.0441068760858638,,,,,,,,,,,,,,,False,temporal_v1,False,0.0002774996009802757,0.11482254697286012,3.703964147744167,0.9190284760847905,75.25910957574938,1484.6278316083988,0.006251444875597769,0.0016862560953283879,0.00036626185963320755,0.0,0.0,,,,,,,0.0008045678018975983,1.2576033025682212,-0.0007452835356759129,1400.0,0.02068590995023913,False,,,,,,False,False,0,20
6,2026-08-08T15:31:56.813443,shadow,silero,webrtc,False,0.003271662164479494,True,True,False,1,False,True,False,0,0.0,,,,,,,,,,,,,0.005610385283662198,0.6902883958135136,0.2363344723280238,0.0733771316802215,,,,,,,,,,,,,,,False,temporal_v1,False,0.00022963894009769373,0.13569937369519833,3.8711843205436787,0.8975434072724306,73.48554209116853,1550.7514580296108,0.0038727838573549235,0.0013259274455712155,0.00041167397973605795,0.0,0.0,,,,,,,0.0025243764976245146,1.284884792720356,-0.0007681854012998245,1700.0000000000002,0.023979771958365585,False,,,,,,False,False,0,20
7,2026-08-08T15:31:56.823568,shadow,silero,webrtc,False,0.0033440222032368183,True,True,False,1,False,True,False,0,0.0,,,,,,,,,,,,,0.007320741482899922,0.7009496474562777,0.23249946076627548,0.06655089164084853,,,,,,,,,,,,,,,False,temporal_v1,False,0.00026410250937672824,0.1440501043841336,3.778608197154245,0.9046054679837678,74.75470076934593,1521.5908249293818,0.005131471161557248,0.0017020684471835358,0.00048720187315913743,0.0,0.0,,,,,,,0.0026559106476352003,1.375323712287898,-0.0008247976257298804,1533.3333333333335,0.018407899561252515,False,,,,,,False,False,0,20
8,2026-08-08T15:31:56.832951,shadow,silero,webrtc,False,0.0030885408632457256,True,True,False,1,False,True,False,0,0.0,,,,,,,,,,,,,0.0053359480418425555,0.7500836280658411,0.17007446033083015,0.07984191141592058,,,,,,,,,,,,,,,False,temporal_v1,False,0.00022466842909928854,0.1336116910229645,3.6972797305277756,0.9053851150946276,73.32968109781726,1512.0538995472166,0.004002407266396084,0.0009075084835697226,0.00042603229087674816,0.0,0.0,,,,,,,0.0025627613659714183,1.4169317927842389,-0.0008419457311736506,1600.0,0.014261800063222078,False,,,,,,False,False,0,20
9,2026-08-08T15:31:56.842947,shadow,silero,webrtc,False,0.003033108077943325,True,True,False,1,False,True,False,0,0.0,,,,,,,,,,,,,0.0064590229195205864,0.7425348939048836,0.18488063106193833,0.07258447487835595,,,,,,,,,,,,,,,False,temporal_v1,False,0.000244895742759511,0.1336116910229645,3.7480210393681226,0.9033504527622956,74.0825543525529,1530.2532087528664,0.00479604989827543,0.0011941482334044894,0.00046882478684066734,0.0,0.0,0.15563960348645497,0.06800008442415853,0.09260721817693428,0.012045404373070275,0.28977261156917833,232.3563722069143,0.0012493202994901997,1.6074099009967078,-0.000960460860056591,1600.0,0.010201112459115666,True,0.00318010151386261,0.15563960348645497,False,True,True,False,False,0,20
10,2026-08-08T15:31:56.856481,shadow,silero,webrtc,False,0.0025787765625864267,True,True,False,1,False,True,False,0,0.0,,,,,,,,,,,,,0.0049097643938456545,0.7388873947900166,0.2021738014265484,0.05893880357975924,,,,,,,,,,,,,,,False,temporal_v1,False,0.00021396836013387363,0.1440501043841336,3.641034003290926,0.9121180291544562,72.92896119214466,1485.2617229989326,0.0036277630220014007,0.0009926257316124891,0.0002893756392317647,0.0,0.0,0.024358054259044234,0.028534514225983246,0.011870572222480398,0.012527835648164924,0.0659789549913177,23.646590098603134,0.0017856525435162307,1.639152073988437,-0.0009863857509273353,1500.0,0.008629682392485724,True,0.00318010151386261,0.024358054259044234,False,True,False,False,False,0,20
11,2026-08-08T15:31:56.872390,shadow,silero,webrtc,False,0.0023439873475581408,True,True,False,1,False,True,False,0,0.0,,,,,,,,,,,,,0.004122552289062982,0.6947373140888254,0.24271306990298414,0.06254961576562214,,,,,,,,,,,,,,,False,temporal_v1,False,0.00019872689603843345,0.11064718162839249,3.7083619006338093,0.9071744346260312,72.24801551247691,1571.5215332448222,0.002864090904494355,0.0010005973219140507,0.0002578640616545755,0.0,0.0,0.022483597478877685,0.024480806776660417,0.01120183311644492,0.014196242171189975,0.063968190535271,28.264115292910642,0.00395315574049138,1.1083649597951213,-0.0006563301156673545,1566.6666666666667,0.030951617353217244,True,0.0030608244705945253,0.022483597478877685,False,True,False,False,False,0,20
12,2026-08-08T15:31:56.885025,shadow,silero,webrtc,False,0.0020408944692462683,True,True,False,1,False,True,False,0,0.0,,,,,,,,,,,,,0.005608444321841161,0.7246668723363565,0.22042413973638164,0.05490898774895903,,,,,,,,,,,,,,,False,temporal_v1,False,0.0002301969983703468,0.12317327766179541,3.8268181237380348,0.9094936585518952,73.56462558460242,1486.5006151158018,0.0040642538053812325,0.0012362365149012323,0.00030795400055869517,0.0,0.0,0.021555866766771674,0.02242194227921706,0.010824881069500051,0.014374722325763678,0.06671674888706171,29.50878293844139,0.0031003155823770144,1.6657974891538578,-0.0010071820753551404,1433.3333333333335,0.009661041557225839,True,0.002959165838547051,0.021555866766771674,False,True,False,False,False,0,20
13,2026-08-08T15:31:56.897079,shadow,silero,webrtc,False,0.001892855390906334,True,True,False,1,False,True,False,0,0.0,,,,,,,,,,,,,0.004993136346948738,0.7926528877408496,0.16347402522365226,0.04387308683522312,,,,,,,,,,,,,,,False,temporal_v1,False,0.0002182559738440808,0.08977035490605428,3.645800757523981,0.9244459399734021,73.16314680968178,1418.6403823710045,0.003957823944292714,0.0008162480971262329,0.00021906430452979075,0.0,0.0,0.029593409774538428,0.02631544001091343,0.011760081306207967,0.016728839772497384,0.07002416756259339,40.18088668503376,0.001605309410936514,1.6689565823533017,-0.0010135281393382697,1366.6666666666667,0.008163137937706727,True,0.002844225149601698,0.029593409774538428,False,True,False,False,False,0,20
14,2026-08-08T15:31:56.909716,shadow,silero,webrtc,False,0.001859262934885919,True,True,False,1,False,True,False,0,0.0,,,,,,,,,,,,,0.0058917385492742455,0.7274289089479561,0.21772269238090192,0.05484839850141278,,,,,,,,,,,,,,,False,temporal_v1,False,0.00023653664591327033,0.0918580375782881,3.804142844039852,0.9102242551717176,73.80848826252031,1498.7214691585177,0.004285820944705178,0.001282765179752338,0.00032315242381672943,0.0,0.0,0.029601820472614122,0.0262035251195528,0.01154675294372187,0.018864381952413314,0.07290041578079745,40.14406171079107,0.0013062623267783323,1.5021326482054709,-0.0008969815939824659,1433.3333333333335,0.012739788536329304,True,0.002732000080868602,0.029601820472614122,False,True,False,False,False,0,20
15,2026-08-08T15:31:56.916328,shadow,silero,webrtc,False,0.001964703667908907,True,True,False,1,False,True,False,0,0.0,,,,,,,,,,,,,0.005092606049141685,0.7523272593769863,0.19937860979777824,0.04829413062887237,,,,,,,,,,,,,,,False,temporal_v1,False,0.00021910082242854057,0.11691022964509394,3.5607652521795936,0.9150566339257259,73.15325597165639,1509.7382218256876,0.0038313063520374257,0.0010153567143256252,0.00024594298177863416,0.0,0.0,0.029566206003138674,0.026286841712651242,0.010982986318201207,0.018793782772320494,0.09090807439327285,39.50948674659647,0.002949346971121186,1.3402504761333887,-0.0007979081864129515,1333.3333333333335,0.017087449505983884,True,0.0024613819550722837,0.029566206003138674,False,True,False,False,False,0,20
