frame,timestamp,processing_mode,speech_detector_implementation,comparison_speech_detector_implementation,is_speech,speech_probability,speech_gate_open,comparison_speech_evaluated,comparison_speech_is_speech,comparison_speech_aggressiveness,is_whisper,whisper_processed,trigger,raw_score,whisper_probability,stage1_silero_threshold,stage1_silero_low_pass,stage1_enter_count,stage1_exit_count,stage1_candidate,zcr_threshold,zcr_pass,centroid_threshold,centroid_pass,group_a_pass,entropy_threshold,group_b_pass,total_band_energy,low_proportion,mid_proportion,high_proportion,low_proportion_threshold,group_c_pass,silero_rolling_median,high_silero_threshold,high_silero_raw,high_silero_count,high_silero_normal_evidence,silero_penalty,group_count,effective_group_score,grouped_v1_raw_is_whisper,stage2_is_whisper,stage2_consecutive_count,legacy_is_whisper,grouped_v1_is_whisper,whisper_classifier_implementation,final_trigger,rms,zcr,entropy,voicing,hnr,spectral_centroid,band_energy_low,band_energy_mid,band_energy_high,temporal_score,formant_score,low_proportion_std,mid_proportion_std,high_proportion_std,zcr_std,entropy_std,spectral_centroid_std,spectral_flux,cepstral_peak_prominence,spectral_slope,spectral_rolloff,spectral_flatness,temporal_v1_window_full,temporal_v1_silero_median,temporal_v1_low_proportion_std,temporal_v1_silero_min_pass,temporal_v1_silero_max_pass,temporal_v1_low_proportion_std_pass,temporal_v1_raw_is_whisper,temporal_v1_is_whisper,temporal_v1_qualifying_run,confirmation_frames
0,2026-08-08T14:10:16.971138,shadow,silero,webrtc,False,0.0,True,True,True,1,False,True,False,3,0.0,0.005,False,0,0,False,0.08,True,1280.0,True,True,2.6,True,88.69523592861535,0.20582604122404435,0.42826586851239196,0.3659080902635638,0.8,True,,0.5,False,0,False,0,3,3,True,False,0,True,False,grouped_v1,False,0.028429089691788437,0.12734864300626306,4.722840786967693,0.6263131881252471,113.86281375926357,2278.7181762310347,18.25578928661952,37.98514224787996,32.45430439411587,0.0,0.0,,,,,,,,1.822901517079727,-0.00108812465610688,3400.0000000000005,0.012724681986825507,,,,,,,,,,
1,2026-08-08T14:10:17.097092,shadow,silero,webrtc,False,0.008260281756520271,True,True,True,1,False,True,False,3,0.0,0.005,True,1,0,False,0.08,True,1280.0,True,True,2.6,True,0.012732377271133648,0.6815117505999553,0.2706743519645276,0.047813897435517234,0.8,True,,0.5,False,0,False,0,3,3,True,False,0,False,False,grouped_v1,False,0.0003428096759605022,0.1336116910229645,3.822782219197534,0.9096467155047353,77.07002078928724,1474.0672367895609,0.008677264723349374,0.0034463279668319803,0.0006087845809522951,0.0,0.0,,,,,,,0.006579555267019454,1.612225246381275,-0.0009663148625426832,1333.3333333333335,0.009234425375411777,,,,,,,,,,
2,2026-08-08T14:10:17.142288,shadow,silero,webrtc,False,0.008689061738550663,True,True,True,1,False,True,False,3,0.0,0.005,True,2,0,False,0.08,True,1280.0,True,True,2.6,True,0.010438580511138103,0.7027978030527654,0.2469944686313475,0.050207728315887164,0.8,True,,0.5,False,0,False,0,3,3,True,False,0,False,False,grouped_v1,False,0.0003136558752920346,0.12943632567849686,3.798132005202748,0.9081719334596667,76.28377192394527,1518.6642157855608,0.007336211450217272,0.0025782716466140956,0.0005240974143067364,0.0,0.0,,,,,,,0.002233393025392268,1.3966430073589462,-0.0008299829216126071,1433.3333333333335,0.015770275422094023,,,,,,,,,,
3,2026-08-08T14:10:17.147375,shadow,silero,webrtc,False,0.004133883863687515,True,True,True,1,False,True,False,3,0.0,0.005,False,0,0,False,0.08,True,1280.0,True,True,2.6,True,0.007284089609016249,0.7186078901824782,0.2296520430450961,0.05174006677242582,0.8,True,,0.5,False,0,False,0,3,3,True,False,0,False,False,grouped_v1,False,0.0002626351670902056,0.1524008350730689,3.8130354342631683,0.9121888884917743,74.74184466173948,1482.0720714524205,0.005234404265835279,0.0016728060604341369,0.0003768792827468338,0.0,0.0,,,,,,,0.0021176767405072213,1.7812779340882248,-0.0010797474508593575,1400.0,0.007112892661362905,,,,,,,,,,
4,2026-08-08T14:10:17.152138,shadow,silero,webrtc,False,0.002803226700052619,True,True,True,1,False,True,False,3,0.0,0.005,False,0,0,False,0.08,True,1280.0,True,True,2.6,True,0.006442774951595634,0.7280873956066232,0.22027087015815386,0.051641734235222995,0.8,True,,0.5,False,0,False,0,3,3,True,False,0,False,False,grouped_v1,False,0.00024577191851456057,0.10855949895615867,3.7247084105302806,0.9111271707268508,74.15125512583764,1496.8940255749706,0.004690903234986853,0.001419155644821128,0.00033271607178765345,0.0,0.0,,,,,,,0.0012352701678968508,1.6566710768741335,-0.0009952911955537925,1466.6666666666667,0.009160901013543039,,,,,,,,,,
5,2026-08-08T14:10:17.160053,shadow,silero,webrtc,False,0.002885223599150777,True,True,True,1,False,True,False,3,0.0,0.005,False,0,0,False,0.08,True,1280.0,True,True,2.6,True,0.008303962830559364,0.7528266928883477,0.20306643102047697,0.04410687609117534,0.8,True,,0.5,False,0,False,0,3,3,True,False,0,False,False,grouped_v1,False,0.0002774996009802757,0.11482254697286012,3.703964147744167,0.9190284760847905,75.25910957574938,1484.6278316083988,0.006251444875597769,0.0016862560953283879,0.00036626185963320755,0.0,0.0,,,,,,,0.0008045678018975983,1.2576033025682212,-0.0007452835356759129,1400.0,0.02068590995023913,,,,,,,,,,
6,2026-08-08T14:10:17.167100,shadow,silero,webrtc,False,0.003271662164479494,True,True,False,1,False,True,False,3,0.0,0.005,False,0,0,False,0.08,True,1280.0,True,True,2.6,True,0.005610385282662197,0.6902883959365513,0.23633447237014826,0.07337713169330032,0.8,True,,0.5,False,0,False,0,3,3,True,False,0,False,False,grouped_v1,False,0.00022963894009769373,0.13569937369519833,3.8711843205436787,0.8975434072724306,73.48554209116853,1550.7514580296108,0.0038727838573549235,0.0013259274455712155,0.00041167397973605795,0.0,0.0,,,,,,,0.0025243764976245146,1.284884792720356,-0.0007681854012998245,1700.0000000000002,0.023979771958365585,,,,,,,,,,
7,2026-08-08T14:10:17.172943,shadow,silero,webrtc,False,0.0033440222032368183,True,True,False,1,False,True,False,3,0.0,0.005,False,0,0,False,0.08,True,1280.0,True,True,2.6,True,0.007320741481899921,0.7009496475520262,0.2324994607980345,0.06655089164993926,0.8,True,,0.5,False,0,False,0,3,3,True,False,0,False,False,grouped_v1,False,0.00026410250937672824,0.1440501043841336,3.778608197154245,0.9046054679837678,74.75470076934593,1521.5908249293818,0.005131471161557248,0.0017020684471835358,0.00048720187315913743,0.0,0.0,,,,,,,0.0026559106476352003,1.375323712287898,-0.0008247976257298804,1533.3333333333335,0.018407899561252515,,,,,,,,,,
8,2026-08-08T14:10:17.178607,shadow,silero,webrtc,False,0.0030885408632457256,True,True,False,1,False,True,False,3,0.0,0.005,False,0,0,False,0.08,True,1280.0,True,True,2.6,True,0.005335948040842555,0.750083628206413,0.17007446036270352,0.07984191143088361,0.8,True,,0.5,False,0,False,0,3,3,True,False,0,False,False,grouped_v1,False,0.00022466842909928854,0.1336116910229645,3.6972797305277756,0.9053851150946276,73.32968109781726,1512.0538995472166,0.004002407266396084,0.0009075084835697226,0.00042603229087674816,0.0,0.0,,,,,,,0.0025627613659714183,1.4169317927842389,-0.0008419457311736506,1600.0,0.014261800063222078,,,,,,,,,,
9,2026-08-08T14:10:17.185273,shadow,silero,webrtc,False,0.003033108077943325,True,True,False,1,False,True,False,3,0.0,0.005,False,0,0,False,0.08,True,1280.0,True,True,2.6,True,0.006459022918520586,0.7425348940198445,0.184880631090562,0.07258447488959364,0.8,True,0.00318010151386261,0.5,False,0,False,0,3,3,True,False,0,False,False,grouped_v1,False,0.000244895742759511,0.1336116910229645,3.7480210393681226,0.9033504527622956,74.0825543525529,1530.2532087528664,0.00479604989827543,0.0011941482334044894,0.00046882478684066734,0.0,0.0,0.15563960348645497,0.06800008442415853,0.09260721817693428,0.012045404373070275,0.28977261156917833,232.3563722069143,0.0012493202994901997,1.6074099009967078,-0.000960460860056591,1600.0,0.010201112459115666,,,,,,,,,,
