frame,timestamp,processing_mode,detector_profile,speech_detector_implementation,comparison_speech_detector_implementation,is_speech,speech_probability,speech_gate_open,comparison_speech_evaluated,comparison_speech_is_speech,comparison_speech_aggressiveness,is_whisper,whisper_processed,trigger,raw_score,whisper_probability,stage1_silero_threshold,stage1_silero_low_pass,stage1_enter_count,stage1_exit_count,stage1_candidate,zcr_threshold,zcr_pass,centroid_threshold,centroid_pass,group_a_pass,entropy_threshold,group_b_pass,total_band_energy,low_proportion,mid_proportion,high_proportion,low_proportion_threshold,group_c_pass,silero_rolling_median,high_silero_threshold,high_silero_raw,high_silero_count,high_silero_normal_evidence,silero_penalty,group_count,effective_group_score,grouped_v1_raw_is_whisper,stage2_is_whisper,stage2_consecutive_count,legacy_is_whisper,grouped_v1_is_whisper,whisper_classifier_implementation,final_trigger,rms,zcr,entropy,voicing,hnr,spectral_centroid,band_energy_low,band_energy_mid,band_energy_high,temporal_score,formant_score,low_proportion_std,mid_proportion_std,high_proportion_std,zcr_std,entropy_std,spectral_centroid_std,spectral_flux,cepstral_peak_prominence,spectral_slope,spectral_rolloff,spectral_flatness,temporal_v1_window_full,temporal_v1_silero_median,temporal_v1_low_proportion_std,temporal_v1_silero_min_pass,temporal_v1_silero_max_pass,temporal_v1_low_proportion_std_pass,temporal_v1_raw_is_whisper,temporal_v1_is_whisper,temporal_v1_qualifying_run,webrtc_mode_0_evaluated,webrtc_mode_0_is_speech,webrtc_mode_1_evaluated,webrtc_mode_1_is_speech,webrtc_mode_2_evaluated,webrtc_mode_2_is_speech,webrtc_mode_3_evaluated,webrtc_mode_3_is_speech,webrtc_assist_open,webrtc_assist_enter_count,webrtc_assist_exit_count,temporal_candidate,temporal_qualifying_run,assisted_confirmation_requirement,fallback_confirmation_requirement,confirmation_requirement,threshold_crossing_route,trigger_route,trigger_suppression_reason,actuation_enabled,actuation_requested,actuation_started,actuation_suppression_reason
77,2026-08-11T01:54:25.923373,shadow,analysis_full,silero,webrtc,False,0.00798492319881916,True,True,True,1,False,True,False,0,0.0,,,,,,,,,,,,,0.10022944250270087,0.16540405001648298,0.6603928779537989,0.17420307201974103,,,,,,,,,,,,,,False,False,temporal_v1,False,0.0009360957350784874,0.23799582463465555,3.990287216580342,0.7292068743618485,84.86855751930314,1990.6080414891537,0.01657835572084094,0.06619080999006344,0.01746027679079649,0.0,0.0,0.2460925059374032,0.21005302673152904,0.047318860223825684,0.04207858950051435,0.3096916724024557,196.6249421011702,0.004698166838191931,1.344374265591967,-0.0007778323781814105,2566.666666666667,0.012283339451286387,True,0.0005017922230763361,0.2460925059374032,False,True,True,False,False,0,True,True,True,True,True,True,True,False,False,4,0,False,0,15,24,24,,,,False,False,False,
78,2026-08-11T01:54:25.927927,shadow,analysis_full,silero,webrtc,False,0.013240771368145943,True,True,True,1,False,True,False,0,0.0,,,,,,,,,,,,,0.07742608514014385,0.40051466425434273,0.48538136097147305,0.11410397476126855,,,,,,,,,,,,,,False,True,temporal_v1,False,0.0008228612920128943,0.2045929018789144,3.64176685928896,0.7721982706773481,83.99565347464197,2100.0332164307943,0.031010282494432866,0.03758117858001617,0.008834624064694803,0.0,0.0,0.24030012402873807,0.2035461948451252,0.04799430611231074,0.03975596866360799,0.3073185204251205,234.44377273917007,0.006853422091509605,0.7736589540099312,-0.0004408515332848832,2233.3333333333335,0.044709853341032064,True,0.0009173574799206108,0.24030012402873807,False,True,True,False,False,0,True,True,True,True,True,True,True,False,False,5,0,False,0,15,24,24,,,,False,False,False,
79,2026-08-11T01:54:25.935167,shadow,analysis_full,silero,webrtc,False,0.011547460220754147,True,True,True,1,True,True,False,1,0.0,,,,,,,,,,,,,0.07881712846925251,0.5454369149076748,0.3621595924566472,0.09240349262299043,,,,,,,,,,,,,,False,True,temporal_v1,False,0.0008284530081016709,0.2045929018789144,2.994865856179769,0.7984977255662852,84.19979856035722,1946.823455744115,0.04298977139415095,0.028544379125027695,0.007282977949073863,0.0,0.0,0.23246615426014527,0.19599257088246153,0.04777830109201588,0.04112522911359633,0.36719953156056523,241.17642713211333,0.006341940754509513,1.339648632625555,-0.0007840843663366349,2233.3333333333335,0.006335377166783889,True,0.002589200681541115,0.23246615426014527,True,True,True,True,True,1,True,True,True,True,True,True,True,False,False,6,0,True,1,15,24,24,,,,False,False,False,
80,2026-08-11T01:54:25.940676,shadow,analysis_full,silero,webrtc,False,0.011547460220754147,True,True,True,1,True,True,False,1,0.0,,,,,,,,,,,,,0.07184568650503438,0.24110114212949282,0.627467994367341,0.1314308634892474,,,,,,,,,,,,,,False,True,temporal_v1,False,0.0007912848438724881,0.24634655532359082,3.771133855322306,0.7287946498829142,83.40433058128798,1985.876769299326,0.01732207707344128,0.04508086881525866,0.009442740615334438,0.0,0.0,0.22778616128169912,0.19159299209940156,0.04759918927674562,0.04236710110719273,0.36693229457624416,235.87557248957407,0.008336644009150965,1.5220455222953622,-0.0008932902789820163,2400.0,0.006739449520007818,True,0.0059251750353723764,0.22778616128169912,True,True,True,True,True,2,True,True,True,True,True,True,True,False,False,7,0,True,2,15,24,24,,,,False,False,False,
81,2026-08-11T01:54:25.945752,shadow,analysis_full,silero,webrtc,False,0.0090751051902771,True,True,True,1,True,True,False,1,0.0,,,,,,,,,,,,,0.18091147254069104,0.07801787559802514,0.7284776558439496,0.1935044685524976,,,,,,,,,,,,,,False,True,temporal_v1,False,0.0012545494386340366,0.2359081419624217,3.746548900029366,0.7355717003862989,87.4517977278319,2056.3763077396875,0.014114328758935174,0.13178996543171967,0.03500717834903618,0.0,0.0,0.23349328743489867,0.18996565763648504,0.05456369530550147,0.04292511142736027,0.3640482484359141,235.80931339522766,0.008462079017533382,1.0212653576639668,-0.0005823242893505488,2633.3333333333335,0.01826121596262895,True,0.00853001419454813,0.23349328743489867,True,True,True,True,True,3,True,True,True,True,True,True,True,False,False,8,0,True,3,15,24,24,,,,False,False,False,
82,2026-08-11T01:54:25.951870,shadow,analysis_full,silero,webrtc,False,0.005836359690874815,True,True,True,1,True,True,False,1,0.0,,,,,,,,,,,,,0.25798676341374505,0.04363229211868594,0.8691239171692416,0.08724379070819623,,,,,,,,,,,,,,False,True,temporal_v1,False,0.001499173580881126,0.22755741127348644,3.328394375046564,0.7610818219003659,89.14765956800099,2073.3817701494318,0.011256553824022842,0.2242224663959685,0.02250774319275371,0.0,0.0,0.22037846417733348,0.187263934950059,0.052756871272056444,0.039538857969964133,0.36693390399938774,216.8469072338274,0.00963913583989046,0.8573875075171007,-0.0004912275222902945,2100.0,0.025130444784679688,True,0.00853001419454813,0.22037846417733348,True,True,True,True,True,4,True,True,True,True,True,True,True,False,False,9,0,True,4,15,24,24,,,,False,False,False,
83,2026-08-11T01:54:25.956913,shadow,analysis_full,silero,webrtc,False,0.006383909378200769,True,True,True,1,True,True,False,1,0.0,,,,,,,,,,,,,0.2178474961013646,0.019429768225004373,0.868979932637774,0.11159029913263122,,,,,,,,,,,,,,False,True,temporal_v1,False,0.0013770895613965882,0.24634655532359082,3.3714690954638984,0.7010792418980731,88.05348640496133,2158.988382616399,0.004232726357647058,0.18930510248747154,0.02430966725524599,0.0,0.0,0.21266956627666211,0.18771734681891206,0.04936003326289798,0.033898335556728894,0.35237756252724944,183.80279025909903,0.010709484984564928,0.8610109189457682,-0.000482675405299504,2266.666666666667,0.020358044631353135,True,0.00853001419454813,0.21266956627666211,True,True,True,True,True,5,True,True,True,True,True,True,True,False,True,0,0,True,5,15,24,15,,,,False,False,False,
84,2026-08-11T01:54:25.966577,shadow,analysis_full,silero,webrtc,False,0.0055961571633815765,True,True,True,1,True,True,False,1,0.0,,,,,,,,,,,,,0.15307557879332714,0.03447340985390797,0.8073129949924364,0.15821359514712283,,,,,,,,,,,,,,False,True,temporal_v1,False,0.0011543709510494842,0.24634655532359082,3.8075893361142383,0.7120674047930861,86.58760882134793,2097.7060506660605,0.00527703716636655,0.12357990397584162,0.024218637650118963,0.0,0.0,0.16738332574798495,0.15384063996515093,0.04334792926010463,0.026325504660703263,0.3335441961960538,151.00166137634628,0.009326676832406629,1.057597197372525,-0.0006021106719455151,2566.666666666667,0.018524780375030584,True,0.00853001419454813,0.16738332574798495,True,True,True,True,True,6,True,True,True,True,True,True,True,False,True,0,0,True,6,15,24,15,,,,False,False,False,
85,2026-08-11T01:54:25.971608,shadow,analysis_full,silero,webrtc,False,0.004708191379904747,True,True,True,1,True,True,False,1,0.0,,,,,,,,,,,,,0.1368029913848087,0.03039458356377615,0.8173298378195614,0.15227557860935267,,,,,,,,,,,,,,False,True,temporal_v1,False,0.00109130105330915,0.24843423799582465,3.680333995036324,0.708121365109442,86.07510811869682,2119.7506078002075,0.004158069953420117,0.11181316676177655,0.020831754668612035,0.0,0.0,0.17071006990292148,0.15891791208804137,0.03454968042061149,0.015656228191442734,0.29897156314356355,63.34175867463322,0.005140330416112877,0.8876834792292576,-0.0005005562345214668,2500.0,0.025312371723380005,True,0.00853001419454813,0.17071006990292148,True,True,True,True,True,7,True,True,True,True,True,True,True,False,True,0,0,True,7,15,24,15,,,,False,False,False,
86,2026-08-11T01:54:25.977701,shadow,analysis_full,silero,webrtc,False,0.004282399080693722,True,True,True,1,True,True,False,1,0.0,,,,,,,,,,,,,0.15684412942104523,0.021867736623282518,0.8468424869679907,0.13128977640235087,,,,,,,,,,,,,,False,True,temporal_v1,False,0.0011682768773058783,0.22233820459290188,3.445595746179958,0.7581947414649054,86.96391513468501,2041.2797897017062,0.003429826113087454,0.13282227262524735,0.020592030681710408,0.0,0.0,0.1745377075712706,0.16471197056256354,0.03301795142748383,0.015981684702438197,0.27667196851093717,63.22119477241632,0.006730305166109773,0.8315670145833899,-0.0004686936461849593,2266.666666666667,0.021723892496254435,True,0.007184416288509965,0.1745377075712706,True,True,True,True,True,8,True,True,True,True,True,True,True,False,True,0,0,True,8,15,24,15,,,,False,False,False,
