frame,timestamp,processing_mode,speech_detector_implementation,comparison_speech_detector_implementation,is_speech,speech_probability,speech_gate_open,comparison_speech_evaluated,comparison_speech_is_speech,comparison_speech_aggressiveness,is_whisper,whisper_processed,trigger,raw_score,whisper_probability,stage1_silero_threshold,stage1_silero_low_pass,stage1_enter_count,stage1_exit_count,stage1_candidate,zcr_threshold,zcr_pass,centroid_threshold,centroid_pass,group_a_pass,entropy_threshold,group_b_pass,total_band_energy,low_proportion,mid_proportion,high_proportion,low_proportion_threshold,group_c_pass,silero_rolling_median,high_silero_threshold,high_silero_raw,high_silero_count,high_silero_normal_evidence,silero_penalty,group_count,effective_group_score,grouped_v1_raw_is_whisper,stage2_is_whisper,stage2_consecutive_count,legacy_is_whisper,grouped_v1_is_whisper,whisper_classifier_implementation,final_trigger,rms,zcr,entropy,voicing,hnr,spectral_centroid,band_energy_low,band_energy_mid,band_energy_high,temporal_score,formant_score,low_proportion_std,mid_proportion_std,high_proportion_std,zcr_std,entropy_std,spectral_centroid_std,spectral_flux,cepstral_peak_prominence,spectral_slope,spectral_rolloff,spectral_flatness,temporal_v1_window_full,temporal_v1_silero_median,temporal_v1_low_proportion_std,temporal_v1_silero_min_pass,temporal_v1_silero_max_pass,temporal_v1_low_proportion_std_pass,temporal_v1_raw_is_whisper,temporal_v1_is_whisper,temporal_v1_qualifying_run,confirmation_frames,webrtc_mode_0_evaluated,webrtc_mode_0_is_speech,webrtc_mode_1_evaluated,webrtc_mode_1_is_speech,webrtc_mode_2_evaluated,webrtc_mode_2_is_speech
67,2026-08-08T17:45:30.586621,shadow,silero,webrtc,False,0.001237260177731514,True,True,True,1,False,True,False,0,0.0,,,,,,,,,,,,,0.08165472329185484,0.7598760491815819,0.23621895286893818,0.003904997937233121,,,,,,,,,,,,,,,False,temporal_v1,False,0.000843909521520016,0.11482254697286012,3.0259262476328854,0.9271901517375782,85.00868976098062,1401.8678626963467,0.062047468532029956,0.01928839323280485,0.0003188615260200344,0.0,0.0,0.013889815201645358,0.010493369737796843,0.017962339257564717,0.0212697881034656,0.29216101215947643,78.85058627694089,0.012974725411669627,0.7852427453792759,-0.0004715837748494054,1233.3333333333335,0.012635141012931643,True,0.0008449300657957792,0.013889815201645358,False,True,False,False,False,0,20,True,True,True,True,True,True
68,2026-08-08T17:45:30.592753,shadow,silero,webrtc,False,0.014310363680124283,True,True,True,1,False,True,False,0,0.0,,,,,,,,,,,,,0.7177353985703478,0.19378957142009348,0.7976502112959155,0.008560217282597772,,,,,,,,,,,,,,,False,temporal_v1,False,0.0024976577486119215,0.13778705636743216,2.482506233253669,0.8988846833175412,94.30442177650812,1462.2065689913338,0.13908963528197768,0.5725017923241961,0.006143970963174092,0.0,0.0,0.16395962168493053,0.1738288280631205,0.020334346156535354,0.021204115115815648,0.46705570176960154,77.79821184443863,0.020977139984319902,1.421136259644318,-0.0008487911469610991,1400.0,0.002602625974260806,True,0.0008449300657957792,0.16395962168493053,False,True,True,False,False,0,20,True,True,True,True,True,True
69,2026-08-08T17:45:30.599352,shadow,silero,webrtc,False,0.044507645070552826,True,True,True,1,False,True,False,0,0.0,,,,,,,,,,,,,1.613721618884897,0.10328436674704848,0.8333439029261023,0.06337173032622935,,,,,,,,,,,,,,,False,temporal_v1,False,0.003752432881335821,0.16701461377870563,3.268707205558979,0.8494471722757639,97.59448142702566,1724.0707064429535,0.16667221551254852,1.3447850721177683,0.10226433125357996,0.0,0.0,0.23752475369779202,0.23855271227344854,0.021077216859413397,0.02375192092413844,0.4641449676268001,111.16938514602148,0.020988175957112793,1.0170904391250395,-0.0005991280507948764,1633.3333333333335,0.01760298541286549,True,0.0008449300657957792,0.23752475369779202,False,True,True,False,False,0,20,True,True,True,True,True,True
70,2026-08-08T17:45:30.605978,shadow,silero,webrtc,False,0.026754675433039665,True,True,True,1,False,True,False,0,0.0,,,,,,,,,,,,,3.0129356028756598,0.04906946477398782,0.908673511136851,0.04225702408882911,,,,,,,,,,,,,,,True,temporal_v1,False,0.005115403652981679,0.17118997912317327,2.7766047718971474,0.8477211603212963,100.27771765903563,1719.328700704058,0.14784313743160094,2.7377747730942508,0.1273176923488076,0.0,0.0,0.28813664743943357,0.2878677105945465,0.020801826187170695,0.026149423463778795,0.49692419403080323,132.5107312625002,0.009632103868629973,1.3527342929892963,-0.0007780752576361698,2000.0000000000002,0.003499174159892261,True,0.0008449300657957792,0.28813664743943357,False,True,True,False,False,0,20,True,True,True,True,True,True
71,2026-08-08T17:45:30.613522,shadow,silero,webrtc,False,0.01677601784467697,True,True,True,1,False,True,False,0,0.0,,,,,,,,,,,,,1.100229692464367,0.11704389738179984,0.8303679983547546,0.052588104262536524,,,,,,,,,,,,,,,True,temporal_v1,False,0.003093348206757685,0.20250521920668058,3.351887185842145,0.8138968994245355,95.73178963457343,1788.5208560732874,0.12877517122120857,0.9135955274621037,0.05785899378005463,0.0,0.0,0.30887543240766135,0.3057359452347151,0.02059501125255006,0.03258992346531794,0.4661576829979534,157.9912682602335,0.013259645837972997,1.9152571629051505,-0.0011473356867609968,2100.0,0.0013207031445605305,True,0.0010061459033749998,0.30887543240766135,False,True,True,False,False,0,20,True,True,True,True,True,True
72,2026-08-08T17:45:30.621582,shadow,silero,webrtc,False,0.03651602938771248,True,True,True,1,True,True,False,1,0.0,,,,,,,,,,,,,0.07066911162652702,0.35131655373615617,0.5355176407192132,0.11316580553048013,,,,,,,,,,,,,,,True,temporal_v1,False,0.0007868051068475082,0.21294363256784968,3.8638877698358622,0.8006443714688544,83.76261842888582,1853.8734252304519,0.024827228752227197,0.037844555929960465,0.007997326943339348,0.0,0.0,0.2997469695238418,0.2936167855351297,0.030392888168769994,0.03865822383811573,0.46640675690967237,184.3235196930587,0.011083489043271916,1.2137118797220294,-0.0007099117133063366,2300.0,0.019660102907940055,True,0.007773811928927898,0.2997469695238418,True,True,True,True,True,1,20,True,True,True,True,True,True
73,2026-08-08T17:45:30.630143,shadow,silero,webrtc,False,0.06233358010649681,True,True,True,1,True,True,False,1,0.0,,,,,,,,,,,,,0.14081486144499733,0.5550086694923207,0.30007074842101383,0.1449205820795639,,,,,,,,,,,,,,,True,temporal_v1,False,0.001109229144143273,0.19832985386221294,3.128388433998216,0.834850185287959,86.930790660696,1823.199550370518,0.07815346889533346,0.04225442086260171,0.020406971686062154,0.0,0.0,0.2864292755337325,0.2853054543266323,0.04277366174560373,0.04117342141334797,0.43849688263230335,196.62316079225565,0.009019477983954196,1.3871249060869886,-0.0008206570618303484,2466.666666666667,0.009378193791492708,True,0.015543190762400627,0.2864292755337325,True,True,True,True,True,2,20,True,True,True,True,True,True
74,2026-08-08T17:45:30.638714,shadow,silero,webrtc,False,0.07217171788215637,True,True,True,1,True,True,False,1,0.0,,,,,,,,,,,,,0.08615695622134385,0.41953681789839103,0.41088849180983994,0.1695746902801623,,,,,,,,,,,,,,,True,temporal_v1,False,0.0008728858874174596,0.18580375782881003,3.9684896713172995,0.7813359823729358,84.55979451793584,1869.1121170256115,0.03614601525291358,0.03540090180071438,0.014610039166715888,0.0,0.0,0.2709778324410475,0.27254947614482056,0.05498389830325775,0.04205320521758387,0.44234462464212176,208.89359248941335,0.012089389733165593,1.326283980688751,-0.0007918359167103514,2600.0,0.01828377870376219,True,0.02176534663885832,0.2709778324410475,True,True,True,True,True,3,20,True,True,True,True,True,True
75,2026-08-08T17:45:30.647930,shadow,silero,webrtc,False,0.09393344819545746,True,True,True,1,True,True,False,1,0.0,,,,,,,,,,,,,0.08687450420327444,0.26139969954830833,0.3758437260927361,0.36275657434744457,,,,,,,,,,,,,,,True,temporal_v1,False,0.0008853306398448377,0.30062630480167013,4.2748501848043805,0.6182913514269526,83.66823488237627,2343.078572467805,0.02270896929714419,0.03265123736221773,0.03151429754291251,0.0,0.0,0.24909015029207107,0.2576350683644132,0.10397960012666492,0.05558139013035442,0.5238795489114378,289.44033895832996,0.006419997304403865,0.9743697874268137,-0.000564243677591243,3366.666666666667,0.05531836542899462,True,0.03163535241037607,0.24909015029207107,True,True,True,True,True,4,20,True,True,True,True,True,True
76,2026-08-08T17:45:30.656630,shadow,silero,webrtc,False,0.2018146961927414,True,True,True,1,True,True,False,1,0.0,,,,,,,,,,,,,0.102537023043976,0.2085355382104939,0.14825064395964538,0.643213817820108,,,,,,,,,,,,,,,True,temporal_v1,False,0.0009842853315201558,0.37160751565762007,4.301550889158073,0.45722518533732676,83.2815520786491,2553.5895418642276,0.02138261328697735,0.01520117969597444,0.0659532300600242,0.0,0.0,0.21205536182377055,0.26824764462952194,0.1895135537365572,0.07252887234582125,0.5967072347276375,335.7128780418557,0.005002944120555003,1.1319196312963675,-0.0006722170621818553,3733.3333333333335,0.03506266384092868,True,0.04051183722913265,0.21205536182377055,True,True,True,True,True,5,20,True,True,True,True,True,True
77,2026-08-08T17:45:30.663259,shadow,silero,webrtc,False,0.2578177750110626,True,True,True,1,True,True,False,1,0.0,,,,,,,,,,,,,0.04415843030511363,0.5509433810075492,0.20855121248640945,0.24050540648339575,,,,,,,,,,,,,,,True,temporal_v1,False,0.0006432538806867921,0.3235908141962422,4.211069013428362,0.7782401509805194,81.88650935159019,1929.3754190677316,0.024328794892285524,0.009209294181628054,0.010620341230200054,0.0,0.0,0.1725062894338376,0.27146612622168326,0.18315765032283915,0.07324642911647723,0.6191191133097478,300.0973966797521,0.004556243925848973,1.154175647752624,-0.0006777423639225053,3100.0,0.03730534544875403,True,0.05342061258852482,0.1725062894338376,True,True,True,True,True,6,20,True,True,True,True,True,True
78,2026-08-08T17:45:30.672887,shadow,silero,webrtc,False,0.36594638228416443,True,True,True,1,True,True,False,1,0.0,,,,,,,,,,,,,0.20446765393063313,0.6529146481881152,0.223931810912188,0.12315354089480603,,,,,,,,,,,,,,,True,temporal_v1,False,0.0013446966912189502,0.1941544885177453,3.788201290239432,0.8450702520575517,88.65661165162608,1988.3444470842906,0.1334999263319686,0.04578681201765323,0.025180915580011273,0.0,0.0,0.20179843336077763,0.27050045788502336,0.17523022381739548,0.06814453360002377,0.5046174034919513,261.16309030184095,0.003710661312348741,0.705788734317034,-0.000413457458009533,2300.0,0.0788900322565978,True,0.06725264899432659,0.20179843336077763,True,True,True,True,True,7,20,True,True,True,True,True,True
79,2026-08-08T17:45:30.681991,shadow,silero,webrtc,False,0.2751948833465576,True,True,True,1,True,True,False,1,0.0,,,,,,,,,,,,,0.7253533286926195,0.6128155542624419,0.2614076105307355,0.1257768352054439,,,,,,,,,,,,,,,True,temporal_v1,False,0.002517645409517685,0.17954070981210857,2.8946050246717445,0.8169879645182807,93.95931318357798,1873.608273450299,0.44450780215887487,0.18961288044405286,0.09123264608869178,0.0,0.0,0.2032245609905783,0.24882025580945352,0.17148293863169503,0.06703022080375581,0.5468157124980211,251.36643639667204,0.013367188422766324,1.104052622348236,-0.000641727614025372,2366.666666666667,0.01217694451907004,True,0.08305258303880692,0.2032245609905783,True,True,True,True,True,8,20,True,True,True,True,True,True
80,2026-08-08T17:45:30.686559,shadow,silero,webrtc,False,0.2751948833465576,True,True,True,1,True,True,False,1,0.0,,,,,,,,,,,,,0.20026007206094304,0.5881511906737351,0.28100720082879455,0.13084160849247672,,,,,,,,,,,,,,,True,temporal_v1,False,0.0013289741222339596,0.20041753653444677,3.4587842230382213,0.8298751576713772,88.47584258576155,1856.4052272914669,0.11778319982705164,0.05627452228761829,0.026202349945273085,0.0,0.0,0.17890281743331993,0.18991463544606854,0.16518533350743672,0.06482750544978806,0.4700169142169212,240.60075604654568,0.014079572360124831,1.060585521241119,-0.000620293005986646,2266.666666666667,0.02913164558873621,True,0.14787407219409943,0.17890281743331993,True,True,True,True,True,9,20,True,True,True,True,True,True
81,2026-08-08T17:45:30.693069,shadow,silero,webrtc,False,0.24202176928520203,True,True,True,1,True,True,False,1,0.0,,,,,,,,,,,,,0.06631927618366634,0.4992975351052037,0.3311226839186685,0.16957978096104914,,,,,,,,,,,,,,,True,temporal_v1,False,0.000774593922057867,0.2546972860125261,4.030194332821598,0.8059266092337061,83.65522607436591,1871.2966336147072,0.03311305112846585,0.02195981672547903,0.011246408328721461,0.0,0.0,0.14524477544662606,0.10626678698802756,0.1575425370591755,0.06393900973325074,0.46023944635261765,234.9562892682899,0.00849422863959234,1.063564105983429,-0.0006096226675124331,2533.3333333333335,0.035795637917415794,True,0.2219182327389717,0.14524477544662606,True,True,True,True,True,10,20,True,True,True,True,True,True
82,2026-08-08T17:45:30.700703,shadow,silero,webrtc,False,0.22671334445476532,True,True,True,1,True,True,False,1,0.0,,,,,,,,,,,,,0.055946826824704345,0.5386762760141635,0.29111792470146647,0.17020579926649598,,,,,,,,,,,,,,,True,temporal_v1,False,0.0007206858915678018,0.2588726513569937,4.201684985315486,0.7952917620774596,82.9698919994204,1877.8413606830773,0.03013722832874104,0.016287124118840264,0.00952247437612304,0.0,0.0,0.14074223426239513,0.07436888567948158,0.15448919465807998,0.0633211740888632,0.4763890544675645,233.61070308201994,0.003854684618530601,1.4934073311345502,-0.0009038916503777074,2633.3333333333335,0.018630188445063586,True,0.23436755686998367,0.14074223426239513,True,True,True,True,True,11,20,True,True,True,True,True,True
83,2026-08-08T17:45:30.707307,shadow,silero,webrtc,False,0.21322298049926758,True,True,True,1,True,True,False,1,0.0,,,,,,,,,,,,,0.15316941776650134,0.3137436921409021,0.3526643636532271,0.33359194419934207,,,,,,,,,,,,,,,True,temporal_v1,False,0.0011645329402148925,0.267223382045929,3.9568556622812516,0.6974998751842052,86.57417966264771,2003.9258851963166,0.048055938653134414,0.0540173952477585,0.05109608386460843,0.0,0.0,0.14781381318923398,0.07718118827923413,0.15470518597705393,0.06139526545436327,0.41613127251823806,226.21711538621602,0.005502170695734761,1.1477984244436885,-0.0006661778273541681,2633.3333333333335,0.023220005847174492,True,0.23436755686998367,0.14781381318923398,True,True,True,True,True,12,20,True,True,True,True,True,True
84,2026-08-08T17:45:30.713306,shadow,silero,webrtc,False,0.1928112506866455,True,True,True,1,True,True,False,1,0.0,,,,,,,,,,,,,0.24726682980709178,0.4705184595706742,0.10091553228303614,0.4285660081422455,,,,,,,,,,,,,,,True,temporal_v1,False,0.0014778994218501824,0.24634655532359082,3.5347396785830214,0.6972032088813719,88.64340631814275,2029.5124633014073,0.11634360786375689,0.024953063745921572,0.10597015819641332,0.0,0.0,0.14704880569210607,0.0837596184983359,0.16113418968476512,0.05725124784313874,0.43000557775942977,220.80863578815016,0.008921493471006776,1.354699550052663,-0.0007914168538187635,2933.3333333333335,0.007883557295204822,True,0.23436755686998367,0.14704880569210607,True,True,True,True,True,13,20,True,True,True,True,True,True
85,2026-08-08T17:45:30.720373,shadow,silero,webrtc,False,0.13983507454395294,True,True,True,1,True,True,False,1,0.0,,,,,,,,,,,,,0.35245018535638517,0.40827057597928557,0.07839252145551309,0.5133369025623641,,,,,,,,,,,,,,,True,temporal_v1,False,0.0017581190815295386,0.2818371607515658,3.4770859648980394,0.6615321733707699,89.92432641017977,2209.7085473258485,0.14389504017945734,0.02762945871754999,0.18092568645837784,0.0,0.0,0.1320837175153973,0.08909103456354031,0.17525264102875004,0.05617573527304674,0.42051276204864835,205.12980185304403,0.008368409429280637,0.9126459167177999,-0.0005189903137779204,2966.666666666667,0.021400570228837575,True,0.23436755686998367,0.1320837175153973,True,True,True,True,True,14,20,True,True,True,True,True,True
86,2026-08-08T17:45:30.725954,shadow,silero,webrtc,False,0.14925920963287354,True,True,True,1,True,True,False,1,0.0,,,,,,,,,,,,,0.555947741467962,0.41864666551422214,0.3804724590303932,0.20088087545358613,,,,,,,,,,,,,,,True,temporal_v1,False,0.0022053411365468537,0.21920668058455114,3.6632421254193104,0.7582140793360956,92.48488649685666,1880.909462334428,0.23274566816572512,0.2115228042887088,0.11167926901252817,0.0,0.0,0.09913340036216847,0.09538860595616934,0.12995124305459937,0.04216705575138135,0.38421026327415375,104.54707282016656,0.009318157514157523,1.7641719419851607,-0.0010367086139805458,2566.666666666667,0.00349600789940786,True,0.23436755686998367,0.09913340036216847,True,True,True,True,True,15,20,True,True,True,True,True,True
87,2026-08-08T17:45:30.732386,shadow,silero,webrtc,False,0.15747223794460297,True,True,True,1,True,True,False,1,0.0,,,,,,,,,,,,,0.6565378251484916,0.11168534973222904,0.8557467608048268,0.03256788946142099,,,,,,,,,,,,,,,True,temporal_v1,False,0.002389660605805989,0.17118997912317327,3.0041724305292266,0.854110637439142,93.69881418708432,1655.7324511872973,0.07332565661414632,0.5618301172166674,0.021382051316677815,0.0,0.0,0.15228743891850052,0.2032423020787992,0.14460037146978294,0.03740915312362806,0.4007180205614616,137.5231684328036,0.015058563684146554,1.7883634581638441,-0.0010635775208485544,1700.0000000000002,0.0016169984749974846,True,0.21996816247701645,0.15228743891850052,True,True,True,True,True,16,20,True,True,True,True,True,True
88,2026-08-08T17:45:30.739593,shadow,silero,webrtc,False,0.18709443509578705,True,True,True,1,True,True,False,1,0.0,,,,,,,,,,,,,0.23801326458106142,0.21648137602523385,0.7658998975391145,0.017618726431450123,,,,,,,,,,,,,,,True,temporal_v1,False,0.0014423249562152767,0.18580375782881003,3.336961216200695,0.8591594603314145,89.33759607099317,1741.417961243394,0.05152543902876623,0.18229433495558509,0.004193490595710079,0.0,0.0,0.15370014772222926,0.24041295916629998,0.15497078153064928,0.038225121969938526,0.4024947854024151,145.80284710492955,0.007956097583593735,0.8627478387921088,-0.0004929402936074091,1633.3333333333335,0.019367556691782584,True,0.20301711559295654,0.15370014772222926,True,True,True,True,True,17,20,True,True,True,True,True,True
89,2026-08-08T17:45:30.745635,shadow,silero,webrtc,False,0.17579247057437897,True,True,True,1,True,True,False,1,0.0,,,,,,,,,,,,,0.13719575327725936,0.49384828499085565,0.4859204971603941,0.02023121784146141,,,,,,,,,,,,,,,True,temporal_v1,False,0.0010946268624907498,0.17118997912317327,3.3843782019654918,0.8733318826135538,87.01107756525667,1557.8005703263789,0.0677538874640031,0.06666622864078063,0.002775637171475627,0.0,0.0,0.14233099775422578,0.23971750568062009,0.16384410049965675,0.03931777732539334,0.344703856283638,178.6162945398611,0.0101542736157452,1.326156216941281,-0.0007788360663292203,1700.0000000000002,0.0071438080042676025,True,0.18995284289121628,0.14233099775422578,True,True,True,True,True,18,20,True,True,True,True,True,True
90,2026-08-08T17:45:30.753813,shadow,silero,webrtc,False,0.16540729999542236,True,True,True,1,True,True,False,1,0.0,,,,,,,,,,,,,0.03408877262906298,0.699098590819153,0.24958766844724406,0.05131374070426773,,,,,,,,,,,,,,,True,temporal_v1,False,0.0005555405721367066,0.1440501043841336,3.6293298104095433,0.8974201722202337,81.2276385457073,1563.4998556307612,0.023831412907732445,0.008508137280716059,0.0017492224396144767,0.0,0.0,0.1594029568000987,0.24135626402574206,0.1689432544266421,0.046006766610956894,0.3412589397230525,200.82602597367153,0.013442048767459535,1.4626785865002183,-0.000871123792531951,1600.0,0.010765095070943408,True,0.181443452835083,0.1594029568000987,True,True,True,True,True,19,20,True,True,True,True,True,True
91,2026-08-08T17:45:30.762395,shadow,silero,webrtc,False,0.20279912650585175,True,True,True,1,True,True,True,1,0.0,,,,,,,,,,,,,0.050715041197441565,0.8157244237347707,0.11413451353324071,0.07014106271227045,,,,,,,,,,,,,,,True,temporal_v1,True,0.0006860504630139867,0.15031315240083507,3.6980563510547726,0.9066890406533731,83.10896864677508,1548.7887911819093,0.04136949775546818,0.0057883365558882545,0.0035572068850851287,0.0,0.0,0.19906577447365112,0.25497082033559265,0.17295438987767875,0.048721343284558905,0.315058245728286,218.21901539769624,0.0033648657718278723,1.2477523582897236,-0.0007565359285793555,1200.0,0.021256261665418108,True,0.181443452835083,0.19906577447365112,True,True,True,True,True,20,20,True,True,True,True,True,True
92,2026-08-08T17:45:30.771183,shadow,silero,webrtc,False,0.3116092085838318,True,True,True,1,True,True,False,1,0.0,,,,,,,,,,,,,0.10428862964675473,0.5897147770514399,0.27934541368248766,0.1309398092564836,,,,,,,,,,,,,,,True,temporal_v1,False,0.0009905709199278542,0.2985386221294363,4.127523474974895,0.8186864762028159,85.86240552399602,1885.5211203061651,0.06150054598113615,0.029132550391052447,0.013655533273566124,0.0,0.0,0.20194155010426137,0.25534760514765165,0.17366375330388373,0.0539095291515791,0.3011046019550559,218.48063572836088,0.0031388812017917353,1.0585137745481634,-0.0006191378729519363,2500.0,0.04222016909484595,True,0.181443452835083,0.20194155010426137,True,True,True,True,True,21,20,True,True,True,True,True,True
93,2026-08-08T17:45:30.779321,shadow,silero,webrtc,False,0.24124300479888916,True,True,True,1,True,True,False,1,0.0,,,,,,,,,,,,,0.2924547324626694,0.4544346861728051,0.40341042375049224,0.14215489007328336,,,,,,,,,,,,,,,True,temporal_v1,False,0.0016360407027433683,0.24425887265135698,4.164648853596921,0.8152864777952711,90.20529401304239,1747.2859304603635,0.13290157456642485,0.1179792875506023,0.041573870344642265,0.0,0.0,0.19652396036996983,0.2555302179977824,0.166053263129451,0.05203148574408049,0.3319040623518472,208.77915354414148,0.0029921537142912637,1.2084210390120356,-0.0007166544706255065,2466.666666666667,0.027543855354084053,True,0.181443452835083,0.19652396036996983,True,True,True,True,True,22,20,True,True,True,True,True,True
94,2026-08-08T17:45:30.789182,shadow,silero,webrtc,False,0.18895713984966278,True,True,True,1,True,True,False,1,0.0,,,,,,,,,,,,,0.45395005317549475,0.5346175939713522,0.26940817625993657,0.19597422976650836,,,,,,,,,,,,,,,True,temporal_v1,False,0.0020251453464499927,0.22338204592901878,4.104630330076196,0.8075029620895058,92.01751939122941,1729.0197357970223,0.2426896852118504,0.12229785593911127,0.0889625120235331,0.0,0.0,0.19754938008413905,0.24235599949139122,0.14136972178660323,0.05092790518931715,0.36293568124619296,191.94084952891194,0.004370249481135407,1.2168939441431093,-0.0007201018670408696,2866.666666666667,0.023150488544719915,True,0.181443452835083,0.19754938008413905,True,True,True,True,True,23,20,True,True,True,True,True,True
95,2026-08-08T17:45:30.797859,shadow,silero,webrtc,False,0.17445704340934753,True,True,True,1,True,True,False,1,0.0,,,,,,,,,,,,,0.47606348484801597,0.48508629402629716,0.40697596870593794,0.10793773726566443,,,,,,,,,,,,,,,True,temporal_v1,False,0.0020624165318634388,0.18789144050104384,4.022379080507702,0.8436027192442561,92.36555011444369,1755.1953103846752,0.23093187158616835,0.1937463979115459,0.051385215349301766,0.0,0.0,0.1963240454375884,0.21929854998373488,0.06561448293970058,0.044933216997453916,0.37234891332944875,117.5751156094833,0.003482572814889685,1.0195863230291664,-0.0006015935104469455,2000.0000000000002,0.043352179766363796,True,0.181443452835083,0.1963240454375884,True,True,True,True,True,24,20,True,True,True,True,True,True
96,2026-08-08T17:45:30.804351,shadow,silero,webrtc,False,0.17445704340934753,True,True,True,1,True,True,False,1,0.0,,,,,,,,,,,,,0.4095982596340996,0.33461121589476517,0.6027741007225311,0.06261468338026228,,,,,,,,,,,,,,,True,temporal_v1,False,0.0019120561596581924,0.19206680584551147,4.039905357295651,0.8520894803066299,91.75139695818967,1680.09512612585,0.13705617168454579,0.24689522260845823,0.025646865340095613,0.0,0.0,0.2006050337337261,0.22524120115769636,0.05614742346111166,0.04448332027765673,0.38421868371928813,102.22126519996802,0.003448292709999586,1.152852489339548,-0.0006745562214078654,1700.0000000000002,0.030289159213468152,True,0.181443452835083,0.2006050337337261,True,True,True,True,True,25,20,True,True,True,True,True,True
97,2026-08-08T17:45:30.810884,shadow,silero,webrtc,False,0.17530913650989532,True,True,True,1,True,True,False,1,0.0,,,,,,,,,,,,,0.33873507804415254,0.22825249735819644,0.7256222845904624,0.04612521804838899,,,,,,,,,,,,,,,True,temporal_v1,False,0.0017345972043781596,0.18580375782881003,3.5434951155917322,0.8519509416371889,90.90432559568647,1601.8618640342595,0.07731712750640139,0.24579372120132656,0.015624229335424598,0.0,0.0,0.18174004719355266,0.2037747739384252,0.05506292071233873,0.04385127633608726,0.30532700654440315,105.07697617911977,0.005709632212706992,1.4187818751460919,-0.0008498219418718196,1733.3333333333335,0.010726570059074897,True,0.181443452835083,0.18174004719355266,True,True,True,True,True,26,20,True,True,True,True,True,True
98,2026-08-08T17:45:30.817333,shadow,silero,webrtc,False,0.15505072474479675,True,True,True,1,True,True,False,1,0.0,,,,,,,,,,,,,0.3317676285165619,0.27974371650747387,0.693182256379678,0.0270740271098341,,,,,,,,,,,,,,,True,temporal_v1,False,0.0017093836124946597,0.17954070981210857,3.4698255471825394,0.861171537013715,90.82385703509647,1652.5124574700367,0.092809909418094,0.22997543332884518,0.008982285768622766,0.0,0.0,0.17317576875314122,0.1926638879042935,0.053976710413115546,0.04406988840272965,0.2870065112705513,103.33980198530809,0.005284971585966936,0.9735737633363419,-0.0005712861488014021,1700.0000000000002,0.023384660012927633,True,0.17555080354213715,0.17317576875314122,True,True,True,True,True,27,20,True,True,True,True,True,True
99,2026-08-08T17:45:30.822489,shadow,silero,webrtc,False,0.13197365403175354,True,True,True,1,True,True,False,1,0.0,,,,,,,,,,,,,0.3994435818901541,0.21846857466647834,0.7618952897757881,0.01963613555523005,,,,,,,,,,,,,,,True,temporal_v1,False,0.0018714411697216358,0.17536534446764093,3.465505518005081,0.8528246064798422,91.56859555067335,1616.2637911273835,0.08726586999521468,0.30433418357327774,0.007843528320661701,0.0,0.0,0.19153667784090225,0.21781841399671611,0.0540488605358744,0.04383586803557679,0.2755405618887524,98.23231845092117,0.008310135363174842,1.1075964155653761,-0.0006499517716881127,1666.6666666666667,0.0170467384739526,True,0.17488308995962143,0.19153667784090225,True,True,True,True,True,28,20,True,True,True,True,True,True
100,2026-08-08T17:45:30.832784,shadow,silero,webrtc,False,0.10914779454469681,True,True,True,1,True,True,False,1,0.0,,,,,,,,,,,,,0.2898333861515273,0.22790495594168125,0.737597551999146,0.03449749205572248,,,,,,,,,,,,,,,True,temporal_v1,False,0.0015980489427989365,0.16701461377870563,3.7388252539128226,0.8388206115639242,90.12458981409242,1641.8831996814295,0.06605446510129212,0.21378039611298974,0.00999852493624546,0.0,0.0,0.18577051206671188,0.22193739746021449,0.055329385808053154,0.041481366871047316,0.26959809110019073,91.69238775671376,0.0051676242097282435,1.3593398386122069,-0.000796464937263209,1800.0000000000002,0.011715342985812413,True,0.17488308995962143,0.18577051206671188,True,True,True,True,True,29,20,True,True,True,True,True,True
101,2026-08-08T17:45:30.842238,shadow,silero,webrtc,False,0.09720369428396225,True,True,True,1,True,True,False,1,0.0,,,,,,,,,,,,,0.2044991657037212,0.37307726244989325,0.5934107192060518,0.03351201833916491,,,,,,,,,,,,,,,True,temporal_v1,False,0.0013486151714526796,0.18162839248434237,3.873376733071699,0.8481361800905098,88.69778092375903,1546.9040519071782,0.0762939889140314,0.12135199699728276,0.0068531797914070285,0.0,0.0,0.129743449562516,0.18164990286430213,0.0572843149683646,0.03866724217407094,0.2656327134644036,91.97540901551083,0.005285298407160931,1.5432886359903177,-0.0009136702076279812,1833.3333333333335,0.008356379471823019,True,0.17445704340934753,0.129743449562516,True,True,True,True,True,30,20,True,True,True,True,True,True
102,2026-08-08T17:45:30.870538,shadow,silero,webrtc,False,0.08656193315982819,True,True,True,1,True,True,False,1,0.0,,,,,,,,,,,,,0.2145149027340263,0.20936378618468213,0.7726935121307071,0.017942701679949064,,,,,,,,,,,,,,,True,temporal_v1,False,0.0013772211638080141,0.20668058455114824,3.700669057145642,0.8218679329294936,88.74372801537326,1613.224577741725,0.044911652229434565,0.1657542735979318,0.003848976905659924,0.0,0.0,0.1154848249446094,0.16869167783248862,0.05727553898750116,0.02257112292045328,0.2523778419236534,65.17631031126315,0.0037177163499848885,1.1651081889542425,-0.0006762020487252221,1966.6666666666667,0.01440620324184205,True,0.16475388407707214,0.1154848249446094,True,True,True,True,True,31,20,True,True,True,True,True,True
