frame,timestamp,processing_mode,detector_profile,speech_detector_implementation,comparison_speech_detector_implementation,is_speech,speech_probability,speech_gate_open,comparison_speech_evaluated,comparison_speech_is_speech,comparison_speech_aggressiveness,is_whisper,whisper_processed,trigger,raw_score,whisper_probability,stage1_silero_threshold,stage1_silero_low_pass,stage1_enter_count,stage1_exit_count,stage1_candidate,zcr_threshold,zcr_pass,centroid_threshold,centroid_pass,group_a_pass,entropy_threshold,group_b_pass,total_band_energy,low_proportion,mid_proportion,high_proportion,low_proportion_threshold,group_c_pass,silero_rolling_median,high_silero_threshold,high_silero_raw,high_silero_count,high_silero_normal_evidence,silero_penalty,group_count,effective_group_score,grouped_v1_raw_is_whisper,stage2_is_whisper,stage2_consecutive_count,legacy_is_whisper,grouped_v1_is_whisper,whisper_classifier_implementation,final_trigger,rms,zcr,entropy,voicing,hnr,spectral_centroid,band_energy_low,band_energy_mid,band_energy_high,temporal_score,formant_score,low_proportion_std,mid_proportion_std,high_proportion_std,zcr_std,entropy_std,spectral_centroid_std,spectral_flux,cepstral_peak_prominence,spectral_slope,spectral_rolloff,spectral_flatness,temporal_v1_window_full,temporal_v1_silero_median,temporal_v1_low_proportion_std,temporal_v1_silero_min_pass,temporal_v1_silero_max_pass,temporal_v1_low_proportion_std_pass,temporal_v1_low_proportion_max,temporal_v1_low_proportion_max_pass,temporal_v1_raw_is_whisper,temporal_v1_is_whisper,temporal_v1_qualifying_run,webrtc_mode_0_evaluated,webrtc_mode_0_is_speech,webrtc_assist_open,webrtc_assist_enter_count,webrtc_assist_exit_count,temporal_candidate,temporal_qualifying_run,assisted_confirmation_requirement,fallback_confirmation_requirement,confirmation_requirement,threshold_crossing_route,trigger_route,trigger_suppression_reason,actuation_enabled,actuation_requested,actuation_started,actuation_suppression_reason
12,2026-08-16T20:33:11.938336,shadow,webrtc_assisted_temporal,silero,webrtc,False,0.0020779951009899378,True,True,False,0,True,True,False,1,0.0,,,,,,,,,,,,,0.004590522699529333,0.7882742725884421,0.16115495026999732,0.05057077692372044,,,,,,,,,,,,,,,,temporal_v1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0036185909417722167,0.0007397854573559436,0.00023214629940117288,0.0,0.0,0.0888700082935279,,,,,,,,,,,True,0.002562542213127017,0.0888700082935279,True,True,True,0.85,True,True,True,4,True,False,False,0,0,True,4,15,24,24,,,,False,False,False,
13,2026-08-16T20:33:11.946507,shadow,webrtc_assisted_temporal,silero,webrtc,False,0.002006521914154291,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.0047830223177215015,0.7552734830779186,0.19829544462509305,0.04643107208791528,,,,,,,,,,,,,,,,temporal_v1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0036124899255449375,0.0009484515371443282,0.00022208085403223468,0.0,0.0,0.06823645752340668,,,,,,,,,,,True,0.0023819446796551347,0.06823645752340668,False,True,True,0.85,True,False,False,0,True,False,False,0,0,False,0,15,24,24,,,,False,False,False,
14,2026-08-16T20:33:11.953663,shadow,webrtc_assisted_temporal,silero,webrtc,False,0.0017706764629110694,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.002195816401571984,0.7334184800897966,0.21005964350060646,0.056521875954185404,,,,,,,,,,,,,,,,temporal_v1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.001610452327797171,0.0004612524105069955,0.00012411166226781745,0.0,0.0,0.03784603419916302,,,,,,,,,,,True,0.0023819446796551347,0.03784603419916302,False,True,False,0.85,True,False,False,0,True,False,False,0,0,False,0,15,24,24,,,,False,False,False,
15,2026-08-16T20:33:11.959328,shadow,webrtc_assisted_temporal,silero,webrtc,False,0.0015069692162796855,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.0057459197904224,0.7300543742889543,0.2228757521182439,0.04706987341876517,,,,,,,,,,,,,,,,temporal_v1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0041948338773113445,0.0012806261949014947,0.00027045971720956005,0.0,0.0,0.03692524703730656,,,,,,,,,,,True,0.0023784348741173744,0.03692524703730656,False,True,False,0.85,True,False,False,0,True,False,False,0,0,False,0,15,24,24,,,,False,False,False,
16,2026-08-16T20:33:11.960657,shadow,webrtc_assisted_temporal,silero,webrtc,False,0.0015069692162796855,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.0025750647282947498,0.7370123769164886,0.2176824761672037,0.045305146527967986,,,,,,,,,,,,,,,,temporal_v1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0018978545761143253,0.0005605464663460287,0.00011666368483439571,0.0,0.0,0.03680263772284258,,,,,,,,,,,True,0.002138909068889916,0.03680263772284258,False,True,False,0.85,True,False,False,0,True,False,False,0,0,False,0,15,24,24,,,,False,False,False,
17,2026-08-16T20:33:11.967631,shadow,webrtc_assisted_temporal,silero,webrtc,False,0.001694454811513424,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.005457711639437776,0.6971712805044499,0.24488869310039277,0.05794002621193029,,,,,,,,,,,,,,,,temporal_v1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0038049598122908744,0.001336531870700719,0.00031621995544618177,0.0,0.0,0.024361506368996148,,,,,,,,,,,True,0.0020422585075721145,0.024361506368996148,False,True,False,0.85,True,False,False,0,True,False,False,0,0,False,0,15,24,24,,,,False,False,False,
18,2026-08-16T20:33:11.975670,shadow,webrtc_assisted_temporal,silero,webrtc,False,0.001371416263282299,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.003357395533491124,0.7304546214302786,0.21478864099058848,0.05475673728128298,,,,,,,,,,,,,,,,temporal_v1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0024524250834079674,0.0007211304239064303,0.0001838400251767264,0.0,0.0,0.02384746822963158,,,,,,,,,,,True,0.0018885991885326803,0.02384746822963158,False,True,False,0.85,True,False,False,0,True,False,False,0,0,False,0,15,24,24,,,,False,False,False,
19,2026-08-16T20:33:11.985693,shadow,webrtc_assisted_temporal,silero,webrtc,False,0.001329695456661284,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.005770111817186194,0.7402085894376863,0.21057558918374075,0.04921582120526587,,,,,,,,,,,,,,,,temporal_v1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.004271086329097118,0.001215044695560048,0.00028398079152902746,0.0,0.0,0.023737782705452102,,,,,,,,,,,True,0.0017325656372122467,0.023737782705452102,False,True,False,0.85,True,False,False,0,True,False,False,0,0,False,0,15,24,24,,,,False,False,False,
20,2026-08-16T20:33:11.993159,shadow,webrtc_assisted_temporal,silero,webrtc,False,0.001217699609696865,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.005947882443247249,0.7235970196740487,0.2222094135150117,0.05419356664281267,,,,,,,,,,,,,,,,temporal_v1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.004303870009305308,0.001321675469370206,0.0003223369635717352,0.0,0.0,0.024411274754635254,,,,,,,,,,,True,0.0016007120138965547,0.024411274754635254,False,True,False,0.85,True,False,False,0,True,False,False,0,0,False,0,15,24,24,,,,False,False,False,
21,2026-08-16T20:33:11.999727,shadow,webrtc_assisted_temporal,silero,webrtc,False,0.0010830031242221594,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.0027632933107960473,0.756324745353481,0.20079378366237505,0.04288147062225693,,,,,,,,,,,,,,,,temporal_v1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.002089947109624798,0.0005548521192436696,0.0001184940809275798,0.0,0.0,0.022735683062687397,,,,,,,,,,,True,0.0015069692162796855,0.022735683062687397,False,True,False,0.85,True,False,False,0,True,False,False,0,0,False,0,15,24,24,,,,False,False,False,
22,2026-08-16T20:33:12.009594,shadow,webrtc_assisted_temporal,silero,webrtc,False,0.0010649276664480567,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.007787700870075269,0.7307028560237611,0.21815234540098435,0.05114479844684695,,,,,,,,,,,,,,,,temporal_v1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.005690495267622728,0.0016989052100882063,0.0003983003913643342,0.0,0.0,0.015808720874144946,,,,,,,,,,,True,0.0014391927397809923,0.015808720874144946,False,True,False,0.85,True,False,False,0,True,False,False,0,0,False,0,15,24,24,,,,False,False,False,
23,2026-08-16T20:33:12.014875,shadow,webrtc_assisted_temporal,silero,webrtc,False,0.0010402961634099483,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.0025256966270798533,0.7119708992503891,0.22671983398396223,0.06130926636971828,,,,,,,,,,,,,,,,temporal_v1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.001798222498815718,0.0005726255199853977,0.00015484860727873773,0.0,0.0,0.01514690981604972,,,,,,,,,,,True,0.0013505558599717915,0.01514690981604972,False,True,False,0.85,True,False,False,0,True,False,False,0,0,False,0,15,24,24,,,,False,False,False,
24,2026-08-16T20:33:12.021899,shadow,webrtc_assisted_temporal,silero,webrtc,False,0.0008765373495407403,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.0026961367970391925,0.7064674112110607,0.2475154940416441,0.046017094376394015,,,,,,,,,,,,,,,,temporal_v1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0019047327832751593,0.0006673356313230117,0.0001240683814410212,0.0,0.0,0.016476591591933574,,,,,,,,,,,True,0.0012736975331790745,0.016476591591933574,False,True,False,0.85,True,False,False,0,True,False,False,0,0,False,0,15,24,24,,,,False,False,False,
25,2026-08-16T20:33:12.036605,shadow,webrtc_assisted_temporal,silero,webrtc,False,0.0008492027409374714,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.001369666564051428,0.7172499441653293,0.22868930724649889,0.054060747858067165,,,,,,,,,,,,,,,,temporal_v1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0009823932665910052,0.00031322809769161346,7.404519876880945e-05,0.0,0.0,0.01663929892170278,,,,,,,,,,,True,0.0011503513669595122,0.01663929892170278,False,True,False,0.85,True,False,False,0,True,False,False,0,0,False,0,15,24,24,,,,False,False,False,
26,2026-08-16T20:33:12.045364,shadow,webrtc_assisted_temporal,silero,webrtc,False,0.0010185209102928638,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.0003053193010814695,0.6132830879703897,0.3191565183135024,0.06756039044084815,,,,,,,,,,,,,,,,temporal_v1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.00018724716378420476,9.744464510707378e-05,2.062749119019095e-05,0.0,0.0,0.0368820269037286,,,,,,,,,,,True,0.001073965395335108,0.0368820269037286,False,True,False,0.85,True,False,False,0,True,False,False,0,0,False,0,15,24,24,,,,False,False,False,
