frame,timestamp,processing_mode,detector_profile,speech_detector_implementation,comparison_speech_detector_implementation,is_speech,speech_probability,speech_gate_open,comparison_speech_evaluated,comparison_speech_is_speech,comparison_speech_aggressiveness,is_whisper,whisper_processed,trigger,raw_score,whisper_probability,stage1_silero_threshold,stage1_silero_low_pass,stage1_enter_count,stage1_exit_count,stage1_candidate,zcr_threshold,zcr_pass,centroid_threshold,centroid_pass,group_a_pass,entropy_threshold,group_b_pass,total_band_energy,low_proportion,mid_proportion,high_proportion,low_proportion_threshold,group_c_pass,silero_rolling_median,high_silero_threshold,high_silero_raw,high_silero_count,high_silero_normal_evidence,silero_penalty,group_count,effective_group_score,grouped_v1_raw_is_whisper,stage2_is_whisper,stage2_consecutive_count,legacy_is_whisper,grouped_v1_is_whisper,whisper_classifier_implementation,final_trigger,rms,zcr,entropy,voicing,hnr,spectral_centroid,band_energy_low,band_energy_mid,band_energy_high,temporal_score,formant_score,low_proportion_std,mid_proportion_std,high_proportion_std,zcr_std,entropy_std,spectral_centroid_std,spectral_flux,cepstral_peak_prominence,spectral_slope,spectral_rolloff,spectral_flatness,temporal_v1_window_full,temporal_v1_silero_median,temporal_v1_low_proportion_std,temporal_v1_silero_min_pass,temporal_v1_silero_max_pass,temporal_v1_low_proportion_std_pass,temporal_v1_raw_is_whisper,temporal_v1_is_whisper,temporal_v1_qualifying_run,webrtc_mode_0_evaluated,webrtc_mode_0_is_speech,webrtc_assist_open,webrtc_assist_enter_count,webrtc_assist_exit_count,temporal_candidate,temporal_qualifying_run,assisted_confirmation_requirement,fallback_confirmation_requirement,confirmation_requirement,threshold_crossing_route,trigger_route,trigger_suppression_reason,actuation_enabled,actuation_requested,actuation_started,actuation_suppression_reason
24,2026-08-09T13:52:36.610887,shadow,webrtc_assisted_temporal,silero,webrtc,False,0.001153668388724327,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.002209865344290943,0.6669207838527376,0.27266158331604556,0.060417632378700625,,,,,,,,,,,,,,,,temporal_v1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0014738051276235156,0.0006025453836896266,0.00013351483197780088,0.0,0.0,0.02617829715281671,,,,,,,,,,,True,0.0013395824353210628,0.02617829715281671,False,True,False,False,False,0,True,False,False,0,0,False,0,15,24,24,,,,False,False,False,
25,2026-08-09T13:52:36.617802,shadow,webrtc_assisted_temporal,silero,webrtc,False,0.0010119919897988439,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.0027226833839492843,0.7288794880684714,0.21955926345587545,0.05156124810836847,,,,,,,,,,,,,,,,temporal_v1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0019845080710654875,0.0005977903584034554,0.0001403849534803413,0.0,0.0,0.02620069718605351,,,,,,,,,,,True,0.0012621594942174852,0.02620069718605351,False,True,False,False,False,0,True,False,False,0,0,False,0,15,24,24,,,,False,False,False,
26,2026-08-09T13:52:36.623763,shadow,webrtc_assisted_temporal,silero,webrtc,False,0.0009143287898041308,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.0030932541301144875,0.7446146607674398,0.1996718888051767,0.055713450104099366,,,,,,,,,,,,,,,,temporal_v1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.002303282374762681,0.0006176358947143735,0.0001723358596374328,0.0,0.0,0.026264514494566463,,,,,,,,,,,True,0.0012223647208884358,0.026264514494566463,False,True,False,False,False,0,True,False,False,0,0,False,0,15,24,24,,,,False,False,False,
27,2026-08-09T13:52:36.629721,shadow,webrtc_assisted_temporal,silero,webrtc,False,0.0010282226139679551,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.0032458607303599445,0.7401219309520515,0.21040363855719502,0.049474430182668866,,,,,,,,,,,,,,,,temporal_v1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.002402332711355438,0.0006829409079176468,0.00016058711008685964,0.0,0.0,0.026270402246832324,,,,,,,,,,,True,0.0011922606499865651,0.026270402246832324,False,True,False,False,False,0,True,False,False,0,0,False,0,15,24,24,,,,False,False,False,
28,2026-08-09T13:52:36.634515,shadow,webrtc_assisted_temporal,silero,webrtc,False,0.0010559542570263147,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.0018713325309702225,0.6934818782061415,0.2444994172172178,0.062018704042262285,,,,,,,,,,,,,,,,temporal_v1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0012977351983254823,0.00045753971324184056,0.00011605761840289986,0.0,0.0,0.02939679920166999,,,,,,,,,,,True,0.0011664217454381287,0.02939679920166999,False,True,False,False,False,0,True,False,False,0,0,False,0,15,24,24,,,,False,False,False,
29,2026-08-09T13:52:36.639852,shadow,webrtc_assisted_temporal,silero,webrtc,False,0.0011129184858873487,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.002809571813399349,0.7339888185952222,0.20657569352943325,0.059435487519418434,,,,,,,,,,,,,,,,temporal_v1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0020621942960754244,0.0005803892458737179,0.00016698827045020682,0.0,0.0,0.02870001192265243,,,,,,,,,,,True,0.0011332934373058379,0.02870001192265243,False,True,False,False,False,0,True,False,False,0,0,False,0,15,24,24,,,,False,False,False,
30,2026-08-09T13:52:36.645226,shadow,webrtc_assisted_temporal,silero,webrtc,False,0.0011156783439218998,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.0025319997536099813,0.7638944948345453,0.18878502597304256,0.04732047879746747,,,,,,,,,,,,,,,,temporal_v1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0019341806727050897,0.0004780036392489977,0.000119815440655894,0.0,0.0,0.02939441142398325,,,,,,,,,,,True,0.0011142984149046242,0.02939441142398325,False,True,False,False,False,0,True,False,False,0,0,False,0,15,24,24,,,,False,False,False,
31,2026-08-09T13:52:36.651480,shadow,webrtc_assisted_temporal,silero,webrtc,False,0.001016168505884707,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.00129473919527493,0.7618658239424632,0.197009413623116,0.04112476166206463,,,,,,,,,,,,,,,,temporal_v1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0009864175437987361,0.00025507580965597904,5.324584082021485e-05,0.0,0.0,0.03021057325394287,,,,,,,,,,,True,0.0010844363714568317,0.03021057325394287,False,True,False,False,False,0,True,False,False,0,0,False,0,15,24,24,,,,False,False,False,
32,2026-08-09T13:52:36.652623,shadow,webrtc_assisted_temporal,silero,webrtc,False,0.001016168505884707,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.002360016193550018,0.7888560713199955,0.1659333844634698,0.04521054379280886,,,,,,,,,,,,,,,,temporal_v1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.001861713102695437,0.00039160547438434973,0.00010669761547023116,0.0,0.0,0.03446765598242608,,,,,,,,,,,True,0.001042088435497135,0.03446765598242608,False,True,False,False,False,0,True,False,False,0,0,False,0,15,24,24,,,,False,False,False,
33,2026-08-09T13:52:36.661348,shadow,webrtc_assisted_temporal,silero,webrtc,False,0.0009696540655568242,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.0008779606284173721,0.6996702389406747,0.2351513294123031,0.06517843050801897,,,,,,,,,,,,,,,,temporal_v1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0006142829226652877,0.0002064536089440061,5.7224095808078356e-05,0.0,0.0,0.03484862222488751,,,,,,,,,,,True,0.001022195559926331,0.03484862222488751,False,True,False,False,False,0,True,False,False,0,0,False,0,15,24,24,,,,False,False,False,
34,2026-08-09T13:52:36.667200,shadow,webrtc_assisted_temporal,silero,webrtc,False,0.0008754039299674332,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.0025721201967941086,0.7342221051715099,0.2153951333185884,0.05038276112111746,,,,,,,,,,,,,,,,temporal_v1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0018885075056443287,0.0005540221726999009,0.0001295905174498792,0.0,0.0,0.027258156403151445,,,,,,,,,,,True,0.001016168505884707,0.027258156403151445,False,True,False,False,False,0,True,False,False,0,0,False,0,15,24,24,,,,False,False,False,
35,2026-08-09T13:52:36.673946,shadow,webrtc_assisted_temporal,silero,webrtc,False,0.0008339264895766973,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.0016966378188289308,0.699669218433383,0.24355602492309583,0.05677475605412027,,,,,,,,,,,,,,,,temporal_v1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0011870852566645577,0.000413226362888166,9.632619827620726e-05,0.0,0.0,0.029642654214708835,,,,,,,,,,,True,0.001016168505884707,0.029642654214708835,False,True,False,False,False,0,True,False,False,0,0,False,0,15,24,24,,,,False,False,False,
36,2026-08-09T13:52:36.681073,shadow,webrtc_assisted_temporal,silero,webrtc,False,0.0007932928274385631,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.001238400030914165,0.7236989749425362,0.21689701770068393,0.059404006549286334,,,,,,,,,,,,,,,,temporal_v1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0008962288329413864,0.0002686052734257172,7.356592354706146e-05,0.0,0.0,0.029701577822617172,,,,,,,,,,,True,0.001016168505884707,0.029701577822617172,False,True,False,False,False,0,True,False,False,0,0,False,0,15,24,24,,,,False,False,False,
37,2026-08-09T13:52:36.688855,shadow,webrtc_assisted_temporal,silero,webrtc,False,0.0007524068932980299,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.0008149874899847575,0.750000414133981,0.20378277434082814,0.04621681029817817,,,,,,,,,,,,,,,,temporal_v1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0006112409550025818,0.00016608041176216178,3.7666122220013917e-05,0.0,0.0,0.030052723703755967,,,,,,,,,,,True,0.0009929112857207656,0.030052723703755967,False,True,False,False,False,0,True,False,False,0,0,False,0,15,24,24,,,,False,False,False,
38,2026-08-09T13:52:36.695954,shadow,webrtc_assisted_temporal,silero,webrtc,False,0.0007141148089431226,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.0011141899137276261,0.7325145663505959,0.20634425869641887,0.0611411740554724,,,,,,,,,,,,,,,,temporal_v1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0008161603414863998,0.00022990669179515392,6.812287944607256e-05,0.0,0.0,0.026770916029757615,,,,,,,,,,,True,0.0009225289977621287,0.026770916029757615,False,True,False,False,False,0,True,False,False,0,0,False,0,15,24,24,,,,False,False,False,
39,2026-08-09T13:52:36.702510,shadow,webrtc_assisted_temporal,silero,webrtc,False,0.000749797560274601,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.00020394090214859387,0.6012373646309551,0.28816143006434153,0.11060120040132203,,,,,,,,,,,,,,,,temporal_v1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.00012261689054828006,5.8767902011750755e-05,2.2556108588563037e-05,0.0,0.0,0.04931020602734654,,,,,,,,,,,True,0.0008546652097720653,0.04931020602734654,False,True,False,False,False,0,True,False,False,0,0,False,0,15,24,24,,,,False,False,False,
40,2026-08-09T13:52:36.714084,shadow,webrtc_assisted_temporal,silero,webrtc,False,0.0008084429427981377,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.0011147332223109415,0.6853619211327341,0.25254419354265106,0.06209388442753927,,,,,,,,,,,,,,,,temporal_v1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.00076399570279351,0.00028151940264371745,6.921811587371404e-05,0.0,0.0,0.0488313828330448,,,,,,,,,,,True,0.0008211847161874175,0.0488313828330448,False,True,False,False,False,0,True,False,False,0,0,False,0,15,24,24,,,,False,False,False,
41,2026-08-09T13:52:36.720125,shadow,webrtc_assisted_temporal,silero,webrtc,False,0.000935961666982621,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.0006317377241072467,0.6926900040744027,0.2475749813708167,0.05973501297184517,,,,,,,,,,,,,,,,temporal_v1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0004375984066858026,0.00015640245527709373,3.7736861144350326e-05,0.0,0.0,0.04694968352035891,,,,,,,,,,,True,0.0008211847161874175,0.04694968352035891,False,True,False,False,False,0,True,False,False,0,0,False,0,15,24,24,,,,False,False,False,
42,2026-08-09T13:52:36.726983,shadow,webrtc_assisted_temporal,silero,webrtc,False,0.0008359333733096719,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.0016056929096524505,0.669900804036605,0.27953466638117447,0.050564528959436424,,,,,,,,,,,,,,,,temporal_v1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0010756549712120523,0.0004488468318103151,8.119110563008307e-05,0.0,0.0,0.040256432848531,,,,,,,,,,,True,0.0008211847161874175,0.040256432848531,False,True,False,False,False,0,True,False,False,0,0,False,0,15,24,24,,,,False,False,False,
43,2026-08-09T13:52:36.733685,shadow,webrtc_assisted_temporal,silero,webrtc,False,0.0008493702043779194,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.002021539458643096,0.5746148253965319,0.3982719791665764,0.027113194942219258,,,,,,,,,,,,,,,,temporal_v1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0011616065430604021,0.0008051225211571152,5.481039342557864e-05,0.0,0.0,0.05485186367341823,,,,,,,,,,,True,0.0008211847161874175,0.05485186367341823,False,True,True,False,False,0,True,False,False,0,0,False,0,15,24,24,,,,False,False,False,
44,2026-08-09T13:52:36.740973,shadow,webrtc_assisted_temporal,silero,webrtc,False,0.000778417510446161,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.0013927371828550803,0.3597529011744681,0.6097354071000327,0.030511691007488694,,,,,,,,,,,,,,,,temporal_v1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0005010412421056708,0.000849201173171495,4.249476657791449e-05,0.0,0.0,0.10975846156191128,,,,,,,,,,,True,0.0008008678851183504,0.10975846156191128,False,True,True,False,False,0,True,False,False,0,0,False,0,15,24,24,,,,False,False,False,
45,2026-08-09T13:52:36.747658,shadow,webrtc_assisted_temporal,silero,webrtc,False,0.000693368841893971,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.0023832706068417277,0.45636961105095014,0.5096334352824038,0.033996953247054616,,,,,,,,,,,,,,,,temporal_v1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0010876522798735212,0.0012145943865723289,8.102393939587771e-05,0.0,0.0,0.12209079606013622,,,,,,,,,,,True,0.0007858551689423621,0.12209079606013622,False,True,True,False,False,0,True,False,False,0,0,False,0,15,24,24,,,,False,False,False,
