frame,timestamp,processing_mode,detector_profile,speech_detector_implementation,comparison_speech_detector_implementation,is_speech,speech_probability,speech_gate_open,comparison_speech_evaluated,comparison_speech_is_speech,comparison_speech_aggressiveness,is_whisper,whisper_processed,trigger,raw_score,whisper_probability,stage1_silero_threshold,stage1_silero_low_pass,stage1_enter_count,stage1_exit_count,stage1_candidate,zcr_threshold,zcr_pass,centroid_threshold,centroid_pass,group_a_pass,entropy_threshold,group_b_pass,total_band_energy,low_proportion,mid_proportion,high_proportion,low_proportion_threshold,group_c_pass,silero_rolling_median,high_silero_threshold,high_silero_raw,high_silero_count,high_silero_normal_evidence,silero_penalty,group_count,effective_group_score,grouped_v1_raw_is_whisper,stage2_is_whisper,stage2_consecutive_count,legacy_is_whisper,grouped_v1_is_whisper,whisper_classifier_implementation,final_trigger,rms,zcr,entropy,voicing,hnr,spectral_centroid,band_energy_low,band_energy_mid,band_energy_high,temporal_score,formant_score,low_proportion_std,mid_proportion_std,high_proportion_std,zcr_std,entropy_std,spectral_centroid_std,spectral_flux,cepstral_peak_prominence,spectral_slope,spectral_rolloff,spectral_flatness,temporal_v1_window_full,temporal_v1_silero_median,temporal_v1_low_proportion_std,temporal_v1_silero_min_pass,temporal_v1_silero_max_pass,temporal_v1_low_proportion_std_pass,temporal_v1_raw_is_whisper,temporal_v1_is_whisper,temporal_v1_qualifying_run,webrtc_mode_0_evaluated,webrtc_mode_0_is_speech,webrtc_assist_open,webrtc_assist_enter_count,webrtc_assist_exit_count,temporal_candidate,temporal_qualifying_run,assisted_confirmation_requirement,fallback_confirmation_requirement,confirmation_requirement,threshold_crossing_route,trigger_route,trigger_suppression_reason,actuation_enabled,actuation_requested,actuation_started,actuation_suppression_reason
10,2026-08-09T13:52:36.524401,shadow,webrtc_assisted_temporal,silero,webrtc,False,0.0023547939490526915,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.009969963376043221,0.7325641807740882,0.21124774117716216,0.05618807794844825,,,,,,,,,,,,,,,,temporal_v1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.007303638052918765,0.0021061322428081643,0.0005601930793162908,0.0,0.0,0.011221175629435764,,,,,,,,,,,True,0.0026193720987066627,0.011221175629435764,True,True,False,False,False,0,True,False,False,0,0,False,0,15,24,24,,,,False,False,False,
11,2026-08-09T13:52:36.535291,shadow,webrtc_assisted_temporal,silero,webrtc,False,0.0020443927496671677,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.01834068329767232,0.7382295893921904,0.20861223785333344,0.05315817269995266,,,,,,,,,,,,,,,,temporal_v1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.013539635100012841,0.003826090986486678,0.0009749572101728025,0.0,0.0,0.011203801665328908,,,,,,,,,,,True,0.0025108649861067533,0.011203801665328908,True,True,False,False,False,0,True,False,False,0,0,False,0,15,24,24,,,,False,False,False,
12,2026-08-09T13:52:36.544894,shadow,webrtc_assisted_temporal,silero,webrtc,False,0.0021156934089958668,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.012294713831169373,0.739346524993511,0.2073446418201594,0.05330883310499396,,,,,,,,,,,,,,,,temporal_v1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.009090053946864731,0.0025492430356051734,0.000655416847699469,0.0,0.0,0.01103148143145612,,,,,,,,,,,True,0.0024036687100306153,0.01103148143145612,False,True,False,False,False,0,True,False,False,0,0,False,0,15,24,24,,,,False,False,False,
13,2026-08-09T13:52:36.553596,shadow,webrtc_assisted_temporal,silero,webrtc,False,0.0017174296081066132,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.012248269600541152,0.7030473146884896,0.239438113300165,0.0575145719297012,,,,,,,,,,,,,,,,temporal_v1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.008611113052241116,0.0029327025643453393,0.0007044539829546967,0.0,0.0,0.011204158631732512,,,,,,,,,,,True,0.0023619625717401505,0.011204158631732512,False,True,False,False,False,0,True,False,False,0,0,False,0,15,24,24,,,,False,False,False,
14,2026-08-09T13:52:36.557682,shadow,webrtc_assisted_temporal,silero,webrtc,False,0.0016537304036319256,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.011673926570812843,0.7238449566783438,0.21951400145751412,0.05664104177848106,,,,,,,,,,,,,,,,temporal_v1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.008450112872916188,0.002562590334280323,0.0006612233626163304,0.0,0.0,0.01118348862941964,,,,,,,,,,,True,0.0022653955966234207,0.01118348862941964,False,True,False,False,False,0,True,False,False,0,0,False,0,15,24,24,,,,False,False,False,
15,2026-08-09T13:52:36.562191,shadow,webrtc_assisted_temporal,silero,webrtc,False,0.0016526206163689494,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.011517993887963622,0.7466848196630964,0.20257418580877806,0.050740994441304824,,,,,,,,,,,,,,,,temporal_v1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.008600311189114763,0.0023332482340047127,0.0005844344638441451,0.0,0.0,0.012648363945408992,,,,,,,,,,,True,0.002235243679024279,0.012648363945408992,False,True,False,False,False,0,True,False,False,0,0,False,0,15,24,24,,,,False,False,False,
16,2026-08-09T13:52:36.563346,shadow,webrtc_assisted_temporal,silero,webrtc,False,0.0016526206163689494,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.01056974584421612,0.7340547122502367,0.21270857547393301,0.053236712181220565,,,,,,,,,,,,,,,,temporal_v1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0077587717442342,0.0022482755816447346,0.0005626985173371858,0.0,0.0,0.01229654841783741,,,,,,,,,,,True,0.0020800430793315172,0.01229654841783741,False,True,False,False,False,0,True,False,False,0,0,False,0,15,24,24,,,,False,False,False,
17,2026-08-09T13:52:36.566924,shadow,webrtc_assisted_temporal,silero,webrtc,False,0.0016218825476244092,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.0076436721069849745,0.738447085205219,0.20661490454270665,0.0549380101212472,,,,,,,,,,,,,,,,temporal_v1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.005644447387667489,0.0015792965827404499,0.00041992813557703546,0.0,0.0,0.012534634570083553,,,,,,,,,,,True,0.0018809111788868904,0.012534634570083553,False,True,False,False,False,0,True,False,False,0,0,False,0,15,24,24,,,,False,False,False,
18,2026-08-09T13:52:36.570823,shadow,webrtc_assisted_temporal,silero,webrtc,False,0.001447385409846902,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.009081587153457391,0.7437721157260518,0.20198100586617468,0.054246878297660665,,,,,,,,,,,,,,,,temporal_v1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0067546312912775365,0.0018343081081166539,0.0004926477530632017,0.0,0.0,0.013195302842667355,,,,,,,,,,,True,0.0016855800058692694,0.013195302842667355,False,True,False,False,False,0,True,False,False,0,0,False,0,15,24,24,,,,False,False,False,
19,2026-08-09T13:52:36.576178,shadow,webrtc_assisted_temporal,silero,webrtc,False,0.001394229126162827,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.006146032830577911,0.7526585734238236,0.195892280420582,0.05144914599288779,,,,,,,,,,,,,,,,temporal_v1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.004625864302478755,0.0012039603867216714,0.00031620814037748433,0.0,0.0,0.013107436269465216,,,,,,,,,,,True,0.0016531755100004375,0.013107436269465216,False,True,False,False,False,0,True,False,False,0,0,False,0,15,24,24,,,,False,False,False,
20,2026-08-09T13:52:36.581413,shadow,webrtc_assisted_temporal,silero,webrtc,False,0.0012393832439556718,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.006881656335789695,0.7568036600615787,0.19102147610581677,0.05217486368729061,,,,,,,,,,,,,,,,temporal_v1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.005208062702211594,0.001314544151315494,0.00035904948126260714,0.0,0.0,0.014546180561926194,,,,,,,,,,,True,0.0016526206163689494,0.014546180561926194,False,True,False,False,False,0,True,False,False,0,0,False,0,15,24,24,,,,False,False,False,
21,2026-08-09T13:52:36.590922,shadow,webrtc_assisted_temporal,silero,webrtc,False,0.0011791751021519303,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.0032301726003267244,0.7517494723829702,0.19608225069621107,0.0521682766112377,,,,,,,,,,,,,,,,temporal_v1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.002428280548001542,0.0006333795136092968,0.00016851253771588552,0.0,0.0,0.015149393930082225,,,,,,,,,,,True,0.0016372515819966793,0.015149393930082225,False,True,False,False,False,0,True,False,False,0,0,False,0,15,24,24,,,,False,False,False,
22,2026-08-09T13:52:36.596501,shadow,webrtc_assisted_temporal,silero,webrtc,False,0.0012849357444792986,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.006108177251885947,0.7312160506450504,0.21700415093350942,0.051779798257725114,,,,,,,,,,,,,,,,temporal_v1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0044663972467639795,0.0013254998182968868,0.00031628018582508015,0.0,0.0,0.015328294576428071,,,,,,,,,,,True,0.0015346339787356555,0.015328294576428071,False,True,False,False,False,0,True,False,False,0,0,False,0,15,24,24,,,,False,False,False,
23,2026-08-09T13:52:36.603344,shadow,webrtc_assisted_temporal,silero,webrtc,False,0.0012053461978212,True,True,False,0,False,True,False,0,0.0,,,,,,,,,,,,,0.0036846450286818705,0.7677117062050933,0.18256372959012138,0.04972456393338871,,,,,,,,,,,,,,,,temporal_v1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.002828745121729474,0.000672682538651862,0.00018321736730053456,0.0,0.0,0.012502168344697582,,,,,,,,,,,True,0.0014208072680048645,0.012502168344697582,False,True,False,False,False,0,True,False,False,0,0,False,0,15,24,24,,,,False,False,False,
