frame,timestamp,is_speech,speech_probability,is_whisper,trigger,raw_score,whisper_probability,rms,zcr,entropy,voicing,hnr,spectral_centroid,band_energy_low,band_energy_mid,band_energy_high,temporal_score,formant_score
161,2026-08-06T01:39:43.622068,False,0.0025938472244888544,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,2026-08-06T01:39:43.626386,False,0.0024770917370915413,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,2026-08-06T01:39:43.631470,False,0.002028735587373376,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,2026-08-06T01:39:43.642933,False,0.0015466419281437993,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,2026-08-06T01:39:43.648675,False,0.0011972488136962056,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,2026-08-06T01:39:43.653694,False,0.0013668342726305127,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,2026-08-06T01:39:43.664203,False,0.0012254070024937391,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,2026-08-06T01:39:43.668668,False,0.0012294516200199723,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,2026-08-06T01:39:43.672550,False,0.0010571358725428581,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,2026-08-06T01:39:43.688468,False,0.0012792708585038781,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,2026-08-06T01:39:43.693268,False,0.0011655265698209405,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,2026-08-06T01:39:43.698439,False,0.0009737835498526692,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,2026-08-06T01:39:43.703754,False,0.0007277735858224332,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,2026-08-06T01:39:43.709702,False,0.0006225294782780111,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,2026-08-06T01:39:43.717577,False,0.0007375940913334489,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,2026-08-06T01:39:43.717739,False,0.0007375940913334489,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,2026-08-06T01:39:43.722230,False,0.0007053081062622368,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,2026-08-06T01:39:43.725363,False,0.000583728717174381,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,2026-08-06T01:39:43.728347,False,0.0005022308905608952,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,2026-08-06T01:39:43.731704,False,0.00040724241989664733,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,2026-08-06T01:39:43.735192,False,0.0003300790849607438,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,2026-08-06T01:39:43.738683,False,0.0003375981468707323,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,2026-08-06T01:39:43.742147,False,0.00033522641751915216,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,2026-08-06T01:39:43.747606,False,0.00030228239484131336,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,2026-08-06T01:39:43.750961,False,0.0002545138413552195,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,2026-08-06T01:39:43.754004,False,0.00022479993640445173,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,2026-08-06T01:39:43.756955,False,0.00021482279407791793,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,2026-08-06T01:39:43.759870,False,0.00019289179181214422,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,2026-08-06T01:39:43.762916,False,0.0001818900927901268,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,2026-08-06T01:39:43.766449,False,0.00018261386139784008,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,2026-08-06T01:39:43.769793,False,0.00016681938723195344,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,2026-08-06T01:39:43.769999,False,0.00016681938723195344,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,2026-08-06T01:39:43.773380,False,0.00016205075371544808,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,2026-08-06T01:39:43.776851,False,0.00014540832489728928,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,2026-08-06T01:39:43.783105,False,0.00015165962395258248,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,2026-08-06T01:39:43.786625,False,0.00014139826816972345,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,2026-08-06T01:39:43.789595,False,0.00013387981744017452,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,2026-08-06T01:39:43.792548,False,0.00012971875548828393,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,2026-08-06T01:39:43.795484,False,0.0001285857433686033,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,2026-08-06T01:39:43.798825,False,0.00012207211693748832,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,2026-08-06T01:39:43.802325,False,0.00011100476694991812,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,2026-08-06T01:39:43.805827,False,0.00011355336027918383,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,2026-08-06T01:39:43.809873,False,0.00010951150034088641,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,2026-08-06T01:39:43.816302,False,0.00010384569759480655,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,2026-08-06T01:39:43.819604,False,0.00010024794755736366,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,2026-08-06T01:39:43.822575,False,9.633601439418271e-05,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,2026-08-06T01:39:43.825552,False,9.932372631737962e-05,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,2026-08-06T01:39:43.825692,False,9.932372631737962e-05,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,2026-08-06T01:39:43.828540,False,9.690337901702151e-05,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,2026-08-06T01:39:43.831684,False,0.00010203038254985586,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,2026-08-06T01:39:43.835212,False,0.00010064987145597115,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,2026-08-06T01:39:43.838669,False,0.00010468932305229828,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,2026-08-06T01:39:43.844046,False,0.00010749338252935559,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,2026-08-06T01:39:43.854689,False,0.00011393015302019194,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,2026-08-06T01:39:43.858221,False,0.0001580155803821981,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,2026-08-06T01:39:43.861156,False,0.03617072477936745,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,2026-08-06T01:39:43.864231,False,0.08235836029052734,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,2026-08-06T01:39:43.869446,True,0.5408198237419128,True,False,2,0.6666666666666666,0.013328458835723991,0.05636743215031315,1.2681091493438381,0.0,0.0,1082.2822026971303,19.28118930725906,0.664121320333944,0.04690337968881076,0.0,0.0
219,2026-08-06T01:39:43.874796,True,0.8174515962600708,True,False,2,0.6666666666666666,0.013867004249503672,0.05636743215031315,0.6364839299734015,0.0,0.0,1151.5550507275639,21.229667576316395,0.46445607929705457,0.03992825177729308,0.0,0.0
220,2026-08-06T01:39:43.880978,True,0.8714364767074585,True,False,2,0.6666666666666666,0.015754646168232418,0.054279749478079335,1.5041835695688996,0.0,0.0,1110.3147066578194,26.214626711784284,1.7127570497226605,0.1505449483305406,0.0,0.0
221,2026-08-06T01:39:43.887742,True,0.8890248537063599,True,False,2,0.6666666666666666,0.014650246289730438,0.054279749478079335,1.54140110686141,0.0,0.0,1381.4121797194693,21.887867648230213,2.4831521492280015,0.11834811318562784,0.0,0.0
222,2026-08-06T01:39:43.891945,True,0.8506055474281311,True,False,2,0.6666666666666666,0.010772779338688851,0.07515657620041753,2.3874894192111307,0.0,0.0,1045.9605582295817,11.167130173221468,2.00667251233214,0.05120902700622248,0.0,0.0
223,2026-08-06T01:39:43.896074,True,0.8345937132835388,True,False,2,0.6666666666666666,0.013344283075570578,0.060542797494780795,2.2298127310865574,0.0,0.0,1011.798163851009,15.388430333469078,4.5861357724366325,0.04569274735332052,0.0,0.0
224,2026-08-06T01:39:43.897194,True,0.8345937132835388,True,False,2,0.6666666666666666,0.013343881209930672,0.05636743215031315,1.8759806512490629,0.0,0.0,939.9020998561126,17.197796518560608,2.977606210043703,0.008244162947752091,0.0,0.0
225,2026-08-06T01:39:43.902292,True,0.7803714871406555,True,False,2,0.6666666666666666,0.01308280920518586,0.05219206680584551,1.4899557601055007,0.0,0.0,1118.6846367276928,18.853971881075505,0.7123787561846336,0.023589875902537912,0.0,0.0
226,2026-08-06T01:39:43.907100,True,0.6355675458908081,True,False,2,0.6666666666666666,0.010201939904089439,0.05219206680584551,1.3577266490209423,0.0,0.0,1111.7611534612663,11.592239026765014,0.3002710520834684,0.01811655508047025,0.0,0.0
227,2026-08-06T01:39:43.911757,True,0.5029367208480835,True,True,2,0.6666666666666666,0.007885275902001115,0.054279749478079335,1.918012423364052,0.0,0.0,1021.5033436125426,6.410434707933969,0.6248317229491513,0.013091556930935123,0.0,0.0
228,2026-08-06T01:39:43.923134,True,0.5200377702713013,True,False,1,0.3333333333333333,0.002853465544330356,0.06263048016701461,2.241960946612891,0.0,0.0,1143.4503249513375,0.7328864668700297,0.08593201882216142,0.002670724411986586,0.0,0.0
229,2026-08-06T01:39:43.933635,True,0.6161139011383057,True,False,1,0.3333333333333333,0.002707774681057397,0.05845511482254697,2.2484110701562297,0.0,0.0,1034.2976418092794,0.6633388711366408,0.05191990604135337,0.0035484558123786607,0.0,0.0
230,2026-08-06T01:39:43.940199,True,0.6755576729774475,True,False,2,0.6666666666666666,0.007210173102347694,0.1022964509394572,2.6032015642585313,0.0,0.0,978.2701936742063,4.96227878618958,0.40399647686866696,0.008098296682399439,0.0,0.0
231,2026-08-06T01:39:43.946265,True,0.9124283194541931,True,False,2,0.6666666666666666,0.010487452508401648,0.13778705636743216,2.5990205953525023,0.0,0.0,1376.5980263445106,10.58589934062359,1.7769495027089934,0.054211756281622676,0.0,0.0
232,2026-08-06T01:39:43.951846,True,0.9246853590011597,True,False,2,0.6666666666666666,0.009977120703338982,0.05845511482254697,0.9697537438433323,0.0,0.0,963.1895663258558,10.819785614616928,0.33932419294100036,0.009607034177330475,0.0,0.0
233,2026-08-06T01:39:43.958475,True,0.9732580184936523,True,False,2,0.6666666666666666,0.008723215618197808,0.05219206680584551,1.506693396756445,0.0,0.0,970.3945806612345,8.443653583146498,0.10729976977809288,0.0034427008578688705,0.0,0.0
234,2026-08-06T01:39:43.966864,True,0.9797343611717224,True,False,2,0.6666666666666666,0.010602343816504989,0.05219206680584551,1.7003247176570209,0.0,0.0,1208.1786854071347,11.969946313964169,0.5524270404198726,0.0358674677721281,0.0,0.0
235,2026-08-06T01:39:43.975332,True,0.9886499643325806,True,False,2,0.6666666666666666,0.012451293146105522,0.054279749478079335,1.0072107015675702,0.0,0.0,1142.4887592129278,16.674879093164705,0.951295671202092,0.02379555672632418,0.0,0.0
236,2026-08-06T01:39:43.981376,True,0.9841426014900208,True,False,2,0.6666666666666666,0.009056889156122423,0.06680584551148225,2.1853157656689324,0.0,0.0,1052.3550511267956,8.24031737689195,1.07058664400214,0.01862697460479268,0.0,0.0
237,2026-08-06T01:39:43.988006,True,0.979756236076355,True,False,2,0.6666666666666666,0.010423243875845931,0.054279749478079335,2.1846020211814223,0.0,0.0,996.8243321930219,11.188119304879164,1.1268538656842635,0.03246977920415031,0.0,0.0
238,2026-08-06T01:39:43.995340,True,0.9772129654884338,True,False,1,0.3333333333333333,0.009612842382100507,0.04801670146137787,2.322512844145432,0.0,0.0,1143.6550044089277,9.952346027212647,0.41811164225880476,0.017991814967363767,0.0,0.0
239,2026-08-06T01:39:44.003931,True,0.9607563614845276,True,False,2,0.6666666666666666,0.010815851403038847,0.060542797494780795,2.0314939887864103,0.0,0.0,1308.2045671309324,13.034016514970116,0.33026391508035746,0.01915175701261626,0.0,0.0
240,2026-08-06T01:39:44.005960,True,0.9607563614845276,True,False,2,0.6666666666666666,0.010387458636585575,0.06471816283924843,1.798155919743257,0.0,0.0,869.0243827416693,12.252750337523631,0.11149235903202939,0.0027648279462832194,0.0,0.0
241,2026-08-06T01:39:44.011614,True,0.9424289464950562,True,False,2,0.6666666666666666,0.008933845053354856,0.06889352818371608,2.0365950985626906,0.0,0.0,1035.1255998495315,8.890362683925455,0.16738589763626546,0.012721344112743555,0.0,0.0
242,2026-08-06T01:39:44.020002,True,0.8991060256958008,True,False,2,0.6666666666666666,0.0077342557187273404,0.0709812108559499,1.8227176904355793,0.0,0.0,864.8818956466922,6.721221219397787,0.07617072211356678,0.002596536222083581,0.0,0.0
243,2026-08-06T01:39:44.029668,True,0.8285347819328308,True,False,2,0.6666666666666666,0.008176565261077602,0.06471816283924843,1.7906370350696155,0.0,0.0,874.6293382409515,7.603165021732511,0.060984191057468606,0.0041535343242661065,0.0,0.0
244,2026-08-06T01:39:44.037688,True,0.7378832697868347,True,False,2,0.6666666666666666,0.005954983231312382,0.05845511482254697,1.8890105782863595,0.0,0.0,940.69163101069,3.9953050629200093,0.030629414446855397,0.0020234887907738097,0.0,0.0
245,2026-08-06T01:39:44.043301,True,0.6353661417961121,True,False,1,0.3333333333333333,0.004634803884897973,0.06471816283924843,2.218451479879288,0.0,0.0,737.4403516898881,2.402353394705712,0.015618265650047593,0.0008996430155510244,0.0,0.0
246,2026-08-06T01:39:44.047960,True,0.6029640436172485,True,False,1,0.3333333333333333,0.003480124278391276,0.05219206680584551,1.6010112956750628,0.0,0.0,907.684384773202,1.3671259528406978,0.010977517284399442,0.0015023117005994989,0.0,0.0
247,2026-08-06T01:39:44.054336,True,0.6749814748764038,False,False,1,0.3333333333333333,0.001997964024005169,0.05010438413361169,2.5495796656952026,0.0,0.0,1309.5896050215965,0.3967857745318563,0.035981230247648315,0.008037462506228762,0.0,0.0
248,2026-08-06T01:39:44.061485,True,0.6979689598083496,False,False,1,0.3333333333333333,0.001250786591921085,0.06263048016701461,1.788399767532984,0.0,0.0,1384.413911814155,0.16517500424961648,0.0065333541514116175,0.0022628960433851877,0.0,0.0
249,2026-08-06T01:39:44.069777,True,0.6322107911109924,False,False,1,0.3333333333333333,0.0009793238492921796,0.05010438413361169,2.8009593345404333,0.0,0.0,1438.6315669816197,0.09317294276474358,0.011735719299248364,0.00294208723988224,0.0,0.0
250,2026-08-06T01:39:44.075641,True,0.5747984647750854,False,False,1,0.3333333333333333,0.0006588366960102005,0.07515657620041753,3.690214710335631,0.0,0.0,1497.740272052295,0.03567267147121922,0.008397239037920294,0.002058009297499662,0.0,0.0
251,2026-08-06T01:39:44.077450,False,0.39107853174209595,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,2026-08-06T01:39:44.079013,False,0.23158380389213562,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,2026-08-06T01:39:44.080552,False,0.13270902633666992,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,2026-08-06T01:39:44.082148,False,0.07608885318040848,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,2026-08-06T01:39:44.083678,False,0.05546882003545761,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,2026-08-06T01:39:44.083832,False,0.05546882003545761,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,2026-08-06T01:39:44.085297,False,0.04331940412521362,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,2026-08-06T01:39:44.086763,False,0.11039053648710251,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,2026-08-06T01:39:44.090078,True,0.9796037077903748,False,False,2,0.6666666666666666,0.015663593995342177,0.05219206680584551,0.9240788171896783,0.0,0.0,1232.3913534953272,27.63180511581745,0.3026190590144211,0.04554873682084012,0.0,0.0
260,2026-08-06T01:39:44.100615,True,0.9892998933792114,False,False,2,0.6666666666666666,0.010496357169647738,0.05219206680584551,0.9208485696794441,0.0,0.0,774.7656844392042,12.499782891391414,0.04757044995174709,0.010414695162411888,0.0,0.0
261,2026-08-06T01:39:44.106423,True,0.9921741485595703,False,False,1,0.3333333333333333,0.003992827535163273,0.0709812108559499,1.2277700392369635,0.0,0.0,883.0780319961635,1.7659944088164405,0.013155916629775544,0.0028330341174282888,0.0,0.0
262,2026-08-06T01:39:44.112767,True,0.9959233999252319,False,False,0,0.0,0.00256117704004196,0.04384133611691023,1.8226382190350805,0.0,0.0,958.3658642946317,0.6842094754903537,0.012523255528631693,0.0032202968660754983,0.0,0.0
263,2026-08-06T01:39:44.119969,True,0.9956682920455933,False,False,2,0.6666666666666666,0.005662340133307462,0.05010438413361169,1.2312379787288197,0.0,0.0,1302.234538906675,3.579367159862246,0.04727162919318633,0.007530539051781199,0.0,0.0
264,2026-08-06T01:39:44.125944,True,0.9964661598205566,False,False,1,0.3333333333333333,0.008227758649894359,0.04801670146137787,1.469965380573248,0.0,0.0,1014.5641233305441,7.575805931491032,0.09434217250950219,0.007942054259714053,0.0,0.0
265,2026-08-06T01:39:44.135009,True,0.9961538910865784,False,False,2,0.6666666666666666,0.006729122330246881,0.05010438413361169,1.426111221768375,0.0,0.0,904.3986675445974,5.09192812804006,0.05802600703642778,0.006169092076290647,0.0,0.0
266,2026-08-06T01:39:44.145053,True,0.998908519744873,False,False,1,0.3333333333333333,0.0018231235563045609,0.06889352818371608,2.163834480346307,0.0,0.0,1122.8279939423937,0.3489816354024185,0.008881724935276647,0.0017158820466146375,0.0,0.0
267,2026-08-06T01:39:44.151324,True,0.998289167881012,False,False,1,0.3333333333333333,0.0011863384216974397,0.12526096033402923,2.182747333027274,0.0,0.0,2078.422041598727,0.13419625843465177,0.01043187316402449,0.01123140424190028,0.0,0.0
268,2026-08-06T01:39:44.158960,True,0.9981991648674011,False,False,1,0.3333333333333333,0.0011144963563899163,0.1022964509394572,2.22288055537661,0.0,0.0,2084.226577509619,0.11630765821020742,0.009513934987542518,0.01152521693596769,0.0,0.0
269,2026-08-06T01:39:44.167304,True,0.9959354400634766,False,False,1,0.3333333333333333,0.0008031464186851869,0.20876826722338204,3.536122854408364,0.0,0.0,2056.076608021318,0.052523319486317034,0.008783093799146418,0.008916139089713785,0.0,0.0
270,2026-08-06T01:39:44.172739,True,0.989513099193573,False,False,1,0.3333333333333333,0.0004935418087920404,0.25052192066805845,3.3454529739188943,0.0,0.0,2561.7889752347733,0.015580442124663776,0.0037488791508504156,0.004236147492375885,0.0,0.0
271,2026-08-06T01:39:44.179141,True,0.978943943977356,False,False,1,0.3333333333333333,0.0004409108723168722,0.2630480167014614,3.707491613159894,0.0,0.0,2441.4352677194643,0.012294284156723422,0.0027017333571664557,0.004884111654669675,0.0,0.0
272,2026-08-06T01:39:44.180147,True,0.978943943977356,False,False,0,0.0,0.00030500349457054276,0.31941544885177453,4.158054114145474,0.0,0.0,2343.5072343110887,0.00512590845213977,0.002157579723021702,0.0024648039390269827,0.0,0.0
273,2026-08-06T01:39:44.185566,True,0.9567397236824036,False,False,1,0.3333333333333333,0.00022259451231426372,0.29436325678496866,4.003731365095098,0.0,0.0,2466.072769950028,0.0028999250615764165,0.0009136709499441679,0.0004576184900100246,0.0,0.0
274,2026-08-06T01:39:44.190629,True,0.8698883056640625,False,False,1,0.3333333333333333,0.00015904166231186864,0.17954070981210857,3.4811345548471446,0.0,0.0,2110.43729668201,0.002013366963306589,0.00028346065577610494,0.00021637241855854123,0.0,0.0
275,2026-08-06T01:39:44.193727,True,0.5849847793579102,False,False,1,0.3333333333333333,0.0001471300623220677,0.11064718162839249,2.367672068632231,0.0,0.0,1661.5381555914014,0.0020757236040097925,0.00017524347625681814,4.480889313605575e-05,0.0,0.0
276,2026-08-06T01:39:44.195530,False,0.2595190405845642,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,2026-08-06T01:39:44.197138,False,0.0961645320057869,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,2026-08-06T01:39:44.198711,False,0.04196753725409508,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,2026-08-06T01:39:44.200258,False,0.025737885385751724,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,2026-08-06T01:39:44.201775,False,0.01857059635221958,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,2026-08-06T01:39:44.207865,False,0.013546694070100784,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,2026-08-06T01:39:44.212945,False,0.014318572357296944,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,2026-08-06T01:39:44.218317,False,0.011700655333697796,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,2026-08-06T01:39:44.223920,False,0.1062157079577446,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,2026-08-06T01:39:44.232038,True,0.9399462938308716,False,False,2,0.6666666666666666,0.0066394911127751755,0.07724425887265135,2.286428362181119,0.0,0.0,1264.900582421227,4.192396395884878,0.7083773315769639,0.01995311025554847,0.0,0.0
286,2026-08-06T01:39:44.239413,True,0.9873437881469727,False,False,1,0.3333333333333333,0.004289812961098301,0.05010438413361169,2.1613369125043786,0.0,0.0,995.7128816067446,1.780618536937751,0.0945363625659718,0.009355303446613105,0.0,0.0
287,2026-08-06T01:39:44.250531,True,0.9974021911621094,False,False,1,0.3333333333333333,0.004556192313380332,0.05010438413361169,1.2862697539543961,0.0,0.0,1120.1760412684478,2.0515620095105573,0.04441724521857547,0.012319192601017789,0.0,0.0
288,2026-08-06T01:39:44.252149,True,0.9974021911621094,False,False,2,0.6666666666666666,0.005125057555756827,0.05010438413361169,1.750240156870369,0.0,0.0,1029.9884975665514,2.572106071055787,0.060543354324671575,0.016826081894935677,0.0,0.0
289,2026-08-06T01:39:44.258660,True,0.9994471669197083,False,False,2,0.6666666666666666,0.008311431428450543,0.05010438413361169,1.8830496933620633,0.0,0.0,1081.2739203240376,7.1953413828465,0.5094469575473832,0.01620950743616485,0.0,0.0
290,2026-08-06T01:39:44.271068,True,0.9995918869972229,False,False,2,0.6666666666666666,0.009161493979632084,0.060542797494780795,2.413329068263404,0.0,0.0,945.6440710747809,8.380646865262472,0.8859671172972946,0.0428365385204127,0.0,0.0
291,2026-08-06T01:39:44.276777,True,0.9996769428253174,False,False,2,0.6666666666666666,0.01116314293721616,0.10020876826722339,2.5099182910320974,0.0,0.0,1235.4653538460318,10.070953530292607,4.03636372202936,0.05091101419847087,0.0,0.0
292,2026-08-06T01:39:44.284080,True,0.9996627569198608,False,False,2,0.6666666666666666,0.012991594521635294,0.09812108559498957,1.8181270017976525,0.0,0.0,1255.1060520870963,13.472070940295675,5.735372678482283,0.012982305742246564,0.0,0.0
293,2026-08-06T01:39:44.294447,True,0.99968421459198,True,False,2,0.6666666666666666,0.008801770304681681,0.06471816283924843,2.306878289708488,0.0,0.0,890.246248671241,7.845718814976401,0.9353580952820928,0.0037648753205493943,0.0,0.0
294,2026-08-06T01:39:44.300017,True,0.999543309211731,True,False,1,0.3333333333333333,0.004007335744086435,0.05219206680584551,2.266322280883595,0.0,0.0,1224.9101295875835,1.454552353498164,0.17816194659885481,0.009396976942651148,0.0,0.0
295,2026-08-06T01:39:44.305745,True,0.9999176263809204,True,False,2,0.6666666666666666,0.010617482828520671,0.07515657620041753,2.5517139932219406,0.0,0.0,974.7956590928466,9.647468469305926,3.16238602008976,0.017514858598301892,0.0,0.0
296,2026-08-06T01:39:44.313789,True,0.9999200105667114,True,False,2,0.6666666666666666,0.01323450089292454,0.07724425887265135,2.233383639636878,0.0,0.0,881.0895921868903,16.646109215132565,3.385679050640072,0.008357677726216718,0.0,0.0
297,2026-08-06T01:39:44.321206,True,0.9997969269752502,True,False,2,0.6666666666666666,0.012788737639950757,0.05636743215031315,1.5960854266652929,0.0,0.0,1036.3696239227772,18.526682995707397,0.2231433984662124,0.012044371854493462,0.0,0.0
