frame,timestamp,processing_mode,speech_detector_implementation,is_speech,speech_probability,speech_gate_open,is_whisper,whisper_processed,trigger,raw_score,whisper_probability,rms,zcr,entropy,voicing,hnr,spectral_centroid,band_energy_low,band_energy_mid,band_energy_high,temporal_score,formant_score
30,2026-08-06T22:48:43.219776,shadow,silero,False,0.0007947020349092782,True,False,True,False,1,0.3333333333333333,0.00010496682538951953,0.18162839248434237,3.6104849821693685,0.0,0.0,1654.9045481063838,0.0005769214694112872,0.0004909773184213129,5.490136246020202e-05,0.0,0.0
31,2026-08-06T22:48:43.227739,shadow,silero,False,0.0008323712972924113,True,False,True,False,1,0.3333333333333333,0.00010687940649803946,0.1544885177453027,3.3076257059792256,0.0,0.0,1583.6037051095968,0.0007427468638142061,0.00031313679651146013,4.407374614709685e-05,0.0,0.0
32,2026-08-06T22:48:43.229329,shadow,silero,False,0.0008323712972924113,True,False,True,False,1,0.3333333333333333,0.00010321354660836712,0.1336116910229645,3.3461154346671886,0.0,0.0,1525.062795345017,0.0007743881052808044,0.00024301872134011225,5.084686641657617e-05,0.0,0.0
33,2026-08-06T22:48:43.236694,shadow,silero,False,0.0007655428489670157,True,False,True,False,1,0.3333333333333333,7.193946643663316e-05,0.1544885177453027,3.5452141738417655,0.0,0.0,1534.1382397504635,0.00030097042202264736,0.00012579378768709005,2.7471312536986e-05,0.0,0.0
34,2026-08-06T22:48:43.243048,shadow,silero,False,0.0007547148852609098,True,False,True,False,1,0.3333333333333333,8.88309234784199e-05,0.11691022964509394,3.286009906758072,0.0,0.0,1547.3009472317049,0.0005552136452717837,0.00016746943182533691,3.5569680673556925e-05,0.0,0.0
35,2026-08-06T22:48:43.248535,shadow,silero,False,0.0006918760482221842,True,False,True,False,1,0.3333333333333333,6.599997040556176e-05,0.15866388308977036,3.5140404844878934,0.0,0.0,1752.6940495529198,0.0002295182364436507,0.00010983876325098839,1.6626846011049654e-05,0.0,0.0
36,2026-08-06T22:48:43.255046,shadow,silero,False,0.0007359627052210271,True,False,True,False,1,0.3333333333333333,8.878997906871471e-05,0.1524008350730689,3.5203204003842425,0.0,0.0,1523.2812069001131,0.0005322128642641767,0.0001877954582002684,2.7801506091722577e-05,0.0,0.0
37,2026-08-06T22:48:43.263463,shadow,silero,False,0.0007549364236183465,True,False,True,False,1,0.3333333333333333,9.409496328939049e-05,0.16075156576200417,3.7029731288716476,0.0,0.0,1560.6541858504477,0.0005260821715229678,0.000215844998751441,4.781041169720185e-05,0.0,0.0
38,2026-08-06T22:48:43.272738,shadow,silero,False,0.0007187842857092619,True,False,True,False,1,0.3333333333333333,9.717953892249682e-05,0.15657620041753653,3.7120331795821224,0.0,0.0,1628.5419107716755,0.0005449216163231344,0.0002527779431216453,4.9977975898836974e-05,0.0,0.0
39,2026-08-06T22:48:43.285296,shadow,silero,False,0.0006988508393988013,True,False,True,False,1,0.3333333333333333,0.0001184303304146158,0.1127348643006263,3.6970809088264303,0.0,0.0,1460.3884259426711,0.0009534681906858631,0.00027686239098530474,5.494764217067385e-05,0.0,0.0
40,2026-08-06T22:48:43.292146,shadow,silero,False,0.0006580899935215712,True,False,True,False,1,0.3333333333333333,0.00012772153464973252,0.14822546972860126,3.764390140967041,0.0,0.0,1488.6226111172762,0.0011786861811872832,0.0003510950370573601,7.86853438474964e-05,0.0,0.0
41,2026-08-06T22:48:43.298450,shadow,silero,False,0.0006011909572407603,True,False,True,False,1,0.3333333333333333,0.00010734316924778902,0.11482254697286012,3.7234518793884748,0.0,0.0,1508.684167774456,0.0007815618118782303,0.0002575101999424018,4.851235343565255e-05,0.0,0.0
42,2026-08-06T22:48:43.312300,shadow,silero,False,0.0006029885844327509,True,False,True,False,1,0.3333333333333333,0.00013104985707218113,0.13569937369519833,3.9382886330095377,0.0,0.0,1538.029402394273,0.0011367865895110748,0.00043634326729954573,0.00011533121978927304,0.0,0.0
43,2026-08-06T22:48:43.320613,shadow,silero,False,0.0005806711269542575,True,False,True,False,1,0.3333333333333333,0.00012524086828501617,0.1315240083507307,3.6814803604649615,0.0,0.0,1493.101360936406,0.0011609874009353715,0.0002988710289599506,8.294140752765219e-05,0.0,0.0
44,2026-08-06T22:48:43.330351,shadow,silero,False,0.00054843322141096,True,False,True,False,1,0.3333333333333333,0.00010903836515650513,0.14613778705636743,3.7516216792594377,0.0,0.0,1555.6837958399863,0.0008281544090581044,0.0002234139520620017,6.651953870906113e-05,0.0,0.0
45,2026-08-06T22:48:43.336705,shadow,silero,False,0.0005617180140689015,True,False,True,False,1,0.3333333333333333,0.00010975640564573164,0.0918580375782881,3.752484508671443,0.0,0.0,1545.6496596070956,0.0008471996556137854,0.00025352937830199623,6.656544660011995e-05,0.0,0.0
46,2026-08-06T22:48:43.341853,shadow,silero,False,0.0005072805215604603,True,False,True,False,1,0.3333333333333333,0.00012569965976766412,0.13987473903966596,3.729543083144493,0.0,0.0,1554.3792730324196,0.001205317940862669,0.0003162883989840632,0.0001154759328990441,0.0,0.0
47,2026-08-06T22:48:43.346310,shadow,silero,False,0.0005182797904126346,True,False,True,False,1,0.3333333333333333,7.14313666165025e-05,0.13778705636743216,3.48358273456149,0.0,0.0,1655.9132377153142,0.0003121458901368807,7.52523310483176e-05,4.053895090444962e-05,0.0,0.0
48,2026-08-06T22:48:43.348274,shadow,silero,False,0.0005182797904126346,True,False,True,False,1,0.3333333333333333,0.0001252649506793393,0.1127348643006263,3.690664566261647,0.0,0.0,1580.4489378688481,0.001196869827277817,0.0002964691061673173,9.936322819390135e-05,0.0,0.0
49,2026-08-06T22:48:43.352679,shadow,silero,False,0.0004528128483798355,True,False,True,False,1,0.3333333333333333,9.123119850517423e-05,0.1524008350730689,3.7549957319257343,0.0,0.0,1579.228427098002,0.0005448219916351998,0.0001845139217967671,6.121477111603791e-05,0.0,0.0
50,2026-08-06T22:48:43.357169,shadow,silero,False,0.000451399915618822,True,False,True,False,1,0.3333333333333333,8.542503698328979e-05,0.10855949895615867,3.2082571236499993,0.0,0.0,1613.5502237075386,0.0005113795030186473,8.544207790041482e-05,3.509422146242368e-05,0.0,0.0
51,2026-08-06T22:48:43.362401,shadow,silero,False,0.0005499146063812077,True,False,True,False,1,0.3333333333333333,0.00014310550644986542,0.1524008350730689,3.857631186786264,0.0,0.0,1550.3048583659138,0.001450506612055979,0.00045762709398959784,0.00012644933048249038,0.0,0.0
52,2026-08-06T22:48:43.368738,shadow,silero,False,0.0004832307458855212,True,False,True,False,1,0.3333333333333333,8.750578043796483e-05,0.11899791231732777,3.7809277588226022,0.0,0.0,1555.9526596208475,0.00048314541694898953,0.00016302440782756304,4.424714273066257e-05,0.0,0.0
53,2026-08-06T22:48:43.376156,shadow,silero,False,0.0005031437030993402,True,False,True,False,1,0.3333333333333333,8.987822772193553e-05,0.12108559498956159,3.828180718522162,0.0,0.0,1578.203764542108,0.00047744857235547736,0.00018907875904990046,5.230442375242619e-05,0.0,0.0
54,2026-08-06T22:48:43.381742,shadow,silero,False,0.00047211197670549154,True,False,True,False,1,0.3333333333333333,0.00013288865855028668,0.12734864300626306,3.812952610569306,0.0,0.0,1523.8746118998226,0.001240542267042372,0.00036809901931509725,9.83373827450695e-05,0.0,0.0
55,2026-08-06T22:48:43.385878,shadow,silero,False,0.0004361549508757889,True,False,True,False,1,0.3333333333333333,7.372383839212044e-05,0.15031315240083507,3.7457080149857016,0.0,0.0,1576.0920949536019,0.0002922483208550646,8.983936916188482e-05,3.7366376993268005e-05,0.0,0.0
56,2026-08-06T22:48:43.389890,shadow,silero,False,0.00041787506779655814,True,False,True,False,1,0.3333333333333333,9.771564777920546e-05,0.17745302713987474,3.8483776499516127,0.0,0.0,1556.32766015358,0.0006180570064531739,0.0002113149533117591,5.508429619329515e-05,0.0,0.0
