frame,timestamp,processing_mode,speech_detector_implementation,is_speech,speech_probability,speech_gate_open,is_whisper,whisper_processed,trigger,raw_score,whisper_probability,stage1_silero_threshold,stage1_silero_low_pass,stage1_enter_count,stage1_exit_count,stage1_candidate,zcr_threshold,zcr_pass,centroid_threshold,centroid_pass,group_a_pass,entropy_threshold,group_b_pass,total_band_energy,low_proportion,mid_proportion,high_proportion,low_proportion_threshold,group_c_pass,silero_rolling_median,high_silero_threshold,high_silero_raw,high_silero_count,high_silero_normal_evidence,silero_penalty,group_count,effective_group_score,grouped_v1_raw_is_whisper,stage2_is_whisper,stage2_consecutive_count,legacy_is_whisper,grouped_v1_is_whisper,whisper_classifier_implementation,final_trigger,rms,zcr,entropy,voicing,hnr,spectral_centroid,band_energy_low,band_energy_mid,band_energy_high,temporal_score,formant_score
21,2026-08-07T11:59:12.966643,shadow,silero,False,0.0014404312241822481,True,True,True,False,3,0.0,0.005,False,0,7,True,0.08,True,1280.0,True,True,2.6,True,0.0008414066155910069,0.7252798144470842,0.22205592542224067,0.05266426013067509,0.8,True,0.003360323142260313,0.5,False,0,False,0,3,3,True,True,19,False,True,grouped_v1,False,9.714857498192392e-05,0.11482254697286012,3.645132464542084,0.0,0.0,1499.6538870590718,0.0006102552340303947,0.00018683932468145656,4.431205687915573e-05,0.0,0.0
22,2026-08-07T11:59:12.973217,shadow,silero,False,0.0014477119548246264,True,True,True,False,3,0.0,0.005,False,0,8,True,0.08,True,1280.0,True,True,2.6,True,0.0010822170835302776,0.7537701727122718,0.1887720737535638,0.05745775353416443,0.8,True,0.0022304726880975068,0.5,False,0,False,0,3,3,True,True,20,False,True,grouped_v1,False,0.00010726334859637981,0.12317327766179541,3.604377973850333,0.0,0.0,1462.1761778582697,0.0008157429579647884,0.0002042923631095443,6.218176245594493e-05,0.0,0.0
23,2026-08-07T11:59:12.978536,shadow,silero,False,0.0012694665929302573,True,True,True,False,3,0.0,0.005,False,0,9,True,0.08,True,1280.0,True,True,2.6,True,0.0005883014219968159,0.7369090240901011,0.19170573667570773,0.07138523923419128,0.8,True,0.0017160885618068278,0.5,False,0,False,0,3,3,True,True,21,False,True,grouped_v1,False,8.062074243977612e-05,0.17745302713987474,3.7307024552215045,0.0,0.0,1573.0139938217542,0.00043352462675449235,0.000112780757491266,4.1996037751057626e-05,0.0,0.0
24,2026-08-07T11:59:12.983608,shadow,silero,False,0.0011656892020255327,True,False,True,False,3,0.0,0.005,False,0,0,False,0.08,True,1280.0,True,True,2.6,True,0.0011064327287719589,0.7632022103506305,0.17650497638621546,0.060292813263153944,0.8,True,0.0016211717738769948,0.5,False,0,False,0,3,3,True,False,0,False,False,grouped_v1,False,0.0001116591070873441,0.16075156576200417,3.678954242205317,0.0,0.0,1490.661205972779,0.0008444319042030387,0.00019529088266483053,6.670994190408957e-05,0.0,0.0
25,2026-08-07T11:59:12.988612,shadow,silero,False,0.0010774574475362897,True,False,True,False,3,0.0,0.005,False,0,0,False,0.08,True,1280.0,True,True,2.6,True,0.0014213265034077746,0.7010374607706127,0.21895848939991916,0.08000404982946813,0.8,True,0.0015201048227027059,0.5,False,0,False,0,3,3,True,False,0,False,False,grouped_v1,False,0.00012231511257858993,0.1544885177453027,3.864257356071833,0.0,0.0,1559.497019935583,0.0009964031228749599,0.00031121150413023537,0.0001137118764025793,0.0,0.0
26,2026-08-07T11:59:12.994421,shadow,silero,False,0.0011833541793748736,True,False,True,False,3,0.0,0.005,False,0,0,False,0.08,True,1280.0,True,True,2.6,True,0.0008552535051772193,0.7860622523307675,0.17311227782095992,0.04082546984827252,0.8,True,0.0014440715895034373,0.5,False,0,False,0,3,3,True,False,0,False,False,grouped_v1,False,9.997825823654644e-05,0.10020876826722339,3.200834671268408,0.0,0.0,1461.536428385498,0.0006722824965933888,0.00014805488239558857,3.491612618824195e-05,0.0,0.0
27,2026-08-07T11:59:13.000022,shadow,silero,False,0.0012169001856818795,True,False,True,False,3,0.0,0.005,False,0,0,False,0.08,True,1280.0,True,True,2.6,True,0.0008813106806623541,0.6696659772711703,0.21548217608898818,0.11485184663984166,0.8,True,0.0013549489085562527,0.5,False,0,False,0,3,3,True,False,0,False,False,grouped_v1,False,0.00010098127487553602,0.13569937369519833,3.6103944640671255,0.0,0.0,1697.2448177392569,0.0005901837782452756,0.0001899067432795914,0.00010122015913748716,0.0,0.0
28,2026-08-07T11:59:13.004965,shadow,silero,False,0.0011165470350533724,True,False,True,False,3,0.0,0.005,False,0,0,False,0.08,True,1280.0,True,True,2.6,True,0.0005364521488682649,0.5396025988258532,0.35143378672001063,0.10896361445413626,0.8,True,0.0012431833893060684,0.5,False,0,False,0,3,3,True,False,0,False,False,grouped_v1,False,7.794837677467786e-05,0.1732776617954071,4.03874363667475,0.0,0.0,1796.2257904947573,0.0002894709736750292,0.0001885274100708612,5.8453765122374526e-05,0.0,0.0
29,2026-08-07T11:59:13.010284,shadow,silero,False,0.0011404689867049456,True,False,True,False,3,0.0,0.005,False,0,0,False,0.08,True,1280.0,True,True,2.6,True,0.0006229283318486262,0.685226002177734,0.2295615632229918,0.0852124345992742,0.8,True,0.0012001271825283766,0.5,False,0,False,0,3,3,True,False,0,False,False,grouped_v1,False,8.456973101930264e-05,0.1649269311064718,3.68088946215638,0.0,0.0,1620.456720421579,0.00042684669047587893,0.0001430004016350612,5.308123973768604e-05,0.0,0.0
30,2026-08-07T11:59:13.016481,shadow,silero,False,0.0011351520661264658,True,False,True,False,3,0.0,0.005,False,0,0,False,0.08,True,1280.0,True,True,2.6,True,0.0005438207213097565,0.724763907451451,0.19519321357021582,0.08004287897833307,0.8,True,0.0011745216907002032,0.5,False,0,False,0,3,3,True,False,0,False,False,grouped_v1,False,7.851862204008795e-05,0.1649269311064718,3.6033172881156763,0.0,0.0,1622.1242630645613,0.00039414163092952567,0.00010615011419852411,4.352897618170663e-05,0.0,0.0
31,2026-08-07T11:59:13.022776,shadow,silero,False,0.0011717119487002492,True,False,True,False,3,0.0,0.005,False,0,0,False,0.08,True,1280.0,True,True,2.6,True,0.00027315461227419685,0.41947310501831375,0.4227253603867516,0.1578015345949345,0.8,True,0.001168700575362891,0.5,False,0,False,0,3,3,True,False,0,False,False,grouped_v1,False,6.089106348616819e-05,0.19832985386221294,4.288428378710272,0.0,0.0,1887.186815246798,0.00011458101336073094,0.00011546938191491327,4.3104216998552596e-05,0.0,0.0
32,2026-08-07T11:59:13.025078,shadow,silero,False,0.0011717119487002492,True,False,True,False,3,0.0,0.005,False,0,0,False,0.08,True,1280.0,True,True,2.6,True,0.00020276994539112367,0.5788314197411265,0.29233859592777145,0.12882998433110204,0.8,True,0.001168700575362891,0.5,False,0,False,0,3,3,True,False,0,False,False,grouped_v1,False,5.691490684797714e-05,0.1732776617954071,3.868279227120693,0.0,0.0,1784.2565046730501,0.0001173696153715748,5.927748113199198e-05,2.6122848887556882e-05,0.0,0.0
33,2026-08-07T11:59:13.032775,shadow,silero,False,0.0010324276518076658,True,False,True,False,3,0.0,0.005,False,0,0,False,0.08,True,1280.0,True,True,2.6,True,0.000411376923681366,0.5880406977518631,0.3119225293196194,0.10003677292851754,0.8,True,0.0011530790943652391,0.5,False,0,False,0,3,3,True,False,0,False,False,grouped_v1,False,7.003113854327353e-05,0.13987473903966596,3.906921117728748,0.0,0.0,1738.0425675173647,0.00024190637324060537,0.00012831773053841573,4.11528199023449e-05,0.0,0.0
34,2026-08-07T11:59:13.047619,shadow,silero,False,0.0009864085586741567,True,False,True,False,3,0.0,0.005,False,0,0,False,0.08,True,1280.0,True,True,2.6,True,0.0002531373122758444,0.5980729754075147,0.27232949380382215,0.12959753078866312,0.8,True,0.0011378105264157057,0.5,False,0,False,0,3,3,True,False,0,False,False,grouped_v1,False,5.870288585654323e-05,0.16910229645093947,3.9239048251714164,0.0,0.0,1767.1840581282256,0.00015139458553947548,6.893675611494076e-05,3.280597062142818e-05,0.0,0.0
35,2026-08-07T11:59:13.055258,shadow,silero,False,0.0009397240355610847,True,False,True,False,3,0.0,0.005,False,0,0,False,0.08,True,1280.0,True,True,2.6,True,0.0002712368230458218,0.6029697166655518,0.3102994798271091,0.08673080350733935,0.8,True,0.0011378105264157057,0.5,False,0,False,0,3,3,True,False,0,False,False,grouped_v1,False,6.314915270280885e-05,0.1544885177453027,3.6146024988474452,0.0,0.0,1705.6701954249163,0.00016354759034120357,8.416464510107614e-05,2.3524587603542145e-05,0.0,0.0
36,2026-08-07T11:59:13.064756,shadow,silero,False,0.0009246591362170875,True,False,True,False,3,0.0,0.005,False,0,0,False,0.08,True,1280.0,True,True,2.6,True,0.0006860205902762915,0.720567123254554,0.23568401094892874,0.043748865796517294,0.8,True,0.001125849550589919,0.5,False,0,False,0,3,3,True,False,0,False,False,grouped_v1,False,9.039319936803203e-05,0.12734864300626306,3.6399681101279713,0.0,0.0,1472.421949135928,0.0004943238832287784,0.00016168408430986803,3.001262273764505e-05,0.0,0.0
37,2026-08-07T11:59:13.072726,shadow,silero,False,0.0009001982980407774,True,False,True,False,3,0.0,0.005,False,0,0,False,0.08,True,1280.0,True,True,2.6,True,0.0006165836084513459,0.6707643066340863,0.2640074526835039,0.06522824068240983,0.8,True,0.001074487343430519,0.5,False,0,False,0,3,3,True,False,0,False,False,grouped_v1,False,8.433077619219461e-05,0.11899791231732777,3.75811696620033,0.0,0.0,1528.2384004847263,0.00041358227660481,0.00016278266783364279,4.021866401289313e-05,0.0,0.0
38,2026-08-07T11:59:13.078045,shadow,silero,False,0.000915979384444654,True,False,True,False,3,0.0,0.005,False,0,0,False,0.08,True,1280.0,True,True,2.6,True,0.00043255260718379933,0.7463565893233384,0.2021994731113317,0.05144393756532978,0.8,True,0.0010094181052409112,0.5,False,0,False,0,3,3,True,False,0,False,False,grouped_v1,False,6.965008075533196e-05,0.12734864300626306,2.9786183848848276,0.0,0.0,1600.3395425004146,0.00032283848860061823,8.746190926549706e-05,2.225220931768399e-05,0.0,0.0
39,2026-08-07T11:59:13.082999,shadow,silero,False,0.0007750888471491635,True,False,True,False,3,0.0,0.005,False,0,0,False,0.08,True,1280.0,True,True,2.6,True,0.0006713016826370356,0.687387468362686,0.2658481038257866,0.04676442781152728,0.8,True,0.0009630662971176207,0.5,False,0,False,0,3,3,True,False,0,False,False,grouped_v1,False,8.5288701472878e-05,0.11899791231732777,3.667263653491067,0.0,0.0,1524.7477469676805,0.0004614443641354832,0.00017846427942411588,3.1393039077436446e-05,0.0,0.0
