stage,comparison,feature,weighting,median_difference,effect_size,roc_auc,distribution_overlap,overlap_measure,candidate_threshold,threshold_direction,precision,recall,f1,tn,fp,fn,tp,confusion_matrix
whisper,whisper_vs_all_non_whisper,zcr_pass,segment,0.000694444444444442,0.004232339633180575,0.6029411764705882,0.8235294117647062,shared_histogram_mass,0.9820359281437125,>=,0.2857142857142857,1.0,0.4444444444444445,7,10,0,4,"[[7, 10], [0, 4]]"
whisper,whisper_vs_all_non_whisper,centroid_threshold,segment,0.0,,0.5,1.0,shared_histogram_mass,1280.0,>=,0.19047619047619047,1.0,0.32,0,17,0,4,"[[0, 17], [0, 4]]"
whisper,whisper_vs_all_non_whisper,centroid_pass,segment,-0.007498516480552442,-0.042435943499640125,0.4338235294117647,0.8823529411764703,shared_histogram_mass,0.9940119760479041,<=,0.3333333333333333,0.75,0.46153846153846156,11,6,1,3,"[[11, 6], [1, 3]]"
whisper,whisper_vs_all_non_whisper,group_a_pass,segment,0.0,0.0,0.5588235294117647,0.8823529411764707,shared_histogram_mass,1.0,>=,0.21052631578947367,1.0,0.34782608695652173,2,15,0,4,"[[2, 15], [0, 4]]"
whisper,whisper_vs_all_non_whisper,entropy_threshold,segment,0.0,,0.5,1.0,shared_histogram_mass,2.6,>=,0.19047619047619047,1.0,0.32,0,17,0,4,"[[0, 17], [0, 4]]"
whisper,whisper_vs_all_non_whisper,group_b_pass,segment,-0.015827190827190862,-0.08659848916871034,0.14705882352941177,0.8823529411764703,shared_histogram_mass,0.9880239520958084,<=,0.5714285714285714,1.0,0.7272727272727273,14,3,0,4,"[[14, 3], [0, 4]]"
whisper,whisper_vs_all_non_whisper,total_band_energy,segment,0.37192192975641936,0.14020407248336197,0.5882352941176471,0.7058823529411764,shared_histogram_mass,0.15507633771972404,>=,0.36363636363636365,1.0,0.5333333333333333,10,7,0,4,"[[10, 7], [0, 4]]"
whisper,whisper_vs_all_non_whisper,low_proportion,segment,-0.2253108894857862,-3.8184843107632624,0.0,0.0,shared_histogram_mass,0.5037223102473917,<=,1.0,1.0,1.0,17,0,0,4,"[[17, 0], [0, 4]]"
whisper,whisper_vs_all_non_whisper,mid_proportion,segment,0.19504234297996847,3.7788056434999673,1.0,0.0,shared_histogram_mass,0.4112000993165743,>=,1.0,1.0,1.0,17,0,0,4,"[[17, 0], [0, 4]]"
whisper,whisper_vs_all_non_whisper,high_proportion,segment,0.020622299813044892,0.9450112246663869,0.7941176470588235,0.3529411764705882,shared_histogram_mass,0.06627077536689198,>=,0.4,1.0,0.5714285714285715,11,6,0,4,"[[11, 6], [0, 4]]"
whisper,whisper_vs_all_non_whisper,low_proportion_threshold,segment,0.0,0.0,0.45588235294117646,,shared_histogram_mass,0.7999999999999999,>=,0.19047619047619047,1.0,0.32,0,17,0,4,"[[0, 17], [0, 4]]"
whisper,whisper_vs_all_non_whisper,group_c_pass,segment,0.028102885138813205,0.15641660158871354,0.6323529411764706,0.8235294117647056,shared_histogram_mass,0.963963963963964,>=,0.36363636363636365,1.0,0.5333333333333333,10,7,0,4,"[[10, 7], [0, 4]]"
whisper,whisper_vs_all_non_whisper,silero_rolling_median,segment,0.05133098146743055,0.3485667581759096,0.6730769230769231,0.8461538461538461,shared_histogram_mass,0.04274613963564409,>=,0.42857142857142855,0.75,0.5454545454545454,9,4,1,3,"[[9, 4], [1, 3]]"
whisper,whisper_vs_all_non_whisper,high_silero_threshold,segment,0.0,,0.5,1.0,shared_histogram_mass,0.5,>=,0.19047619047619047,1.0,0.32,0,17,0,4,"[[0, 17], [0, 4]]"
whisper,whisper_vs_all_non_whisper,high_silero_raw,segment,0.0,0.0,0.5147058823529411,0.8823529411764707,shared_histogram_mass,0.0,>=,0.19047619047619047,1.0,0.32,0,17,0,4,"[[0, 17], [0, 4]]"
whisper,whisper_vs_all_non_whisper,high_silero_count,segment,0.0,0.0,0.5147058823529411,0.9411764705882352,shared_histogram_mass,0.0,>=,0.19047619047619047,1.0,0.32,0,17,0,4,"[[0, 17], [0, 4]]"
whisper,whisper_vs_all_non_whisper,high_silero_normal_evidence,segment,0.0,0.0,0.5147058823529411,0.8823529411764705,shared_histogram_mass,0.0,>=,0.19047619047619047,1.0,0.32,0,17,0,4,"[[0, 17], [0, 4]]"
whisper,whisper_vs_all_non_whisper,silero_penalty,segment,0.0,0.0,0.5147058823529411,0.8823529411764705,shared_histogram_mass,0.0,>=,0.19047619047619047,1.0,0.32,0,17,0,4,"[[0, 17], [0, 4]]"
whisper,whisper_vs_all_non_whisper,group_count,segment,0.005050505050505194,0.00985466376675142,0.5441176470588235,0.8823529411764702,shared_histogram_mass,2.945945945945946,>=,0.3076923076923077,1.0,0.47058823529411764,8,9,0,4,"[[8, 9], [0, 4]]"
whisper,whisper_vs_all_non_whisper,effective_group_score,segment,0.015643223357207248,0.025441782028584138,0.5588235294117647,0.8823529411764706,shared_histogram_mass,2.945945945945946,>=,0.3333333333333333,1.0,0.5,9,8,0,4,"[[9, 8], [0, 4]]"
whisper,whisper_vs_all_non_whisper,grouped_v1_raw_is_whisper,segment,0.0,0.0,0.5220588235294118,0.8823529411764703,shared_histogram_mass,0.9888888888888889,>=,0.23529411764705882,1.0,0.38095238095238093,4,13,0,4,"[[4, 13], [0, 4]]"
whisper,whisper_vs_all_non_whisper,stage2_is_whisper,segment,0.6707381886943816,2.3605425160858005,0.7941176470588235,0.3529411764705882,shared_histogram_mass,0.5444444444444444,>=,0.4,1.0,0.5714285714285715,11,6,0,4,"[[11, 6], [0, 4]]"
whisper,whisper_vs_all_non_whisper,stage2_consecutive_count,segment,31.29570728672525,1.7789465131480797,0.8823529411764706,0.25,shared_histogram_mass,24.454545454545453,>=,0.75,0.75,0.75,16,1,1,3,"[[16, 1], [1, 3]]"
whisper,whisper_vs_all_non_whisper,legacy_is_whisper,segment,0.0,0.0,0.40441176470588236,0.7058823529411764,shared_histogram_mass,0.0,>=,0.19047619047619047,1.0,0.32,0,17,0,4,"[[0, 17], [0, 4]]"
whisper,whisper_vs_all_non_whisper,grouped_v1_is_whisper,segment,0.6707381886943816,2.3605425160858005,0.7941176470588235,0.3529411764705882,shared_histogram_mass,0.5444444444444444,>=,0.4,1.0,0.5714285714285715,11,6,0,4,"[[11, 6], [0, 4]]"
whisper,whisper_vs_all_non_whisper,final_trigger,segment,0.0029940119760479044,0.28505530914001215,0.6470588235294118,0.8823529411764706,shared_histogram_mass,0.005988023952095809,>=,0.5,0.5,0.5,15,2,2,2,"[[15, 2], [2, 2]]"
whisper,whisper_vs_all_non_whisper,rms,segment,0.0008096187565308893,0.6246995130190572,0.6176470588235294,0.5588235294117647,shared_histogram_mass,0.0008600425301043066,>=,0.3333333333333333,1.0,0.5,9,8,0,4,"[[9, 8], [0, 4]]"
