frame,timestamp,is_whisper,trigger,raw_score,probability,rms,zcr,entropy,voicing,hnr,spectral_centroid,band_energy_low,band_energy_mid,band_energy_high,temporal_score,formant_score
140,2026-07-30T18:37:03.633377,False,False,1,0.3333333333333333,0.0009393430896279245,0.20250521920668058,3.8392740593278116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,2026-07-30T18:37:03.634363,False,False,1,0.3333333333333333,0.0005021402777401066,0.1732776617954071,4.006339500983058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,2026-07-30T18:37:03.635280,False,False,1,0.3333333333333333,0.0005375008912367442,0.1941544885177453,3.9431951193900883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,2026-07-30T18:37:03.636038,False,False,1,0.3333333333333333,0.0004728638745074048,0.2755741127348643,4.21585662167743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,2026-07-30T18:37:03.636812,False,False,0,0.0,0.0005314339670896794,0.33402922755741127,4.323221285794887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,2026-07-30T18:37:03.637535,False,False,1,0.3333333333333333,0.0004969954998462071,0.2839248434237996,4.02346010529447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,2026-07-30T18:37:03.638250,False,False,1,0.3333333333333333,0.0012903377495189546,0.13778705636743216,3.192394947387261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,2026-07-30T18:37:03.638978,False,False,1,0.3333333333333333,0.0012129409131524738,0.15031315240083507,3.322533036006725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,2026-07-30T18:37:03.639946,False,False,1,0.3333333333333333,0.0006184630341311066,0.1544885177453027,3.714857766323326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,2026-07-30T18:37:03.640918,False,False,1,0.3333333333333333,0.0005478302195147693,0.1336116910229645,3.8293406911785444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,2026-07-30T18:37:03.641627,False,False,1,0.3333333333333333,0.0008910668834810154,0.2359081419624217,3.976139531786949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,2026-07-30T18:37:03.642266,False,False,1,0.3333333333333333,0.001093790821756509,0.21711899791231734,3.5674957941656356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,2026-07-30T18:37:03.643457,False,False,1,0.3333333333333333,0.0012236340302833803,0.21920668058455114,3.7190042572719175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,2026-07-30T18:37:03.644469,False,False,1,0.3333333333333333,0.0014846333119637222,0.18162839248434237,3.8094289099334415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,2026-07-30T18:37:03.645376,False,False,1,0.3333333333333333,0.0016973862731204375,0.12526096033402923,2.8694187426715856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,2026-07-30T18:37:03.646478,False,False,1,0.3333333333333333,0.0010672942364080408,0.1336116910229645,3.2466290172220855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,2026-07-30T18:37:03.647395,False,False,1,0.3333333333333333,0.000525656691457977,0.12317327766179541,3.624712508374516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,2026-07-30T18:37:03.648096,False,False,1,0.3333333333333333,0.00037931008025143457,0.11482254697286012,3.8594806282153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,2026-07-30T18:37:03.648851,False,False,1,0.3333333333333333,0.0007133156587660474,0.19832985386221294,4.232549051257851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,2026-07-30T18:37:03.649481,False,False,1,0.3333333333333333,0.0012440519770173823,0.20250521920668058,3.8433964036414476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,2026-07-30T18:37:03.650076,False,False,1,0.3333333333333333,0.0010757002454803385,0.1941544885177453,3.5080696148758608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,2026-07-30T18:37:03.650652,False,False,1,0.3333333333333333,0.0012221947759125161,0.18162839248434237,3.6576531339057734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,2026-07-30T18:37:03.651266,False,False,1,0.3333333333333333,0.0014225225598184673,0.17536534446764093,3.51834820154423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,2026-07-30T18:37:03.651890,False,False,1,0.3333333333333333,0.0016052967931663002,0.18789144050104384,3.490538250414321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,2026-07-30T18:37:03.652485,False,False,1,0.3333333333333333,0.001715885992158747,0.19624217118997914,3.2435874173545707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,2026-07-30T18:37:03.653102,False,False,1,0.3333333333333333,0.002057160060384691,0.17118997912317327,2.8873869093149542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,2026-07-30T18:37:03.653710,False,False,1,0.3333333333333333,0.002199315939270262,0.1544885177453027,2.7684417347915966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,2026-07-30T18:37:03.654317,False,False,1,0.3333333333333333,0.0016409903234644533,0.17118997912317327,3.0466627857706468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,2026-07-30T18:37:03.654906,False,False,1,0.3333333333333333,0.0005812176731912597,0.16701461377870563,3.272611912438761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,2026-07-30T18:37:03.655520,False,False,1,0.3333333333333333,0.0003236203287084271,0.21085594989561587,4.115105899295459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,2026-07-30T18:37:03.656121,False,False,1,0.3333333333333333,0.0002564999857664814,0.2359081419624217,4.217347446943198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,2026-07-30T18:37:03.656704,False,False,1,0.3333333333333333,0.0003342302853619317,0.20250521920668058,4.023714151386532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,2026-07-30T18:37:03.657266,False,False,1,0.3333333333333333,0.0009454936056109783,0.1336116910229645,2.76006718794007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,2026-07-30T18:37:03.657825,False,False,1,0.3333333333333333,0.0018702764665041343,0.1544885177453027,2.9429389888242854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,2026-07-30T18:37:03.658384,False,False,1,0.3333333333333333,0.002248359765084851,0.1732776617954071,2.8012180592518705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,2026-07-30T18:37:03.658952,False,False,1,0.3333333333333333,0.0020106307958193182,0.18580375782881003,2.9310906891745767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,2026-07-30T18:37:03.659658,False,False,1,0.3333333333333333,0.0020034797600284567,0.1732776617954071,2.912888176568607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,2026-07-30T18:37:03.660404,False,False,1,0.3333333333333333,0.0010154906795197558,0.18789144050104384,3.5731850860257337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,2026-07-30T18:37:03.661114,False,False,1,0.3333333333333333,0.00032971784270740726,0.15657620041753653,3.7166183109996895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,2026-07-30T18:37:03.661758,False,False,1,0.3333333333333333,0.00022558574989404144,0.14613778705636743,3.92382802471348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,2026-07-30T18:37:03.662379,False,False,1,0.3333333333333333,0.0007612967624841844,0.18997912317327767,3.475876672195021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,2026-07-30T18:37:03.663343,False,False,1,0.3333333333333333,0.0012970298718081598,0.21920668058455114,3.2610359044208823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,2026-07-30T18:37:03.664681,False,False,1,0.3333333333333333,0.0019781981915104343,0.18580375782881003,3.0042292236784296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,2026-07-30T18:37:03.667019,False,False,1,0.3333333333333333,0.0018831920352433986,0.1837160751565762,3.358426992401629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,2026-07-30T18:37:03.668988,False,False,1,0.3333333333333333,0.0016431891801150307,0.19624217118997914,3.1801440622153403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,2026-07-30T18:37:03.670650,False,False,1,0.3333333333333333,0.001576177516841957,0.18162839248434237,3.375939874904764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,2026-07-30T18:37:03.671407,False,False,1,0.3333333333333333,0.0018716360616363706,0.13778705636743216,1.9193082366180056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,2026-07-30T18:37:03.672017,False,False,1,0.3333333333333333,0.0012329985560237129,0.14613778705636743,2.089057596690709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,2026-07-30T18:37:03.672606,False,False,1,0.3333333333333333,0.0008680086281363732,0.17745302713987474,3.202135246538197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,2026-07-30T18:37:03.673176,False,False,1,0.3333333333333333,0.00055582919743566,0.17954070981210857,3.4213206287086058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,2026-07-30T18:37:03.673812,False,False,1,0.3333333333333333,0.0005469532738666562,0.19206680584551147,3.2936480967568706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,2026-07-30T18:37:03.674667,False,False,1,0.3333333333333333,0.0004894559248421652,0.13778705636743216,3.260183910596232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,2026-07-30T18:37:03.675729,False,False,1,0.3333333333333333,0.0003878810401923373,0.18580375782881003,3.7688341140854433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,2026-07-30T18:37:03.676510,False,False,1,0.3333333333333333,0.0002843403589097017,0.15657620041753653,3.891511245056995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,2026-07-30T18:37:03.677367,False,False,1,0.3333333333333333,0.00026089686591432824,0.13569937369519833,3.9548388006892514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,2026-07-30T18:37:03.678205,False,False,1,0.3333333333333333,0.000315035956631779,0.12108559498956159,3.725440059510509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,2026-07-30T18:37:03.679148,False,False,1,0.3333333333333333,0.00036463048121772903,0.13569937369519833,3.872123621097314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,2026-07-30T18:37:03.680036,False,False,1,0.3333333333333333,0.0003482423440078244,0.12317327766179541,3.87584129331678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,2026-07-30T18:37:03.681149,False,False,1,0.3333333333333333,0.000358844833382974,0.1419624217118998,3.832688418492697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,2026-07-30T18:37:03.682146,False,False,1,0.3333333333333333,0.00046177139275733396,0.11482254697286012,3.8892598583766205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,2026-07-30T18:37:03.683153,False,False,1,0.3333333333333333,0.00034461404545147736,0.1315240083507307,3.9346938682081682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,2026-07-30T18:37:03.684413,False,False,1,0.3333333333333333,0.00037026282850772586,0.09812108559498957,3.8702714610568765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,2026-07-30T18:37:03.685108,False,False,1,0.3333333333333333,0.0003529355692933873,0.11064718162839249,3.857020215821154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,2026-07-30T18:37:03.685786,False,False,1,0.3333333333333333,0.00036597593969056174,0.12108559498956159,3.942023523303544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,2026-07-30T18:37:03.686415,False,False,1,0.3333333333333333,0.0002787721709769949,0.14613778705636743,3.9236141561150526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,2026-07-30T18:37:03.687050,False,False,1,0.3333333333333333,0.00031047145024879825,0.13987473903966596,3.9162031882069632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,2026-07-30T18:37:03.687663,False,False,1,0.3333333333333333,0.0003156422886427862,0.13778705636743216,3.889773176621601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,2026-07-30T18:37:03.688248,False,False,1,0.3333333333333333,0.0003530741820783003,0.16075156576200417,3.8946210703337782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,2026-07-30T18:37:03.688825,False,False,1,0.3333333333333333,0.0003130996500781619,0.14822546972860126,3.8454220100331447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,2026-07-30T18:37:03.689397,False,False,1,0.3333333333333333,0.0003154432996218728,0.1544885177453027,3.849237443468788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,2026-07-30T18:37:03.690029,False,False,1,0.3333333333333333,0.0003173587472167863,0.15031315240083507,3.831831600018312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,2026-07-30T18:37:03.690679,False,False,1,0.3333333333333333,0.00022101936142621904,0.12943632567849686,3.874934258326408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,2026-07-30T18:37:03.691381,False,False,1,0.3333333333333333,0.00019471013818685205,0.11899791231732777,3.8767956210007135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,2026-07-30T18:37:03.692017,False,False,1,0.3333333333333333,0.00020389697093271087,0.14613778705636743,3.897863304064692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,2026-07-30T18:37:03.692626,False,False,1,0.3333333333333333,0.00012337638657984904,0.17536534446764093,3.827248702422042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,2026-07-30T18:37:03.693205,False,False,1,0.3333333333333333,0.0001450460851670175,0.17745302713987474,3.9626236343892116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,2026-07-30T18:37:03.693778,False,False,1,0.3333333333333333,0.00015343871087250557,0.15031315240083507,3.790400945926737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,2026-07-30T18:37:03.694359,False,False,1,0.3333333333333333,0.00014954220916129992,0.13569937369519833,3.872328577014685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,2026-07-30T18:37:03.694962,False,False,1,0.3333333333333333,0.00010418687444620081,0.14613778705636743,3.713302765442798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,2026-07-30T18:37:03.695576,False,False,1,0.3333333333333333,0.00011788563267987754,0.11482254697286012,3.897624027505899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,2026-07-30T18:37:03.696176,False,False,1,0.3333333333333333,0.00011336087784739967,0.1440501043841336,3.8158636417569265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,2026-07-30T18:37:03.696752,False,False,1,0.3333333333333333,7.767381056427306e-05,0.162839248434238,3.8796627149938674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,2026-07-30T18:37:03.697340,False,False,1,0.3333333333333333,7.897737766603333e-05,0.16075156576200417,3.5329101021101867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,2026-07-30T18:37:03.697912,False,False,1,0.3333333333333333,7.360394122449142e-05,0.14926931106471816,3.464998570635784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,2026-07-30T18:37:03.698485,False,False,1,0.3333333333333333,8.788257233176791e-05,0.1732776617954071,3.531541805611047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,2026-07-30T18:37:03.699080,False,False,1,0.3333333333333333,0.00010530932311624554,0.19206680584551147,3.226761399511689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,2026-07-30T18:37:03.699674,False,False,1,0.3333333333333333,8.410242326937013e-05,0.1847599164926931,3.1536650302572546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,2026-07-30T18:37:03.701523,False,False,1,0.3333333333333333,8.864124138286866e-05,0.16701461377870563,3.311492830096398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,2026-07-30T18:37:03.703952,False,False,1,0.3333333333333333,8.881520753373433e-05,0.13778705636743216,3.4644413675381434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,2026-07-30T18:37:03.705491,False,False,1,0.3333333333333333,0.00014452143991367216,0.12734864300626306,3.8743074021590176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,2026-07-30T18:37:03.706823,False,False,1,0.3333333333333333,0.00019148468419202748,0.15657620041753653,3.9618078445910423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,2026-07-30T18:37:03.708123,False,False,1,0.3333333333333333,0.00014061246205096146,0.10855949895615867,3.5217201051692757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,2026-07-30T18:37:03.709884,False,False,1,0.3333333333333333,0.00018300056904970805,0.1419624217118998,3.7795980929957764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,2026-07-30T18:37:03.711531,False,False,1,0.3333333333333333,0.000381986284565023,0.1315240083507307,3.615955687720154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,2026-07-30T18:37:03.713050,False,False,1,0.3333333333333333,0.0007967035016850878,0.15866388308977036,3.080588676225288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,2026-07-30T18:37:03.714542,False,False,1,0.3333333333333333,0.0009672274871169741,0.16910229645093947,3.1882880211317377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,2026-07-30T18:37:03.716301,False,False,1,0.3333333333333333,0.0007687911050394982,0.17954070981210857,3.332515151040619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,2026-07-30T18:37:03.717827,False,False,1,0.3333333333333333,0.00035495017206144846,0.15866388308977036,3.463576838600779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,2026-07-30T18:37:03.719406,False,False,1,0.3333333333333333,0.00022455339455092012,0.1544885177453027,3.6813176933657483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,2026-07-30T18:37:03.721030,False,False,1,0.3333333333333333,0.0002466438723550037,0.19206680584551147,3.900715953305636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,2026-07-30T18:37:03.722543,False,False,1,0.3333333333333333,0.00014600509236984484,0.27139874739039666,4.205198974070387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,2026-07-30T18:37:03.723874,False,False,1,0.3333333333333333,0.00014907335937964315,0.17118997912317327,3.8367297634895055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,2026-07-30T18:37:03.725286,False,False,1,0.3333333333333333,0.00037628251887030303,0.15031315240083507,3.7433239102031997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,2026-07-30T18:37:03.726949,False,False,1,0.3333333333333333,0.0003406645470557227,0.21085594989561587,3.840134427285518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,2026-07-30T18:37:03.728626,False,False,1,0.3333333333333333,0.0003403451167542029,0.23382045929018788,3.895819790387898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,2026-07-30T18:37:03.730200,False,False,1,0.3333333333333333,0.0001506813985867275,0.27139874739039666,4.373389045083101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,2026-07-30T18:37:03.731778,False,False,1,0.3333333333333333,0.0005055107573740459,0.2776617954070981,3.7668550443175923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,2026-07-30T18:37:03.733773,False,False,1,0.3333333333333333,0.0006804340645731403,0.2609603340292276,3.619775029270647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,2026-07-30T18:37:03.735287,False,False,1,0.3333333333333333,0.0005010309295433753,0.24634655532359082,4.0635516169799475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,2026-07-30T18:37:03.736685,False,False,1,0.3333333333333333,0.0004917951622554922,0.20250521920668058,3.792364003339107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,2026-07-30T18:37:03.737960,False,False,1,0.3333333333333333,0.0006834694097709168,0.14613778705636743,2.958060043597321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,2026-07-30T18:37:03.739200,False,False,1,0.3333333333333333,0.00048296290811429885,0.21711899791231734,3.5603000657328323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,2026-07-30T18:37:03.740457,False,False,1,0.3333333333333333,0.0002377694208870887,0.10855949895615867,3.1276524582218492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,2026-07-30T18:37:03.741679,False,False,1,0.3333333333333333,0.0004015728378113603,0.13987473903966596,4.084693125435211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,2026-07-30T18:37:03.742885,False,False,1,0.3333333333333333,0.0009957536036889604,0.2818371607515658,4.042958643014517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,2026-07-30T18:37:03.744144,False,False,1,0.3333333333333333,0.0005919756102609661,0.20250521920668058,3.770176456256591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,2026-07-30T18:37:03.745397,False,False,1,0.3333333333333333,0.0008422455806350171,0.1941544885177453,3.542221717858704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,2026-07-30T18:37:03.746603,False,False,1,0.3333333333333333,0.0011429132082130008,0.18789144050104384,3.104911850216909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,2026-07-30T18:37:03.747827,False,False,1,0.3333333333333333,0.0009128668864247166,0.17954070981210857,3.291485211458848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,2026-07-30T18:37:03.749045,False,False,1,0.3333333333333333,0.0008360506902643087,0.21085594989561587,3.418991159923083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,2026-07-30T18:37:03.750233,False,False,1,0.3333333333333333,0.0009186731371456201,0.2045929018789144,3.3707798493974575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,2026-07-30T18:37:03.751483,False,False,1,0.3333333333333333,0.0011062987594349751,0.22129436325678498,3.3818268765491952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,2026-07-30T18:37:03.752702,False,False,1,0.3333333333333333,0.0016314211768973035,0.18580375782881003,3.372529125425152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,2026-07-30T18:37:03.753898,False,False,1,0.3333333333333333,0.0008747295086211446,0.13778705636743216,3.547993301737056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,2026-07-30T18:37:03.755125,False,False,1,0.3333333333333333,0.0010696541333135921,0.20041753653444677,3.363571943255212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,2026-07-30T18:37:03.756467,False,False,1,0.3333333333333333,0.0005781837576017294,0.18580375782881003,3.7984772169573606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,2026-07-30T18:37:03.757852,False,False,1,0.3333333333333333,0.0004809156797187318,0.2630480167014614,3.7640535846445533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,2026-07-30T18:37:03.760566,False,False,1,0.3333333333333333,0.0006772530545008682,0.29018789144050106,3.67700168834261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,2026-07-30T18:37:03.763080,False,False,0,0.0,0.0012478300360776308,0.3068893528183716,3.6826673438172004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,2026-07-30T18:37:03.765465,False,False,1,0.3333333333333333,0.0018791985277093709,0.20250521920668058,3.682678886290201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,2026-07-30T18:37:03.767364,False,False,1,0.3333333333333333,0.002997226251809942,0.162839248434238,3.128460080292978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,2026-07-30T18:37:03.768669,False,False,1,0.3333333333333333,0.002416983173907479,0.1544885177453027,3.1160095484258026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,2026-07-30T18:37:03.769894,False,False,1,0.3333333333333333,0.0013491729803595217,0.13987473903966596,2.8830784203444138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,2026-07-30T18:37:03.771301,False,False,1,0.3333333333333333,0.0003101576961644424,0.12943632567849686,3.438803194293212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,2026-07-30T18:37:03.773059,False,False,1,0.3333333333333333,0.0004447722593530258,0.15031315240083507,3.782447437390704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,2026-07-30T18:37:03.774548,False,False,1,0.3333333333333333,0.0014759380424137474,0.1649269311064718,3.1589179629844444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,2026-07-30T18:37:03.776094,False,False,1,0.3333333333333333,0.002325905001834807,0.17745302713987474,3.0692977258399536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,2026-07-30T18:37:03.777629,False,False,1,0.3333333333333333,0.0022089802608488496,0.18997912317327767,2.9412094144479104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,2026-07-30T18:37:03.779192,False,False,1,0.3333333333333333,0.001582356887685362,0.18789144050104384,3.1032748048485526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,2026-07-30T18:37:03.780955,False,False,1,0.3333333333333333,0.001271424276628704,0.18997912317327767,3.2347875142860136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,2026-07-30T18:37:03.782608,False,False,1,0.3333333333333333,0.0011131800087566294,0.18162839248434237,3.1658964650447086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,2026-07-30T18:37:03.784264,False,False,1,0.3333333333333333,0.0005936696226325908,0.1524008350730689,3.485693552591894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,2026-07-30T18:37:03.786075,False,False,1,0.3333333333333333,0.0004310252246189553,0.15866388308977036,3.63296306802139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,2026-07-30T18:37:03.787441,False,False,1,0.3333333333333333,0.0003037182395582408,0.1524008350730689,3.8004671950129487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,2026-07-30T18:37:03.788727,False,False,1,0.3333333333333333,0.00019695008023501393,0.11064718162839249,3.460288810367153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,2026-07-30T18:37:03.790067,False,False,1,0.3333333333333333,0.00017413929594786368,0.22964509394572025,4.148233730183903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,2026-07-30T18:37:03.791478,False,False,0,0.0,0.0002525596745203199,0.38204592901878914,4.282990471818259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,2026-07-30T18:37:03.792745,False,False,0,0.0,0.0002000917811660671,0.3736951983298539,4.294424153593052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,2026-07-30T18:37:03.793976,False,False,0,0.0,0.0001624283087979947,0.33402922755741127,4.185124869993166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,2026-07-30T18:37:03.795211,False,False,1,0.3333333333333333,0.00013762010762873194,0.17118997912317327,3.7316070847173575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
